team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Pittsburgh Pirates,NL,--,--,0.66,--,--,--,--,--,0,806.1,797,59,59,59,35,238,784,1.28,.245,https://www.mlb.com/pirates
Chicago Cubs,NL,--,--,0.79,--,--,--,--,--,0,856.2,749,76,75,75,24,211,891,1.12,.223,https://www.mlb.com/cubs
Los Angeles Dodgers,NL,--,--,0.83,--,--,--,--,--,0,845.0,763,78,78,78,24,221,870,1.16,.230,https://www.mlb.com/dodgers
St. Louis Cardinals,NL,--,--,0.85,--,--,--,--,--,0,765.2,829,72,72,72,22,241,735,1.40,.263,https://www.mlb.com/cardinals
Miami Marlins,NL,--,--,0.92,--,--,--,--,--,0,782.2,764,80,80,80,25,265,670,1.31,.245,https://www.mlb.com/marlins
Minnesota Twins,AL,--,--,0.96,--,--,--,--,--,0,779.2,864,83,83,83,21,188,617,1.35,.268,https://www.mlb.com/twins
Oakland Athletics,AL,--,--,0.99,--,--,--,--,--,0,791.2,797,87,87,87,25,238,689,1.31,.248,https://www.mlb.com/athletics
Houston Astros,AL,--,--,0.99,--,--,--,--,--,0,827.1,767,93,91,91,18,226,787,1.20,.234,https://www.mlb.com/astros
New York Mets,NL,--,--,1.00,--,--,--,--,--,0,845.0,792,94,94,94,20,191,840,1.16,.236,https://www.mlb.com/mets
Kansas City Royals,AL,--,--,1.03,--,--,--,--,--,0,798.2,775,91,91,91,26,278,655,1.32,.243,https://www.mlb.com/royals
Washington Nationals,NL,--,--,1.04,--,--,--,--,--,0,810.2,795,94,94,94,25,198,829,1.22,.245,https://www.mlb.com/nationals
San Francisco Giants,NL,--,--,1.07,--,--,--,--,--,0,833.1,777,99,99,99,24,219,730,1.20,.235,https://www.mlb.com/giants
Cleveland Indians,AL,--,--,1.07,--,--,--,--,--,0,855.1,716,102,102,102,30,235,914,1.11,.217,https://www.mlb.com/indians
Los Angeles Angels,AL,--,--,1.09,--,--,--,--,--,0,804.0,775,97,97,97,41,235,731,1.26,.241,https://www.mlb.com/angels
Chicago White Sox,AL,--,--,1.09,--,--,--,--,--,0,795.0,814,97,96,96,32,234,824,1.32,.253,https://www.mlb.com/whitesox
Texas Rangers,AL,--,--,1.09,--,--,--,--,--,0,757.2,823,92,92,92,21,254,613,1.42,.263,https://www.mlb.com/rangers
Tampa Bay Rays,AL,--,--,1.09,--,--,--,--,--,0,839.1,767,102,102,101,26,259,833,1.22,.231,https://www.mlb.com/rays
Cincinnati Reds,NL,--,--,1.13,--,--,--,--,--,0,780.1,802,98,98,98,28,276,734,1.38,.253,https://www.mlb.com/reds
Baltimore Orioles,AL,--,--,1.14,--,--,--,--,--,0,784.1,781,99,99,99,37,262,705,1.33,.248,https://www.mlb.com/orioles
Atlanta Braves,NL,--,--,1.14,--,--,--,--,--,0,736.0,803,93,93,93,25,283,654,1.48,.265,https://www.mlb.com/braves
Toronto Blue Jays,AL,--,--,1.18,--,--,--,--,--,0,824.2,793,108,108,108,31,212,683,1.22,.240,https://www.mlb.com/bluejays
Milwaukee Brewers,NL,--,--,1.20,--,--,--,--,--,0,766.0,784,102,102,102,32,287,714,1.40,.252,https://www.mlb.com/brewers
New York Yankees,AL,--,--,1.22,--,--,--,--,--,0,824.2,819,114,112,113,24,227,789,1.27,.247,https://www.mlb.com/yankees
Seattle Mariners,AL,--,--,1.22,--,--,--,--,--,0,824.2,810,112,112,112,37,253,755,1.29,.245,https://www.mlb.com/mariners
San Diego Padres,NL,--,--,1.23,--,--,--,--,--,0,797.0,769,109,109,109,32,275,815,1.31,.242,https://www.mlb.com/padres
Arizona Diamondbacks,NL,--,--,1.29,--,--,--,--,--,0,808.2,840,116,116,116,29,247,707,1.34,.255,https://www.mlb.com/dbacks
Boston Red Sox,AL,--,--,1.30,--,--,--,--,--,0,777.2,847,112,112,112,32,241,707,1.40,.265,https://www.mlb.com/redsox
Philadelphia Phillies,NL,--,--,1.31,--,--,--,--,--,0,750.2,864,109,109,109,38,238,640,1.47,.274,https://www.mlb.com/phillies
Detroit Tigers,AL,--,--,1.31,--,--,--,--,--,0,797.0,830,116,116,116,29,256,671,1.36,.256,https://www.mlb.com/tigers
Colorado Rockies,NL,--,--,1.32,--,--,--,--,--,0,742.1,865,109,109,109,22,271,629,1.53,.278,https://www.mlb.com/rockies
