team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Cleveland Indians,AL,--,--,3.07,--,--,--,--,--,0,369.1,329,130,126,34,11,118,404,1.21,.238,https://www.mlb.com/indians
Houston Astros,AL,--,--,3.46,--,--,--,--,--,0,353.2,306,147,136,45,26,125,385,1.22,.231,https://www.mlb.com/astros
Boston Red Sox,AL,--,--,3.47,--,--,--,--,--,0,400.0,390,170,154,47,12,130,445,1.30,.253,https://www.mlb.com/redsox
Milwaukee Brewers,NL,--,--,3.53,--,--,--,--,--,0,393.0,348,166,154,52,14,144,355,1.25,.240,https://www.mlb.com/brewers
Los Angeles Dodgers,NL,--,--,3.53,--,--,--,--,--,0,344.1,298,145,135,54,5,105,363,1.17,.229,https://www.mlb.com/dodgers
Arizona Diamondbacks,NL,--,--,3.54,--,--,--,--,--,0,394.1,376,171,155,41,9,158,414,1.35,.251,https://www.mlb.com/dbacks
Toronto Blue Jays,AL,--,--,3.64,--,--,--,--,--,0,390.2,393,171,158,42,13,144,362,1.37,.261,https://www.mlb.com/bluejays
Washington Nationals,NL,--,--,3.65,--,--,--,--,--,0,340.2,301,151,138,46,14,149,346,1.32,.238,https://www.mlb.com/nationals
Atlanta Braves,NL,--,--,3.69,--,--,--,--,--,0,375.2,385,168,154,39,16,148,332,1.42,.267,https://www.mlb.com/braves
Kansas City Royals,AL,--,--,3.80,--,--,--,--,--,0,398.0,396,174,168,51,14,140,350,1.35,.261,https://www.mlb.com/royals
Colorado Rockies,NL,--,--,3.81,--,--,--,--,--,0,328.2,321,147,139,37,11,123,280,1.35,.259,https://www.mlb.com/rockies
St. Louis Cardinals,NL,--,--,3.81,--,--,--,--,--,0,384.2,390,175,163,55,19,118,341,1.32,.264,https://www.mlb.com/cardinals
Chicago Cubs,NL,--,--,3.99,--,--,--,--,--,0,345.1,330,161,153,50,16,146,347,1.38,.250,https://www.mlb.com/cubs
San Francisco Giants,NL,--,--,4.02,--,--,--,--,--,0,411.2,421,198,184,52,18,142,326,1.37,.264,https://www.mlb.com/giants
Chicago White Sox,AL,--,--,4.10,--,--,--,--,--,0,320.2,291,158,146,51,19,158,266,1.40,.241,https://www.mlb.com/whitesox
San Diego Padres,NL,--,--,4.10,--,--,--,--,--,0,384.0,401,192,175,52,17,150,333,1.43,.270,https://www.mlb.com/padres
Pittsburgh Pirates,NL,--,--,4.11,--,--,--,--,--,0,376.2,393,187,172,54,11,155,334,1.45,.270,https://www.mlb.com/pirates
Los Angeles Angels,AL,--,--,4.13,--,--,--,--,--,0,390.0,378,194,179,70,13,139,356,1.33,.255,https://www.mlb.com/angels
Tampa Bay Rays,AL,--,--,4.21,--,--,--,--,--,0,365.1,343,180,171,60,15,130,345,1.29,.245,https://www.mlb.com/rays
Cincinnati Reds,NL,--,--,4.30,--,--,--,--,--,0,314.0,292,158,150,52,16,127,292,1.33,.247,https://www.mlb.com/reds
Texas Rangers,AL,--,--,4.34,--,--,--,--,--,0,327.1,339,170,158,56,13,130,244,1.43,.266,https://www.mlb.com/rangers
Philadelphia Phillies,NL,--,--,4.35,--,--,--,--,--,0,386.2,400,199,187,60,19,145,341,1.41,.270,https://www.mlb.com/phillies
Miami Marlins,NL,--,--,4.39,--,--,--,--,--,0,332.1,338,172,162,46,17,143,265,1.45,.264,https://www.mlb.com/marlins
New York Yankees,AL,--,--,4.51,--,--,--,--,--,0,339.1,327,181,170,59,11,135,377,1.36,.249,https://www.mlb.com/yankees
Minnesota Twins,AL,--,--,4.53,--,--,--,--,--,0,315.2,345,164,159,55,9,104,249,1.42,.277,https://www.mlb.com/twins
Oakland Athletics,AL,--,--,4.65,--,--,--,--,--,0,337.0,351,191,174,49,16,124,279,1.41,.267,https://www.mlb.com/athletics
Seattle Mariners,AL,--,--,4.71,--,--,--,--,--,0,350.0,355,193,183,67,14,139,281,1.41,.264,https://www.mlb.com/mariners
Baltimore Orioles,AL,--,--,4.78,--,--,--,--,--,0,348.2,371,193,185,55,12,155,312,1.51,.276,https://www.mlb.com/orioles
Detroit Tigers,AL,--,--,4.82,--,--,--,--,--,0,325.0,365,184,174,53,13,115,274,1.48,.285,https://www.mlb.com/tigers
New York Mets,NL,--,--,5.35,--,--,--,--,--,0,304.2,348,194,181,54,17,132,275,1.58,.288,https://www.mlb.com/mets
