name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Felix Hernandez,SEA,--,--,1.42,--,--,--,--,--,--,82.2,75,13,13,4,5,14,74,1.08,.246,https://www.mlb.com/player/433587
R.A. Dickey,NYM,--,--,1.75,--,--,--,--,--,--,82.1,62,16,16,5,4,16,84,0.95,.211,https://www.mlb.com/player/285079
Justin Verlander,DET,--,--,1.98,--,--,--,--,--,--,82.0,78,18,18,13,2,15,86,1.13,.249,https://www.mlb.com/player/434378
James Shields,TB,--,--,1.77,--,--,--,--,--,--,81.1,66,19,16,9,6,15,69,1.00,.222,https://www.mlb.com/player/448306
Clayton Kershaw,LAD,--,--,1.68,--,--,--,--,--,--,80.1,58,16,15,8,4,22,69,1.00,.212,https://www.mlb.com/player/477132
Hiroki Kuroda,NYY,--,--,3.28,--,--,--,--,--,--,79.2,93,30,29,11,3,14,44,1.34,.303,https://www.mlb.com/player/493133
Clayton Richard,SD,--,--,2.94,--,--,--,--,--,--,79.2,91,28,26,13,1,14,34,1.32,.285,https://www.mlb.com/player/453385
Matt Harrison,TEX,--,--,1.96,--,--,--,--,--,--,78.0,67,19,17,7,0,17,40,1.08,.237,https://www.mlb.com/player/457448
Jake Peavy,CWS,--,--,2.78,--,--,--,--,--,--,77.2,75,25,24,11,1,16,69,1.17,.254,https://www.mlb.com/player/408241
Jason Vargas,SEA,--,--,2.20,--,--,--,--,--,--,77.2,79,20,19,9,1,15,41,1.21,.265,https://www.mlb.com/player/450306
Matt Cain,SF,--,--,2.10,--,--,--,--,--,--,77.0,74,18,18,10,4,21,63,1.23,.254,https://www.mlb.com/player/430912
Johnny Cueto,CIN,--,--,1.31,--,--,--,--,--,--,75.2,61,12,11,1,5,4,59,0.86,.223,https://www.mlb.com/player/456501
Zack Greinke,LAA,--,--,2.38,--,--,--,--,--,--,75.2,74,20,20,6,0,11,61,1.12,.261,https://www.mlb.com/player/425844
Mat Latos,CIN,--,--,3.00,--,--,--,--,--,--,75.0,77,26,25,14,2,16,50,1.24,.271,https://www.mlb.com/player/502009
C.J. Wilson,LAA,--,--,2.76,--,--,--,--,--,--,75.0,68,27,23,7,3,28,56,1.28,.242,https://www.mlb.com/player/450351
David Price,TB,--,--,2.52,--,--,--,--,--,--,75.0,75,21,21,8,2,17,62,1.23,.262,https://www.mlb.com/player/456034
Cliff Lee,PHI,--,--,3.39,--,--,--,--,--,--,74.1,82,28,28,14,0,9,70,1.22,.279,https://www.mlb.com/player/424324
Madison Bumgarner,SF,--,--,1.57,--,--,--,--,--,--,74.1,70,13,13,5,3,12,59,1.10,.249,https://www.mlb.com/player/518516
Cole Hamels,PHI,--,--,2.80,--,--,--,--,--,--,74.0,77,24,23,12,1,15,73,1.24,.266,https://www.mlb.com/player/430935
Ian Kennedy,ARI,--,--,2.44,--,--,--,--,--,--,73.2,80,25,20,11,5,16,64,1.30,.280,https://www.mlb.com/player/453178
Kyle Lohse,STL,--,--,1.59,--,--,--,--,--,--,73.2,68,13,13,4,0,9,45,1.05,.245,https://www.mlb.com/player/346798
Trevor Cahill,ARI,--,--,1.23,--,--,--,--,--,--,73.1,62,11,10,3,0,28,52,1.23,.238,https://www.mlb.com/player/502239
Jon Lester,BOS,--,--,3.44,--,--,--,--,--,--,73.1,84,29,28,9,1,25,56,1.49,.294,https://www.mlb.com/player/452657
Homer Bailey,CIN,--,--,2.34,--,--,--,--,--,--,73.0,62,21,19,11,3,10,54,0.99,.226,https://www.mlb.com/player/456701
Justin Masterson,CLE,--,--,2.96,--,--,--,--,--,--,73.0,64,25,24,5,5,29,58,1.27,.241,https://www.mlb.com/player/475416
A.J. Burnett,PIT,--,--,3.48,--,--,--,--,--,--,72.1,78,31,28,7,3,14,63,1.27,.268,https://www.mlb.com/player/150359
Mark Buehrle,MIA,--,--,2.39,--,--,--,--,--,--,71.2,68,20,19,9,1,13,41,1.13,.258,https://www.mlb.com/player/279824
Bronson Arroyo,CIN,--,--,2.41,--,--,--,--,--,--,71.0,65,19,19,8,1,4,45,0.97,.242,https://www.mlb.com/player/276520
Yovani Gallardo,MIL,--,--,3.93,--,--,--,--,--,--,71.0,75,31,31,16,0,14,64,1.25,.271,https://www.mlb.com/player/451596
CC Sabathia,NYY,--,--,2.79,--,--,--,--,--,--,71.0,66,23,22,11,2,17,68,1.17,.248,https://www.mlb.com/player/282332
Wandy Rodriguez,PIT,--,--,3.95,--,--,--,--,--,--,70.2,79,34,31,8,0,14,48,1.32,.273,https://www.mlb.com/player/434643
Anibal Sanchez,DET,--,--,2.99,--,--,--,--,--,--,69.1,75,24,23,11,3,12,57,1.25,.280,https://www.mlb.com/player/434671
Bruce Chen,KC,--,--,2.73,--,--,--,--,--,--,69.1,84,21,21,7,1,21,56,1.51,.301,https://www.mlb.com/player/136600
Clay Buchholz,BOS,--,--,3.52,--,--,--,--,--,--,69.0,60,28,27,10,7,19,50,1.14,.240,https://www.mlb.com/player/453329
Chris Capuano,LAD,--,--,2.09,--,--,--,--,--,--,69.0,70,19,16,8,0,17,55,1.26,.266,https://www.mlb.com/player/425626
Phil Hughes,NYY,--,--,3.26,--,--,--,--,--,--,69.0,62,27,25,12,0,19,54,1.17,.238,https://www.mlb.com/player/461833
Adam Wainwright,STL,--,--,2.48,--,--,--,--,--,--,69.0,72,20,19,5,2,18,56,1.30,.271,https://www.mlb.com/player/425794
Wade Miley,ARI,--,--,1.57,--,--,--,--,--,--,68.2,57,13,12,2,1,17,57,1.08,.224,https://www.mlb.com/player/489119
Josh Johnson,MIA,--,--,2.62,--,--,--,--,--,--,68.2,65,20,20,6,2,25,53,1.31,.256,https://www.mlb.com/player/435178
Jordan Zimmermann,WSH,--,--,1.83,--,--,--,--,--,--,68.2,76,15,14,8,1,15,55,1.33,.284,https://www.mlb.com/player/519455
Gio Gonzalez,WSH,--,--,1.57,--,--,--,--,--,--,68.2,50,13,12,5,1,23,72,1.06,.202,https://www.mlb.com/player/461829
Wei-Yin Chen,BAL,--,--,2.37,--,--,--,--,--,--,68.1,71,20,18,9,2,14,57,1.24,.266,https://www.mlb.com/player/612672
Chris Sale,CWS,--,--,1.71,--,--,--,--,--,--,68.1,56,13,13,4,3,19,67,1.10,.220,https://www.mlb.com/player/519242
Lucas Harrell,HOU,--,--,2.50,--,--,--,--,--,--,68.1,65,19,19,4,1,22,55,1.27,.251,https://www.mlb.com/player/449173
Paul Maholm,ATL,--,--,2.78,--,--,--,--,--,--,68.0,63,21,21,9,5,18,44,1.19,.250,https://www.mlb.com/player/430904
Ryan Vogelsong,SF,--,--,2.38,--,--,--,--,--,--,68.0,62,19,18,9,1,16,60,1.15,.247,https://www.mlb.com/player/285064
Yu Darvish,TEX,--,--,2.12,--,--,--,--,--,--,68.0,53,16,16,4,5,40,80,1.37,.212,https://www.mlb.com/player/506433
Joe Blanton,LAD,--,--,3.59,--,--,--,--,--,--,67.2,76,30,27,12,2,7,64,1.23,.280,https://www.mlb.com/player/430599
Henderson Alvarez III,TOR,--,--,2.79,--,--,--,--,--,--,67.2,68,23,21,8,2,12,24,1.18,.258,https://www.mlb.com/player/506693
Ricky Nolasco,MIA,--,--,2.81,--,--,--,--,--,--,67.1,73,22,21,4,4,10,33,1.23,.283,https://www.mlb.com/player/445060
Luke Hochevar,KC,--,--,4.70,--,--,--,--,--,--,67.0,80,36,35,10,6,18,43,1.46,.300,https://www.mlb.com/player/460024
Tommy Milone,OAK,--,--,3.36,--,--,--,--,--,--,67.0,87,27,25,13,2,12,43,1.48,.318,https://www.mlb.com/player/543548
Jered Weaver,LAA,--,--,3.38,--,--,--,--,--,--,66.2,63,27,25,9,2,17,51,1.20,.249,https://www.mlb.com/player/450308
Jonathon Niese,NYM,--,--,4.05,--,--,--,--,--,--,66.2,83,31,30,11,1,12,52,1.43,.304,https://www.mlb.com/player/477003
Barry Zito,SF,--,--,3.12,--,--,--,--,--,--,66.1,68,24,23,8,1,25,36,1.40,.268,https://www.mlb.com/player/217096
Ricky Romero,TOR,--,--,6.82,--,--,--,--,--,--,66.0,85,51,50,11,6,50,32,2.05,.323,https://www.mlb.com/player/460069
Edwin Jackson,WSH,--,--,3.14,--,--,--,--,--,--,66.0,64,26,23,10,0,21,61,1.29,.250,https://www.mlb.com/player/429719
Scott Diamond,MIN,--,--,2.60,--,--,--,--,--,--,65.2,82,23,19,8,0,6,33,1.34,.318,https://www.mlb.com/player/539438
Max Scherzer,DET,--,--,3.72,--,--,--,--,--,--,65.1,63,27,27,8,2,20,76,1.27,.256,https://www.mlb.com/player/453286
Mike Leake,CIN,--,--,4.43,--,--,--,--,--,--,65.0,90,35,32,9,0,9,33,1.52,.336,https://www.mlb.com/player/502190
Aaron Harang,LAD,--,--,3.20,--,--,--,--,--,--,64.2,69,26,23,6,2,26,42,1.47,.278,https://www.mlb.com/player/421685
Tim Lincecum,SF,--,--,1.95,--,--,--,--,--,--,64.2,56,14,14,5,1,21,62,1.19,.235,https://www.mlb.com/player/453311
Mike Minor,ATL,--,--,3.64,--,--,--,--,--,--,64.1,66,26,26,7,4,21,45,1.35,.268,https://www.mlb.com/player/501985
Matt Moore,TB,--,--,2.24,--,--,--,--,--,--,64.1,46,16,16,8,2,24,64,1.09,.200,https://www.mlb.com/player/519043
Rick Porcello,DET,--,--,3.23,--,--,--,--,--,--,64.0,91,25,23,6,2,8,36,1.55,.336,https://www.mlb.com/player/519144
Jeremy Guthrie,KC,--,--,2.53,--,--,--,--,--,--,64.0,79,21,18,10,2,10,36,1.39,.304,https://www.mlb.com/player/425386
Edinson Volquez,SD,--,--,2.39,--,--,--,--,--,--,64.0,58,18,17,5,2,32,52,1.41,.240,https://www.mlb.com/player/450172
Jeremy Hellickson,TB,--,--,1.83,--,--,--,--,--,--,64.0,54,13,13,7,0,14,41,1.06,.232,https://www.mlb.com/player/476451
Joe Saunders,BAL,--,--,2.98,--,--,--,--,--,--,63.1,70,24,21,10,0,7,44,1.22,.282,https://www.mlb.com/player/434578
Ubaldo Jimenez,CLE,--,--,4.41,--,--,--,--,--,--,63.1,73,32,31,11,3,30,50,1.63,.289,https://www.mlb.com/player/434622
Dan Haren,LAA,--,--,2.86,--,--,--,--,--,--,63.0,67,20,20,12,1,11,43,1.24,.275,https://www.mlb.com/player/429717
Lance Lynn,STL,--,--,3.14,--,--,--,--,--,--,63.0,75,22,22,7,4,20,58,1.51,.300,https://www.mlb.com/player/458681
Jarrod Parker,OAK,--,--,2.15,--,--,--,--,--,--,62.2,63,15,15,3,1,18,45,1.29,.270,https://www.mlb.com/player/519105
Tim Hudson,ATL,--,--,1.88,--,--,--,--,--,--,62.1,65,13,13,4,0,7,32,1.16,.266,https://www.mlb.com/player/218596
Gavin Floyd,CWS,--,--,3.47,--,--,--,--,--,--,62.1,79,25,24,11,5,16,51,1.52,.319,https://www.mlb.com/player/425856
Ervin Santana,LAA,--,--,4.33,--,--,--,--,--,--,62.1,66,30,30,18,3,10,42,1.22,.268,https://www.mlb.com/player/429722
Tommy Hanson,ATL,--,--,3.06,--,--,--,--,--,--,61.2,69,24,21,14,1,19,61,1.43,.280,https://www.mlb.com/player/462102
Ivan Nova,NYY,--,--,4.96,--,--,--,--,--,--,61.2,88,35,34,12,3,17,55,1.70,.342,https://www.mlb.com/player/467100
James McDonald,PIT,--,--,2.92,--,--,--,--,--,--,61.2,53,21,20,7,3,22,50,1.22,.240,https://www.mlb.com/player/457428
Jake Westbrook,STL,--,--,3.06,--,--,--,--,--,--,61.2,67,25,21,4,2,13,32,1.30,.276,https://www.mlb.com/player/150414
Derek Holland,TEX,--,--,3.52,--,--,--,--,--,--,61.1,57,25,24,9,1,14,48,1.16,.250,https://www.mlb.com/player/502706
Luis Mendoza,KC,--,--,2.67,--,--,--,--,--,--,60.2,59,18,18,6,4,17,33,1.25,.263,https://www.mlb.com/player/434669
Jeff Samardzija,CHC,--,--,2.54,--,--,--,--,--,--,60.1,56,17,17,9,0,15,57,1.18,.245,https://www.mlb.com/player/502188
Kevin Correia,PIT,--,--,4.03,--,--,--,--,--,--,60.1,68,30,27,10,0,16,27,1.39,.294,https://www.mlb.com/player/429781
Ryan Dempster,TEX,--,--,2.09,--,--,--,--,--,--,60.1,55,14,14,6,0,13,44,1.13,.242,https://www.mlb.com/player/133225
Josh Beckett,LAD,--,--,4.80,--,--,--,--,--,--,60.0,68,32,32,12,2,9,56,1.28,.288,https://www.mlb.com/player/277417
Bud Norris,HOU,--,--,3.68,--,--,--,--,--,--,58.2,65,25,24,11,4,17,53,1.40,.273,https://www.mlb.com/player/502032
Doug Fister,DET,--,--,2.48,--,--,--,--,--,--,58.0,62,19,16,4,2,5,48,1.16,.270,https://www.mlb.com/player/450729
Ross Detwiler,WSH,--,--,1.40,--,--,--,--,--,--,58.0,46,11,9,5,0,14,36,1.03,.215,https://www.mlb.com/player/446321
Kevin Millwood,SEA,--,--,2.83,--,--,--,--,--,--,57.1,57,19,18,4,3,13,34,1.22,.261,https://www.mlb.com/player/119154
Felix Doubront,BOS,--,--,3.63,--,--,--,--,--,--,57.0,67,26,23,12,0,14,58,1.42,.290,https://www.mlb.com/player/467094
Francisco Liriano,CWS,--,--,3.20,--,--,--,--,--,--,56.1,53,20,20,7,2,27,56,1.42,.252,https://www.mlb.com/player/434538
