name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Tyson Ross,SD,--,--,7.11,--,--,--,--,--,--,25.1,17,27,20,2,0,18,29,1.38,.185,https://www.mlb.com/player/475115
Jose Quintana,CWS,--,--,6.29,--,--,--,--,--,--,24.1,13,18,17,1,2,12,25,1.03,.157,https://www.mlb.com/player/500779
John Lackey,STL,--,--,6.29,--,--,--,--,--,--,24.1,17,18,17,0,0,15,21,1.32,.191,https://www.mlb.com/player/407793
Cole Hamels,TEX,--,--,9.13,--,--,--,--,--,--,23.2,17,26,24,2,2,11,25,1.18,.191,https://www.mlb.com/player/430935
Jon Lester,CHC,--,--,5.01,--,--,--,--,--,--,23.1,14,16,13,0,0,8,26,0.94,.173,https://www.mlb.com/player/452657
James Shields,SD,--,--,7.71,--,--,--,--,--,--,23.1,14,24,20,1,2,11,25,1.07,.165,https://www.mlb.com/player/448306
Alfredo Simon,DET,--,--,9.53,--,--,--,--,--,--,22.2,16,29,24,3,1,15,16,1.37,.190,https://www.mlb.com/player/430580
Andrew Cashner,SD,--,--,10.64,--,--,--,--,--,--,22.0,25,35,26,0,1,8,20,1.50,.284,https://www.mlb.com/player/488768
Lance Lynn,STL,--,--,9.55,--,--,--,--,--,--,21.2,20,28,23,3,0,12,30,1.48,.235,https://www.mlb.com/player/458681
Ubaldo Jimenez,BAL,--,--,15.19,--,--,--,--,--,--,21.1,25,37,36,3,1,14,15,1.83,.294,https://www.mlb.com/player/434622
Wei-Yin Chen,BAL,--,--,5.48,--,--,--,--,--,--,21.1,13,18,13,0,0,7,23,0.94,.171,https://www.mlb.com/player/612672
Wade Miley,BOS,--,--,10.97,--,--,--,--,--,--,21.1,19,26,26,0,0,10,14,1.36,.235,https://www.mlb.com/player/489119
Chris Archer,TB,--,--,10.55,--,--,--,--,--,--,21.1,21,31,25,1,0,10,27,1.45,.250,https://www.mlb.com/player/502042
Shelby Miller,ATL,--,--,9.00,--,--,--,--,--,--,21.0,21,27,21,1,0,17,17,1.81,.250,https://www.mlb.com/player/571946
Rubby De La Rosa,ARI,--,--,10.45,--,--,--,--,--,--,20.2,15,25,24,3,1,7,20,1.06,.195,https://www.mlb.com/player/523989
Jake Arrieta,CHC,--,--,7.40,--,--,--,--,--,--,20.2,12,22,17,2,1,10,26,1.06,.162,https://www.mlb.com/player/453562
Collin McHugh,HOU,--,--,11.32,--,--,--,--,--,--,20.2,21,26,26,2,3,7,19,1.35,.266,https://www.mlb.com/player/543521
Edinson Volquez,KC,--,--,9.58,--,--,--,--,--,--,20.2,19,27,22,0,1,8,18,1.31,.238,https://www.mlb.com/player/450172
Jeff Locke,PIT,--,--,11.76,--,--,--,--,--,--,20.2,22,31,27,1,1,8,11,1.45,.272,https://www.mlb.com/player/502046
Anthony DeSclafani,CIN,--,--,11.95,--,--,--,--,--,--,20.1,22,34,27,2,1,8,19,1.48,.268,https://www.mlb.com/player/543101
Johnny Cueto,KC,--,--,5.75,--,--,--,--,--,--,20.1,12,15,13,0,0,9,19,1.03,.167,https://www.mlb.com/player/456501
Madison Bumgarner,SF,--,--,5.31,--,--,--,--,--,--,20.1,12,12,12,2,0,4,18,0.79,.171,https://www.mlb.com/player/518516
R.A. Dickey,TOR,--,--,7.52,--,--,--,--,--,--,20.1,15,19,17,2,2,8,13,1.13,.197,https://www.mlb.com/player/285079
Gio Gonzalez,WSH,--,--,9.30,--,--,--,--,--,--,20.1,18,22,21,3,0,11,22,1.43,.231,https://www.mlb.com/player/461829
Dan Haren,CHC,--,--,5.40,--,--,--,--,--,--,20.0,14,14,12,1,3,7,16,1.05,.197,https://www.mlb.com/player/429717
Hector Santiago,LAA,--,--,9.90,--,--,--,--,--,--,20.0,15,25,22,1,2,16,22,1.55,.200,https://www.mlb.com/player/502327
Garrett Richards,LAA,--,--,9.45,--,--,--,--,--,--,20.0,17,28,21,1,2,6,25,1.15,.218,https://www.mlb.com/player/572070
Jake Odorizzi,TB,--,--,7.65,--,--,--,--,--,--,20.0,15,17,17,0,0,6,21,1.05,.205,https://www.mlb.com/player/543606
Alex Wood,LAD,--,--,13.27,--,--,--,--,--,--,19.2,20,32,29,2,1,8,18,1.42,.260,https://www.mlb.com/player/622072
Felix Hernandez,SEA,--,--,5.95,--,--,--,--,--,--,19.2,10,13,13,0,1,5,20,0.76,.149,https://www.mlb.com/player/433587
Carlos Martinez,STL,--,--,5.95,--,--,--,--,--,--,19.2,11,15,13,1,3,8,30,0.97,.155,https://www.mlb.com/player/593372
Francisco Liriano,PIT,--,--,9.31,--,--,--,--,--,--,19.1,15,22,20,2,1,7,23,1.14,.211,https://www.mlb.com/player/434538
Yovani Gallardo,TEX,--,--,11.17,--,--,--,--,--,--,19.1,15,25,24,0,0,10,16,1.29,.208,https://www.mlb.com/player/451596
Max Scherzer,WSH,--,--,7.45,--,--,--,--,--,--,19.1,12,18,16,2,0,5,31,0.88,.171,https://www.mlb.com/player/453286
Jeff Samardzija,CWS,--,--,14.21,--,--,--,--,--,--,19.0,18,30,30,2,1,7,16,1.32,.243,https://www.mlb.com/player/502188
Kyle Gibson,MIN,--,--,13.26,--,--,--,--,--,--,19.0,18,28,28,5,1,9,14,1.42,.243,https://www.mlb.com/player/502043
Jonathon Niese,NYM,--,--,8.53,--,--,--,--,--,--,19.0,19,21,18,1,1,8,8,1.42,.250,https://www.mlb.com/player/477003
Corey Kluber,CLE,--,--,12.05,--,--,--,--,--,--,18.2,17,27,25,2,3,6,21,1.23,.236,https://www.mlb.com/player/446372
A.J. Burnett,PIT,--,--,4.82,--,--,--,--,--,--,18.2,11,10,10,0,0,13,21,1.29,.169,https://www.mlb.com/player/150359
Michael Wacha,STL,--,--,10.61,--,--,--,--,--,--,18.2,13,23,22,2,0,10,16,1.23,.186,https://www.mlb.com/player/608379
Jered Weaver,LAA,--,--,21.11,--,--,--,--,--,--,18.1,26,43,43,7,3,1,6,1.47,.338,https://www.mlb.com/player/450308
Bartolo Colon,NYM,--,--,9.33,--,--,--,--,--,--,18.1,17,20,19,1,0,6,15,1.25,.239,https://www.mlb.com/player/112526
Mike Leake,SF,--,--,10.80,--,--,--,--,--,--,18.1,14,22,22,3,0,10,14,1.31,.200,https://www.mlb.com/player/502190
Dallas Keuchel,HOU,--,--,13.50,--,--,--,--,--,--,18.0,21,31,27,1,0,14,14,1.94,.280,https://www.mlb.com/player/572971
Yordano Ventura,KC,--,--,8.50,--,--,--,--,--,--,18.0,12,18,17,2,1,7,22,1.06,.185,https://www.mlb.com/player/570649
John Danks,CWS,--,--,9.68,--,--,--,--,--,--,17.2,19,22,19,1,0,6,14,1.42,.271,https://www.mlb.com/player/433579
Chris Sale,CWS,--,--,8.15,--,--,--,--,--,--,17.2,15,22,16,3,1,5,21,1.13,.221,https://www.mlb.com/player/519242
Jimmy Nelson,MIL,--,--,13.75,--,--,--,--,--,--,17.2,22,30,27,1,2,12,14,1.92,.293,https://www.mlb.com/player/519076
Ian Kennedy,SD,--,--,11.21,--,--,--,--,--,--,17.2,18,33,22,5,0,10,28,1.58,.257,https://www.mlb.com/player/453178
Julio Teheran,ATL,--,--,11.42,--,--,--,--,--,--,17.1,13,27,22,2,0,12,20,1.44,.210,https://www.mlb.com/player/527054
Jason Hammel,CHC,--,--,6.23,--,--,--,--,--,--,17.1,11,15,12,2,0,8,21,1.10,.177,https://www.mlb.com/player/434628
Jeremy Guthrie,KC,--,--,11.94,--,--,--,--,--,--,17.1,16,24,23,1,2,7,17,1.33,.246,https://www.mlb.com/player/425386
Brett Anderson,LAD,--,--,6.75,--,--,--,--,--,--,17.1,14,17,13,0,0,8,15,1.27,.219,https://www.mlb.com/player/474463
Matt Garza,MIL,--,--,12.46,--,--,--,--,--,--,17.1,18,30,24,2,0,7,16,1.44,.250,https://www.mlb.com/player/490063
Aaron Harang,PHI,--,--,17.13,--,--,--,--,--,--,17.1,24,38,33,6,1,9,14,1.90,.308,https://www.mlb.com/player/421685
Gerrit Cole,PIT,--,--,11.42,--,--,--,--,--,--,17.1,22,26,22,1,0,6,20,1.62,.297,https://www.mlb.com/player/543037
J.A. Happ,PIT,--,--,10.38,--,--,--,--,--,--,17.1,15,21,20,1,1,8,19,1.33,.224,https://www.mlb.com/player/457918
Nate Karns,TB,--,--,6.75,--,--,--,--,--,--,17.1,9,14,13,2,0,7,15,0.92,.145,https://www.mlb.com/player/501992
Carlos Rodon,CWS,--,--,11.65,--,--,--,--,--,--,17.0,14,24,22,2,1,8,15,1.29,.212,https://www.mlb.com/player/607074
Mike Fiers,HOU,--,--,7.41,--,--,--,--,--,--,17.0,14,20,14,2,2,9,20,1.35,.212,https://www.mlb.com/player/571666
Clayton Kershaw,LAD,--,--,6.88,--,--,--,--,--,--,17.0,10,17,13,1,1,6,28,0.94,.164,https://www.mlb.com/player/477132
Zack Greinke,LAD,--,--,4.76,--,--,--,--,--,--,17.0,6,9,9,1,1,5,16,0.65,.105,https://www.mlb.com/player/425844
Nathan Eovaldi,NYY,--,--,13.76,--,--,--,--,--,--,17.0,22,26,26,1,0,6,7,1.65,.306,https://www.mlb.com/player/543135
Jeremy Hellickson,ARI,--,--,11.88,--,--,--,--,--,--,16.2,14,22,22,3,0,8,22,1.32,.215,https://www.mlb.com/player/476451
Jorge De La Rosa,COL,--,--,7.56,--,--,--,--,--,--,16.2,12,14,14,1,1,9,16,1.26,.197,https://www.mlb.com/player/407822
Tom Koehler,MIA,--,--,11.34,--,--,--,--,--,--,16.2,16,24,21,2,0,8,13,1.44,.239,https://www.mlb.com/player/543408
CC Sabathia,NYY,--,--,11.88,--,--,--,--,--,--,16.2,15,24,22,4,2,12,18,1.62,.242,https://www.mlb.com/player/282332
Sonny Gray,OAK,--,--,7.02,--,--,--,--,--,--,16.2,14,17,13,1,0,5,14,1.14,.219,https://www.mlb.com/player/543243
Mark Buehrle,TOR,--,--,9.18,--,--,--,--,--,--,16.2,16,26,17,3,0,7,7,1.38,.246,https://www.mlb.com/player/279824
David Price,TOR,--,--,6.48,--,--,--,--,--,--,16.2,14,20,12,0,0,4,15,1.08,.212,https://www.mlb.com/player/456034
Chris Tillman,BAL,--,--,17.63,--,--,--,--,--,--,16.1,17,33,32,2,0,8,13,1.53,.262,https://www.mlb.com/player/501957
Chris Rusin,COL,--,--,12.12,--,--,--,--,--,--,16.1,20,27,22,2,0,12,15,1.96,.294,https://www.mlb.com/player/543734
Jacob deGrom,NYM,--,--,4.41,--,--,--,--,--,--,16.1,8,8,8,1,0,9,18,1.04,.145,https://www.mlb.com/player/594798
Matt Harvey,NYM,--,--,7.16,--,--,--,--,--,--,16.1,13,13,13,0,2,5,15,1.10,.213,https://www.mlb.com/player/518774
Jordan Zimmermann,WSH,--,--,11.02,--,--,--,--,--,--,16.1,21,23,20,1,1,6,17,1.65,.309,https://www.mlb.com/player/519455
Scott Kazmir,HOU,--,--,6.19,--,--,--,--,--,--,16.0,11,16,11,2,1,8,16,1.19,.190,https://www.mlb.com/player/431148
Colby Lewis,TEX,--,--,19.13,--,--,--,--,--,--,16.0,27,36,34,3,3,6,15,2.06,.370,https://www.mlb.com/player/407890
Trevor Bauer,CLE,--,--,14.36,--,--,--,--,--,--,15.2,16,25,25,4,0,12,21,1.79,.258,https://www.mlb.com/player/545333
Jerome Williams,PHI,--,--,12.64,--,--,--,--,--,--,15.2,12,24,22,2,0,6,9,1.15,.200,https://www.mlb.com/player/425532
Rick Porcello,BOS,--,--,10.57,--,--,--,--,--,--,15.1,18,23,18,2,1,8,10,1.70,.290,https://www.mlb.com/player/519144
Kyle Hendricks,CHC,--,--,19.37,--,--,--,--,--,--,15.1,22,34,33,3,1,13,16,2.28,.328,https://www.mlb.com/player/543294
Chad Bettis,COL,--,--,7.04,--,--,--,--,--,--,15.1,10,12,12,0,0,13,15,1.50,.179,https://www.mlb.com/player/518452
Jesse Chavez,OAK,--,--,10.57,--,--,--,--,--,--,15.1,16,20,18,1,1,6,9,1.43,.258,https://www.mlb.com/player/445926
