player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Enny Romero,P,KC,--,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/544836
A.J. Cole,P,NYY,--,2,1,1,0,0,1,1,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/595918
Ryan Lavarnway,C,PIT,--,2,0,2,1,0,0,0,0,0,0,0,1.000,1.000,1.500,2.500,https://www.mlb.com/player/543432
Taylor Davis,C,CHC,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543089
Chris Rusin,P,COL,--,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543734
Kyle Gibson,P,MIN,--,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/502043
Derek Law,P,SF,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/571882
Vidal Nuno,P,TB,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/573064
Ryan Schimpf,3B,LAA,--,3,1,1,0,0,1,1,1,2,0,0,.333,.500,1.333,1.833,https://www.mlb.com/player/572114
Dan Jennings,P,MIL,--,3,0,2,1,0,0,0,0,1,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/543359
Mark Zagunis,RF,CHC,--,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/657145
Shane Bieber,P,CLE,--,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/669456
Ryder Jones,3B,SF,--,5,1,2,0,0,1,1,0,3,0,0,.400,.400,1.000,1.400,https://www.mlb.com/player/624507
Brandon Barnes,CF,CLE,--,7,1,3,0,0,1,1,1,2,0,0,.429,.500,.857,1.357,https://www.mlb.com/player/488681
Nolan Fontana,SS,LAA,--,4,1,1,0,0,1,1,0,2,0,0,.250,.250,1.000,1.250,https://www.mlb.com/player/545337
Brandon Woodruff,P,MIL,--,6,1,2,0,0,1,1,0,1,0,0,.333,.333,.833,1.167,https://www.mlb.com/player/605540
Patrick Wisdom,3B,STL,--,26,3,8,1,0,3,3,4,11,0,0,.308,.419,.692,1.112,https://www.mlb.com/player/621550
J.A. Happ,P,NYY,--,4,0,2,0,0,0,0,1,2,0,0,.500,.600,.500,1.100,https://www.mlb.com/player/457918
Matt Holliday,LF,COL,--,32,2,12,2,0,2,2,6,9,0,0,.375,.474,.625,1.099,https://www.mlb.com/player/407812
Mookie Betts,RF,BOS,--,360,23,129,31,3,23,23,44,62,0,0,.358,.435,.653,1.088,https://www.mlb.com/player/605141
Clint Frazier,LF,NYY,--,17,0,7,2,0,0,0,3,6,0,0,.412,.545,.529,1.075,https://www.mlb.com/player/640449
Patrick Kivlehan,RF,ARI,--,10,0,3,0,2,0,0,0,4,0,0,.300,.364,.700,1.064,https://www.mlb.com/player/623182
Mike Trout,CF,LAA,--,308,25,94,18,3,25,25,63,86,0,0,.305,.432,.627,1.059,https://www.mlb.com/player/545361
Max Muncy,1B,LAD,--,220,24,57,8,1,24,24,44,71,0,0,.259,.383,.632,1.014,https://www.mlb.com/player/571970
Christian Yelich,RF,MIL,--,321,21,108,22,0,21,21,37,75,0,0,.336,.410,.601,1.011,https://www.mlb.com/player/592885
Ji-Man Choi,1B,TB,--,113,6,37,13,0,6,6,13,25,0,0,.327,.402,.602,1.003,https://www.mlb.com/player/596847
Luke Jackson,P,ATL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/592426
Michael Reed,CF,ATL,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/605439
Brian Johnson,P,BOS,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/598271
Rick Porcello,P,BOS,--,5,0,2,1,0,0,0,0,2,0,0,.400,.400,.600,1.000,https://www.mlb.com/player/519144
Efren Navarro,1B,CHC,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/519068
Randy Rosario,P,CHC,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/600968
Robert Stephenson,P,CIN,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/596112
Ian Kennedy,P,KC,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/453178
Brad Keller,P,KC,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/641745
Deck McGuire,P,LAA,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/592547
Jeff Brigham,P,MIA,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/656257
Josh Hader,P,MIL,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/623352
P.J. Conlon,P,NYM,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/664869
Ranger Suarez,P,PHI,--,4,0,1,0,1,0,0,0,1,0,0,.250,.250,.750,1.000,https://www.mlb.com/player/624133
Wade LeBlanc,P,SEA,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/453281
Zach Vincej,SS,SEA,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/572227
Blake Snell,P,TB,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/605483
Mike Minor,P,TEX,--,3,0,1,1,0,0,0,0,1,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/501985
Sam Gaviglio,P,TOR,--,3,0,1,1,0,0,0,0,1,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/543208
Matt Grace,P,WSH,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/594840
Reese McGuire,C,TOR,--,22,2,7,1,0,2,2,1,8,0,0,.318,.348,.636,.984,https://www.mlb.com/player/624512
Ramon Laureano,CF,OAK,--,82,3,27,9,1,3,3,7,23,0,0,.329,.396,.573,.969,https://www.mlb.com/player/657656
Lonnie Chisenhall,RF,CLE,--,52,1,20,3,1,1,1,3,7,0,0,.385,.429,.538,.967,https://www.mlb.com/player/502082
Willians Astudillo,C,MIN,--,41,2,16,1,0,2,2,0,0,0,0,.390,.405,.561,.966,https://www.mlb.com/player/553902
Matt Skole,1B,CWS,--,10,1,3,0,0,1,1,1,3,0,0,.300,.364,.600,.964,https://www.mlb.com/player/605474
J.D. Martinez,LF,BOS,--,305,21,95,19,2,21,21,24,84,0,0,.311,.367,.593,.961,https://www.mlb.com/player/502110
Jesus Aguilar,1B,MIL,--,251,20,76,12,0,20,20,25,75,0,0,.303,.371,.590,.960,https://www.mlb.com/player/542583
Javier Baez,SS,CHC,--,316,20,96,24,8,20,20,13,86,0,0,.304,.335,.620,.956,https://www.mlb.com/player/595879
Franmil Reyes,RF,SD,--,165,12,52,7,0,12,12,16,46,0,0,.315,.376,.576,.951,https://www.mlb.com/player/614177
Shohei Ohtani,P,LAA,--,179,12,52,15,0,12,12,23,56,0,0,.291,.374,.575,.950,https://www.mlb.com/player/660271
Giancarlo Stanton,DH,NYY,--,342,25,99,22,0,25,25,37,115,0,0,.289,.367,.573,.940,https://www.mlb.com/player/519317
Ronald Acuna Jr.,LF,ATL,--,299,19,89,18,4,19,19,26,84,0,0,.298,.362,.575,.937,https://www.mlb.com/player/660670
Enrique Hernandez,2B,LAD,--,245,17,71,13,3,17,17,26,41,0,0,.290,.358,.576,.933,https://www.mlb.com/player/571771
Justin Turner,3B,LAD,--,211,8,68,18,0,8,8,26,29,0,0,.322,.412,.521,.933,https://www.mlb.com/player/457759
Nolan Arenado,3B,COL,--,332,21,100,21,2,21,21,31,64,0,0,.301,.363,.566,.929,https://www.mlb.com/player/571448
Manny Machado,SS,LAD,--,338,25,99,17,2,25,25,29,61,0,0,.293,.351,.577,.928,https://www.mlb.com/player/592518
Daniel Robertson,2B,TB,--,164,7,48,13,0,7,7,31,48,0,0,.293,.426,.500,.926,https://www.mlb.com/player/621002
Michael Lorenzen,P,CIN,--,17,2,4,1,0,2,2,1,5,0,0,.235,.278,.647,.925,https://www.mlb.com/player/547179
Brent Suter,P,MIL,--,15,1,4,1,0,1,1,3,4,0,0,.267,.389,.533,.922,https://www.mlb.com/player/608718
Joc Pederson,LF,LAD,--,236,19,61,17,1,19,19,26,56,0,0,.258,.337,.581,.918,https://www.mlb.com/player/592626
Matt Carpenter,3B,STL,--,388,28,104,28,0,28,28,50,105,0,0,.268,.360,.557,.917,https://www.mlb.com/player/572761
Adalberto Mondesi,SS,KC,--,162,9,50,11,2,9,9,9,48,0,0,.309,.349,.568,.917,https://www.mlb.com/player/609275
Luke Voit,1B,NYY,--,83,7,23,2,0,7,7,10,28,0,0,.277,.362,.554,.916,https://www.mlb.com/player/572228
Aaron Judge,RF,NYY,--,236,18,60,14,0,18,18,39,94,0,0,.254,.367,.542,.909,https://www.mlb.com/player/592450
Howie Kendrick,2B,WSH,--,90,3,31,10,0,3,3,0,21,0,0,.344,.352,.556,.907,https://www.mlb.com/player/435062
Paul Goldschmidt,1B,ARI,--,336,17,100,23,1,17,17,42,96,0,0,.298,.382,.524,.906,https://www.mlb.com/player/502671
Francisco Lindor,SS,CLE,--,456,29,130,32,2,29,29,40,70,0,0,.285,.349,.555,.904,https://www.mlb.com/player/596019
Jose Ramirez,3B,CLE,--,314,23,77,21,1,23,23,55,50,0,0,.245,.363,.538,.901,https://www.mlb.com/player/608070
Lane Adams,CF,ATL,--,12,1,3,0,0,1,1,3,3,0,0,.250,.400,.500,.900,https://www.mlb.com/player/572669
Brandon Nimmo,CF,NYM,--,296,12,79,18,7,12,12,52,105,0,0,.267,.397,.497,.894,https://www.mlb.com/player/607043
Freddie Freeman,1B,ATL,--,353,13,109,29,1,13,13,41,73,0,0,.309,.385,.507,.892,https://www.mlb.com/player/518692
Billy McKinney,LF,TOR,--,74,4,22,6,0,4,4,6,19,0,0,.297,.350,.541,.890,https://www.mlb.com/player/641856
Juan Soto,LF,WSH,--,226,12,64,16,0,12,12,34,50,0,0,.283,.377,.513,.890,https://www.mlb.com/player/665742
Peter O'Brien,OF,MIA,--,36,2,11,4,0,2,2,0,9,0,0,.306,.306,.583,.889,https://www.mlb.com/player/598284
Kyle Schwarber,LF,CHC,--,243,16,64,10,1,16,16,44,80,0,0,.263,.378,.510,.889,https://www.mlb.com/player/656941
Didi Gregorius,SS,NYY,--,266,14,78,11,3,14,14,30,41,0,0,.293,.371,.515,.886,https://www.mlb.com/player/544369
Aramis Garcia,C,SF,--,37,3,11,1,0,3,3,1,19,0,0,.297,.316,.568,.883,https://www.mlb.com/player/605244
AJ Pollock,CF,ARI,--,231,18,61,11,3,18,18,10,58,0,0,.264,.309,.571,.880,https://www.mlb.com/player/572041
Alex Verdugo,CF,LAD,--,44,1,13,6,0,1,1,6,7,0,0,.295,.380,.500,.880,https://www.mlb.com/player/657077
Scooter Gennett,2B,CIN,--,304,15,95,13,1,15,15,24,63,0,0,.313,.367,.510,.876,https://www.mlb.com/player/571697
Myles Straw,CF,HOU,--,8,1,2,0,0,1,1,0,0,0,0,.250,.250,.625,.875,https://www.mlb.com/player/664702
Trevor Story,SS,COL,--,320,17,94,19,2,17,17,20,92,0,0,.294,.341,.525,.866,https://www.mlb.com/player/596115
Yasiel Puig,RF,LAD,--,235,14,66,13,1,14,14,22,53,0,0,.281,.342,.523,.866,https://www.mlb.com/player/624577
