name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Kyle Kendrick,PHI,--,--,6.75,--,--,--,--,--,--,18.2,14,16,14,1,1,1,10,0.80,.222,https://www.mlb.com/player/452718
Lance Lynn,STL,--,--,5.50,--,--,--,--,--,--,18.0,10,12,11,0,0,7,7,0.94,.164,https://www.mlb.com/player/458681
Mark Buehrle,TOR,--,--,9.17,--,--,--,--,--,--,17.2,18,18,18,1,0,3,16,1.19,.277,https://www.mlb.com/player/279824
Yordano Ventura,KC,--,--,5.29,--,--,--,--,--,--,17.0,11,10,10,0,1,4,11,0.88,.190,https://www.mlb.com/player/570649
Wily Peralta,MIL,--,--,3.18,--,--,--,--,--,--,17.0,12,10,6,0,1,3,8,0.88,.222,https://www.mlb.com/player/503449
Max Scherzer,DET,--,--,4.96,--,--,--,--,--,--,16.1,7,9,9,1,0,1,19,0.49,.137,https://www.mlb.com/player/453286
Jarred Cosart,MIA,--,--,3.45,--,--,--,--,--,--,15.2,6,7,6,0,0,5,8,0.70,.128,https://www.mlb.com/player/543054
A.J. Burnett,PHI,--,--,12.64,--,--,--,--,--,--,15.2,17,27,22,3,0,3,19,1.28,.304,https://www.mlb.com/player/150359
Charlie Morton,PIT,--,--,5.17,--,--,--,--,--,--,15.2,6,10,9,2,4,2,12,0.51,.136,https://www.mlb.com/player/450203
Franklin Morales,COL,--,--,7.63,--,--,--,--,--,--,15.1,9,13,13,1,0,5,10,0.91,.184,https://www.mlb.com/player/462985
David Price,DET,--,--,9.00,--,--,--,--,--,--,15.0,14,17,15,1,0,4,20,1.20,.255,https://www.mlb.com/player/456034
Dallas Keuchel,HOU,--,--,2.40,--,--,--,--,--,--,15.0,12,6,4,0,1,3,5,1.00,.273,https://www.mlb.com/player/572971
Kevin Correia,LAD,--,--,9.00,--,--,--,--,--,--,15.0,10,16,15,2,0,4,9,0.93,.208,https://www.mlb.com/player/429781
Ricky Nolasco,MIN,--,--,8.40,--,--,--,--,--,--,15.0,13,14,14,3,0,1,6,0.93,.289,https://www.mlb.com/player/445060
Chris Tillman,BAL,--,--,9.82,--,--,--,--,--,--,14.2,17,18,16,2,0,1,14,1.23,.298,https://www.mlb.com/player/501957
Tom Koehler,MIA,--,--,6.75,--,--,--,--,--,--,14.2,12,11,11,1,0,3,8,1.02,.245,https://www.mlb.com/player/543408
Roenis Elias,SEA,--,--,6.75,--,--,--,--,--,--,14.2,11,11,11,1,1,2,10,0.89,.220,https://www.mlb.com/player/606273
Tanner Roark,WSH,--,--,10.43,--,--,--,--,--,--,14.2,11,17,17,4,0,2,5,0.89,.220,https://www.mlb.com/player/543699
Wade Miley,ARI,--,--,10.05,--,--,--,--,--,--,14.1,13,16,16,2,0,4,8,1.19,.255,https://www.mlb.com/player/489119
Aaron Harang,ATL,--,--,5.65,--,--,--,--,--,--,14.1,10,9,9,0,0,5,16,1.05,.204,https://www.mlb.com/player/421685
Corey Kluber,CLE,--,--,4.40,--,--,--,--,--,--,14.1,6,7,7,0,0,2,23,0.56,.133,https://www.mlb.com/player/446372
Jason Vargas,KC,--,--,11.30,--,--,--,--,--,--,14.1,14,18,18,3,0,0,10,0.98,.264,https://www.mlb.com/player/450306
Jeremy Guthrie,KC,--,--,8.79,--,--,--,--,--,--,14.1,13,14,14,0,0,8,5,1.47,.255,https://www.mlb.com/player/425386
Zack Greinke,LAD,--,--,4.40,--,--,--,--,--,--,14.1,10,8,7,1,0,2,12,0.84,.217,https://www.mlb.com/player/425844
Zack Wheeler,NYM,--,--,9.42,--,--,--,--,--,--,14.1,16,16,15,0,0,5,12,1.47,.308,https://www.mlb.com/player/554430
Bartolo Colon,NYM,--,--,8.16,--,--,--,--,--,--,14.1,13,13,13,2,0,1,7,0.98,.271,https://www.mlb.com/player/112526
Edinson Volquez,PIT,--,--,8.16,--,--,--,--,--,--,14.1,11,13,13,2,2,0,10,0.77,.250,https://www.mlb.com/player/450172
R.A. Dickey,TOR,--,--,11.30,--,--,--,--,--,--,14.1,13,20,18,4,1,8,5,1.47,.271,https://www.mlb.com/player/285079
Alex Wood,ATL,--,--,3.21,--,--,--,--,--,--,14.0,6,5,5,0,1,3,19,0.64,.140,https://www.mlb.com/player/622072
David Phelps,NYY,--,--,6.43,--,--,--,--,--,--,14.0,7,10,10,2,1,1,11,0.57,.156,https://www.mlb.com/player/475479
Adam Wainwright,STL,--,--,3.86,--,--,--,--,--,--,14.0,8,7,6,1,0,2,5,0.71,.195,https://www.mlb.com/player/425794
Chris Archer,TB,--,--,6.43,--,--,--,--,--,--,14.0,16,12,10,1,1,3,11,1.36,.296,https://www.mlb.com/player/502042
Johnny Cueto,CIN,--,--,4.61,--,--,--,--,--,--,13.2,8,9,7,0,0,3,12,0.80,.182,https://www.mlb.com/player/456501
Jorge De La Rosa,COL,--,--,7.90,--,--,--,--,--,--,13.2,7,12,12,2,0,1,9,0.59,.159,https://www.mlb.com/player/407822
Rick Porcello,DET,--,--,9.88,--,--,--,--,--,--,13.2,13,17,15,0,0,2,7,1.10,.302,https://www.mlb.com/player/519144
Kelvin Herrera,KC,--,--,0.66,--,--,--,--,--,--,13.2,3,2,1,0,0,1,12,0.29,.077,https://www.mlb.com/player/516969
Jered Weaver,LAA,--,--,9.22,--,--,--,--,--,--,13.2,11,14,14,1,1,3,9,1.02,.234,https://www.mlb.com/player/450308
Jake Peavy,SF,--,--,9.22,--,--,--,--,--,--,13.2,12,15,14,0,0,1,6,0.95,.273,https://www.mlb.com/player/408241
Jordan Zimmermann,WSH,--,--,5.27,--,--,--,--,--,--,13.2,11,9,8,0,0,0,6,0.80,.256,https://www.mlb.com/player/519455
Clay Buchholz,BOS,--,--,11.48,--,--,--,--,--,--,13.1,14,18,17,1,0,2,7,1.20,.292,https://www.mlb.com/player/453329
