player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Matt Davidson,3B,CWS,1,2,1,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/571602
Tony Cingrani,P,CIN,35,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/571561
Stephen Cardullo,OF,COL,15,29,5,10,1,1,2,5,0,3,0,0,.345,.345,.655,1.000,https://www.mlb.com/player/506924
JaCoby Jones,CF,DET,7,13,3,5,3,0,0,2,0,2,0,0,.385,.385,.615,1.000,https://www.mlb.com/player/592444
Chris Hatcher,P,LAD,18,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/501822
Chris Capuano,P,MIL,7,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/425626
Spencer Kieboom,C,WSH,1,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/571851
Yasmani Grandal,C,LAD,68,198,29,55,8,0,20,50,31,58,1,2,.278,.378,.621,1.000,https://www.mlb.com/player/518735
Mike Moustakas,3B,KC,13,48,7,15,4,0,4,10,3,6,0,1,.313,.353,.646,.999,https://www.mlb.com/player/519058
Mike Trout,CF,LAA,80,267,61,88,13,0,14,43,62,62,13,3,.330,.462,.536,.997,https://www.mlb.com/player/545361
Tyler Naquin,CF,CLE,57,147,29,49,9,1,9,23,18,47,4,1,.333,.405,.592,.997,https://www.mlb.com/player/571980
Trea Turner,SS,WSH,37,160,28,58,7,5,7,20,8,26,19,4,.363,.396,.600,.996,https://www.mlb.com/player/607208
Andrew Benintendi,LF,BOS,11,33,7,12,6,0,0,4,4,4,0,0,.364,.447,.545,.993,https://www.mlb.com/player/643217
Matt Joyce,RF,PIT,70,117,29,31,4,0,10,26,33,38,1,0,.265,.434,.556,.990,https://www.mlb.com/player/459964
Daniel Murphy,2B,WSH,69,252,39,91,26,1,10,50,15,22,3,2,.361,.397,.591,.988,https://www.mlb.com/player/502517
Gary Sanchez,C,NYY,27,99,18,28,5,0,10,21,10,30,0,0,.283,.351,.636,.988,https://www.mlb.com/player/596142
Miguel Cabrera,1B,DET,78,286,45,92,14,1,20,65,31,51,0,0,.322,.389,.587,.976,https://www.mlb.com/player/408234
Jung Ho Kang,3B,PIT,49,145,19,44,9,0,10,32,15,31,3,0,.303,.396,.572,.969,https://www.mlb.com/player/628356
Joey Votto,1B,CIN,80,274,57,85,12,1,16,57,56,59,5,0,.310,.430,.536,.967,https://www.mlb.com/player/458015
Carlos Gonzalez,RF,COL,74,291,50,93,23,1,18,64,26,52,1,0,.320,.375,.591,.966,https://www.mlb.com/player/471865
Ehire Adrianza,SS,SF,18,20,1,7,1,0,1,2,1,2,0,0,.350,.409,.550,.959,https://www.mlb.com/player/501303
Mike Napoli,1B,CLE,79,274,56,77,12,0,22,71,50,77,4,0,.281,.392,.566,.958,https://www.mlb.com/player/435063
Tony Wolters,C,COL,38,104,17,36,11,2,2,24,11,21,3,0,.346,.409,.548,.957,https://www.mlb.com/player/547172
Wil Myers,OF,SD,80,304,60,93,20,3,18,58,40,69,17,2,.306,.385,.569,.954,https://www.mlb.com/player/571976
Kirk Nieuwenhuis,CF,MIL,64,169,31,49,10,1,11,31,29,67,5,5,.290,.397,.556,.953,https://www.mlb.com/player/543590
Jose Ramirez,3B,CLE,78,285,52,99,32,0,8,49,29,34,13,4,.347,.408,.544,.952,https://www.mlb.com/player/608070
Mookie Betts,RF,BOS,78,337,66,113,30,2,17,67,15,34,10,1,.335,.361,.588,.948,https://www.mlb.com/player/605141
Gerrit Cole,P,PIT,11,19,3,7,1,0,1,3,0,6,0,0,.368,.368,.579,.947,https://www.mlb.com/player/543037
Corey Seager,SS,LAD,80,312,50,100,21,2,18,37,24,69,1,2,.321,.373,.574,.946,https://www.mlb.com/player/608369
Cameron Maybin,CF,DET,53,195,42,73,10,4,3,26,18,34,6,3,.374,.433,.513,.945,https://www.mlb.com/player/457727
Edwin Encarnacion,DH,TOR,79,284,48,80,22,0,20,66,43,61,1,0,.282,.373,.570,.943,https://www.mlb.com/player/429665
Ryan Braun,LF,MIL,66,243,42,77,11,2,15,47,23,54,10,3,.317,.379,.564,.943,https://www.mlb.com/player/460075
Hanley Ramirez,1B,BOS,77,290,50,88,19,0,19,70,32,59,3,1,.303,.377,.566,.943,https://www.mlb.com/player/434670
Carlos Beltran,DH,TEX,77,283,48,88,18,0,19,55,25,57,1,0,.311,.365,.576,.941,https://www.mlb.com/player/136860
Charlie Blackmon,RF,COL,68,278,61,93,15,3,12,47,24,39,9,4,.335,.399,.540,.939,https://www.mlb.com/player/453568
Eric Fryer,C,PIT,26,52,10,21,3,1,0,7,4,6,0,2,.404,.439,.500,.939,https://www.mlb.com/player/518700
Joc Pederson,CF,LAD,64,162,31,40,12,0,13,35,31,49,3,0,.247,.374,.562,.936,https://www.mlb.com/player/592626
Jonathan Lucroy,C,TEX,72,242,38,73,13,2,15,47,29,44,2,0,.302,.377,.558,.935,https://www.mlb.com/player/518960
Jake Lamb,3B,ARI,76,263,45,70,17,5,19,56,33,80,2,0,.266,.348,.586,.933,https://www.mlb.com/player/571875
David Ross,C,CHC,34,83,15,22,3,0,7,18,17,25,0,1,.265,.379,.554,.933,https://www.mlb.com/player/424325
Brandon Drury,2B,ARI,69,233,34,75,21,0,12,35,15,54,1,0,.322,.365,.567,.932,https://www.mlb.com/player/592273
Matt Carpenter,1B,STL,66,230,36,68,22,2,9,33,42,49,0,3,.296,.404,.526,.930,https://www.mlb.com/player/572761
Paul Goldschmidt,1B,ARI,80,292,65,87,17,2,15,50,51,82,17,3,.298,.405,.524,.928,https://www.mlb.com/player/502671
Mike Zunino,C,SEA,30,79,10,18,1,0,9,20,11,35,0,0,.228,.340,.582,.923,https://www.mlb.com/player/572287
Willson Contreras,C,CHC,42,133,19,40,9,1,8,23,10,29,2,0,.301,.359,.564,.922,https://www.mlb.com/player/575929
Anthony Rizzo,1B,CHC,79,275,47,81,21,2,12,46,42,52,3,4,.295,.404,.516,.921,https://www.mlb.com/player/519203
Manuel Margot,CF,SD,7,23,4,8,3,1,0,2,0,5,2,0,.348,.348,.565,.913,https://www.mlb.com/player/622534
Robbie Grossman,DH,MIN,54,170,28,50,10,0,8,22,35,44,0,2,.294,.417,.494,.912,https://www.mlb.com/player/543257
Luis Valbuena,3B,HOU,47,147,23,42,8,0,9,22,24,42,1,1,.286,.387,.524,.911,https://www.mlb.com/player/472528
Stephen Drew,2B,WSH,40,85,17,22,7,1,6,14,9,15,0,0,.259,.333,.576,.910,https://www.mlb.com/player/452220
Don Kelly,1B,MIA,7,14,2,4,0,2,0,2,1,3,0,0,.286,.333,.571,.905,https://www.mlb.com/player/430603
Francisco Liriano,P,TOR,11,21,2,8,0,0,1,3,0,7,0,0,.381,.381,.524,.905,https://www.mlb.com/player/434538
Hernan Iribarren,CF,CIN,12,20,4,7,0,2,0,2,0,5,0,0,.350,.350,.550,.900,https://www.mlb.com/player/454975
Adrian Beltre,3B,TEX,79,284,54,89,13,0,14,57,35,31,0,1,.313,.393,.507,.900,https://www.mlb.com/player/134181
Jose Abreu,1B,CWS,79,295,39,93,13,1,15,52,27,56,0,0,.315,.379,.519,.898,https://www.mlb.com/player/547989
Wilson Ramos,C,WSH,62,211,26,65,9,0,12,40,24,35,0,0,.308,.375,.521,.896,https://www.mlb.com/player/467092
Jackie Bradley Jr.,CF,BOS,80,284,44,85,18,4,12,49,30,63,3,1,.299,.378,.518,.895,https://www.mlb.com/player/598265
Kris Bryant,3B,CHC,77,291,59,80,16,2,17,41,34,79,5,4,.275,.376,.519,.895,https://www.mlb.com/player/592178
Michael Brantley,LF,CLE,5,18,4,7,1,0,0,6,2,2,0,0,.389,.450,.444,.894,https://www.mlb.com/player/488726
T.J. Rivera,2B,NYM,17,52,5,19,2,0,2,10,1,10,0,0,.365,.375,.519,.894,https://www.mlb.com/player/608061
Francisco Lindor,SS,CLE,80,302,59,104,23,2,6,47,33,39,9,3,.344,.401,.493,.894,https://www.mlb.com/player/596019
Alex Dickerson,LF,SD,40,109,22,32,8,0,5,17,18,20,2,0,.294,.388,.505,.892,https://www.mlb.com/player/543105
Adam Rosales,3B,SD,54,111,23,27,6,2,9,26,12,52,0,0,.243,.315,.577,.892,https://www.mlb.com/player/489267
Drew Butera,C,KC,32,73,12,25,10,1,0,9,5,22,0,0,.342,.385,.507,.892,https://www.mlb.com/player/460077
Jean Segura,2B,ARI,78,329,47,107,21,5,12,37,15,53,12,4,.325,.362,.529,.891,https://www.mlb.com/player/516416
Scott Schebler,RF,CIN,43,127,19,41,6,1,5,22,11,25,1,3,.323,.386,.504,.890,https://www.mlb.com/player/594988
Xander Bogaerts,SS,BOS,79,319,67,103,20,1,11,48,34,55,5,1,.323,.394,.495,.889,https://www.mlb.com/player/593428
Asdrubal Cabrera,SS,NYM,71,249,38,71,10,0,18,41,21,44,2,0,.285,.347,.542,.889,https://www.mlb.com/player/452678
Yoenis Cespedes,CF,NYM,68,230,36,66,12,0,14,40,25,55,2,1,.287,.366,.522,.888,https://www.mlb.com/player/493316
Pedro Severino,C,WSH,8,15,3,4,1,0,1,1,2,3,0,0,.267,.353,.533,.886,https://www.mlb.com/player/600474
Mitch Haniger,RF,ARI,19,63,7,18,1,1,4,13,7,14,0,0,.286,.361,.524,.885,https://www.mlb.com/player/571745
Manny Machado,SS,BAL,78,311,44,93,22,0,18,47,19,53,0,0,.299,.341,.543,.885,https://www.mlb.com/player/592518
Mark Trumbo,RF,BAL,79,291,47,74,9,1,25,50,34,79,1,0,.254,.334,.550,.884,https://www.mlb.com/player/444432
Carlos Santana,1B,CLE,79,290,51,75,13,0,20,48,53,44,4,0,.259,.374,.510,.884,https://www.mlb.com/player/467793
David Dahl,LF,COL,32,112,21,38,5,2,3,15,8,26,3,0,.339,.383,.500,.883,https://www.mlb.com/player/621311
Sean Rodriguez,1B,PIT,71,141,23,41,10,1,7,21,14,43,2,0,.291,.358,.525,.883,https://www.mlb.com/player/446481
Justin Bour,1B,MIA,47,134,20,35,6,1,9,28,22,28,0,0,.261,.358,.522,.881,https://www.mlb.com/player/571506
Seth Smith,RF,SEA,66,189,35,52,8,0,12,33,26,42,0,0,.275,.373,.508,.881,https://www.mlb.com/player/452234
Mark Reynolds,1B,COL,59,197,35,61,13,0,8,33,22,51,1,1,.310,.383,.497,.880,https://www.mlb.com/player/448602
Hunter Pence,RF,SF,50,180,26,56,13,1,6,26,23,41,1,0,.311,.385,.494,.880,https://www.mlb.com/player/452254
Brandon Guyer,LF,CLE,58,157,21,46,9,1,7,25,10,33,2,1,.293,.381,.497,.878,https://www.mlb.com/player/446386
Brian Dozier,2B,MIN,79,317,58,86,19,3,21,50,23,65,10,0,.271,.326,.549,.874,https://www.mlb.com/player/572821
Brandon Belt,1B,SF,78,267,41,75,19,7,6,40,51,68,0,1,.281,.400,.472,.872,https://www.mlb.com/player/474832
Brett Nicholas,C,TEX,8,21,2,6,2,0,1,3,2,5,0,0,.286,.348,.524,.872,https://www.mlb.com/player/592592
Jose Lobaton,C,WSH,24,57,7,17,3,1,2,7,7,12,0,0,.298,.379,.491,.870,https://www.mlb.com/player/446653
Jefry Marte,1B,LAA,45,150,21,43,8,0,10,31,10,31,2,2,.287,.327,.540,.867,https://www.mlb.com/player/527043
Freddie Freeman,1B,ATL,79,299,49,84,14,3,15,41,37,89,2,0,.281,.368,.498,.866,https://www.mlb.com/player/518692
Adam Lind,1B,SEA,61,193,31,53,8,0,15,38,11,43,0,0,.275,.317,.549,.866,https://www.mlb.com/player/452252
Brad Miller,2B,TB,77,277,38,69,12,3,22,49,24,67,3,2,.249,.314,.552,.866,https://www.mlb.com/player/543543
Sandy Leon,C,BOS,38,123,19,40,10,2,2,13,10,30,0,0,.325,.378,.488,.866,https://www.mlb.com/player/506702
Ian Desmond,CF,TEX,77,306,55,101,17,2,10,53,19,69,11,3,.330,.368,.497,.865,https://www.mlb.com/player/435622
Jose Altuve,2B,HOU,81,321,53,96,21,1,15,47,27,38,12,4,.299,.352,.511,.863,https://www.mlb.com/player/514888
Charlie Culberson,SS,LAD,17,32,4,12,0,0,1,4,1,9,1,0,.375,.394,.469,.863,https://www.mlb.com/player/518586
Chris Carter,1B,MIL,81,281,44,64,15,1,24,52,35,107,2,0,.228,.318,.544,.862,https://www.mlb.com/player/474892
Marco Hernandez,2B,BOS,18,24,5,9,1,0,0,1,3,5,1,0,.375,.444,.417,.861,https://www.mlb.com/player/593523
Ryan Schimpf,3B,SD,44,134,21,30,12,3,7,23,22,45,0,1,.224,.346,.515,.861,https://www.mlb.com/player/572114
Gregory Polanco,LF,PIT,70,253,43,75,20,3,9,42,24,53,6,4,.296,.352,.506,.858,https://www.mlb.com/player/570256
Matt Duffy,SS,TB,47,174,22,62,10,2,1,15,15,26,6,4,.356,.404,.454,.858,https://www.mlb.com/player/622110
Jason Kipnis,2B,CLE,81,309,63,88,26,1,13,44,34,76,8,1,.285,.355,.502,.857,https://www.mlb.com/player/543401
Dustin Pedroia,2B,BOS,78,317,55,106,20,0,7,39,31,30,3,2,.334,.393,.464,.856,https://www.mlb.com/player/456030
Jorge Soler,LF,CHC,44,103,19,27,4,0,6,14,18,28,0,0,.262,.379,.476,.855,https://www.mlb.com/player/624585
Ryan Flaherty,SS,BAL,34,73,14,21,5,0,3,10,10,21,0,0,.288,.373,.479,.853,https://www.mlb.com/player/475247
Ian Kinsler,2B,DET,77,307,64,95,14,1,13,42,24,51,6,2,.309,.364,.489,.853,https://www.mlb.com/player/435079
Rougned Odor,2B,TEX,75,292,52,82,16,4,17,50,12,67,9,4,.281,.314,.538,.852,https://www.mlb.com/player/596059
Kyle Seager,3B,SEA,80,285,45,79,22,0,11,39,42,50,1,0,.277,.380,.470,.850,https://www.mlb.com/player/572122
Angel Pagan,LF,SF,64,249,39,80,19,2,6,36,17,33,7,1,.321,.362,.486,.848,https://www.mlb.com/player/434636
Steven Moya,RF,DET,14,41,6,10,1,1,3,5,4,16,0,0,.244,.311,.537,.848,https://www.mlb.com/player/570615
Kelby Tomlinson,2B,SF,22,42,5,14,4,0,0,2,6,5,0,1,.333,.417,.429,.845,https://www.mlb.com/player/605509
Tyler Flowers,C,ATL,46,148,19,45,7,0,5,25,16,46,0,0,.304,.391,.453,.844,https://www.mlb.com/player/452095
Stephen Piscotty,RF,STL,78,292,41,86,17,1,13,49,21,55,2,2,.295,.350,.493,.843,https://www.mlb.com/player/572039
Tommy Joseph,1B,PHI,55,152,26,41,7,0,10,20,13,37,0,1,.270,.327,.513,.840,https://www.mlb.com/player/571830
Starlin Castro,2B,NYY,78,294,37,91,13,0,15,44,10,53,3,0,.310,.333,.507,.840,https://www.mlb.com/player/516770
Nick Franklin,LF,TB,31,95,10,27,5,1,4,20,8,24,2,1,.284,.352,.484,.837,https://www.mlb.com/player/545338
Nelson Cruz,DH,SEA,79,295,42,79,14,1,17,43,30,77,1,0,.268,.341,.495,.836,https://www.mlb.com/player/443558
Manny Pina,C,MIL,13,29,1,7,4,0,1,6,5,5,0,1,.241,.353,.483,.836,https://www.mlb.com/player/444489
Michael Saunders,LF,TOR,69,241,34,64,20,1,10,25,32,82,1,1,.266,.353,.481,.834,https://www.mlb.com/player/459431
Addison Russell,SS,CHC,75,257,33,70,18,2,11,62,26,68,1,0,.272,.347,.486,.834,https://www.mlb.com/player/608365
Ryan Kalish,LF,CHC,5,6,1,2,0,0,0,2,1,0,0,0,.333,.500,.333,.833,https://www.mlb.com/player/501888
Matt Adams,LF,STL,65,156,20,39,10,0,11,29,13,39,0,1,.250,.306,.526,.832,https://www.mlb.com/player/571431
Buster Posey,C,SF,73,257,44,78,14,0,7,40,36,31,5,1,.304,.391,.440,.831,https://www.mlb.com/player/457763
Neil Walker,2B,NYM,59,214,26,62,6,1,10,33,25,42,3,0,.290,.363,.467,.830,https://www.mlb.com/player/435522
Aaron Judge,RF,NYY,16,47,7,12,2,0,3,5,6,20,0,1,.255,.340,.489,.829,https://www.mlb.com/player/592450
Paulo Orlando,RF,KC,63,236,29,78,17,3,3,23,7,47,4,2,.331,.360,.466,.826,https://www.mlb.com/player/449181
Patrick Corbin,P,ARI,19,23,5,8,3,0,0,3,0,5,0,0,.348,.348,.478,.826,https://www.mlb.com/player/571578
Giancarlo Stanton,RF,MIA,64,218,30,56,12,0,13,40,24,73,0,0,.257,.335,.491,.826,https://www.mlb.com/player/519317
Steve Pearce,LF,BAL,42,131,14,35,8,1,6,16,14,33,0,1,.267,.345,.481,.826,https://www.mlb.com/player/456665
Andrew Toles,LF,LAD,24,48,9,14,6,0,1,6,3,14,0,1,.292,.346,.479,.825,https://www.mlb.com/player/592808
Bruce Maxwell,C,OAK,16,46,4,14,5,0,1,9,3,13,0,0,.304,.347,.478,.825,https://www.mlb.com/player/622194
Aledmys Diaz,SS,STL,59,212,35,60,15,2,7,30,23,25,3,2,.283,.353,.472,.825,https://www.mlb.com/player/649557
George Springer,RF,HOU,81,310,55,82,9,4,13,32,52,88,6,5,.265,.377,.445,.822,https://www.mlb.com/player/543807
Trayce Thompson,LF,LAD,43,128,19,31,6,0,9,18,15,37,4,0,.242,.322,.500,.822,https://www.mlb.com/player/572204
Ryan Rua,LF,TEX,48,105,19,31,4,1,3,13,13,30,6,0,.295,.383,.438,.821,https://www.mlb.com/player/607387
Robbie Ray,P,ARI,15,24,2,7,2,0,1,2,1,7,0,0,.292,.320,.500,.820,https://www.mlb.com/player/592662
Tim Anderson,SS,CWS,52,216,33,68,12,5,5,20,6,55,7,1,.315,.333,.486,.819,https://www.mlb.com/player/641313
Alex Wood,P,LAD,5,8,0,3,0,0,0,0,1,5,0,0,.375,.444,.375,.819,https://www.mlb.com/player/622072
Jose Peraza,2B,CIN,33,117,14,41,5,1,1,10,3,18,11,5,.350,.382,.436,.818,https://www.mlb.com/player/606299
Javier Baez,SS,CHC,74,203,26,60,10,1,8,24,10,51,7,0,.296,.344,.473,.817,https://www.mlb.com/player/595879
Melky Cabrera,LF,CWS,77,292,35,89,23,3,6,44,22,31,1,0,.305,.349,.466,.815,https://www.mlb.com/player/466320
Lonnie Chisenhall,RF,CLE,62,181,23,56,15,0,4,35,13,30,2,0,.309,.355,.459,.814,https://www.mlb.com/player/502082
Nick Castellanos,RF,DET,53,186,25,53,12,4,5,19,15,47,1,1,.285,.340,.473,.813,https://www.mlb.com/player/592206
Brandon Nimmo,LF,NYM,20,42,10,13,1,0,1,6,6,11,0,0,.310,.408,.405,.813,https://www.mlb.com/player/607043
Evan Gattis,C,HOU,66,231,29,54,8,0,19,40,21,70,1,0,.234,.296,.515,.812,https://www.mlb.com/player/594828
Justin Upton,LF,DET,72,243,35,62,11,0,14,40,29,73,6,1,.255,.338,.473,.811,https://www.mlb.com/player/457708
Alex Avila,C,CWS,28,75,12,15,3,0,5,7,20,40,0,0,.200,.371,.440,.811,https://www.mlb.com/player/488671
Ryon Healy,3B,OAK,38,135,15,38,6,0,8,21,5,25,0,0,.281,.307,.504,.811,https://www.mlb.com/player/592387
Matt Szczur,LF,CHC,53,91,17,25,4,0,4,13,11,18,2,1,.275,.359,.451,.810,https://www.mlb.com/player/519333
Anthony Rendon,3B,WSH,76,268,42,73,17,1,11,41,28,60,7,1,.272,.343,.466,.810,https://www.mlb.com/player/543685
Marlon Byrd,RF,CLE,16,58,7,18,3,0,2,9,4,22,0,0,.310,.344,.466,.809,https://www.mlb.com/player/407781
Bryce Harper,RF,WSH,69,231,42,53,11,1,12,42,51,61,12,3,.229,.367,.442,.809,https://www.mlb.com/player/547180
Jedd Gyorko,3B,STL,60,171,25,44,3,0,12,25,17,41,0,0,.257,.323,.485,.808,https://www.mlb.com/player/576397
Abraham Almonte,LF,CLE,39,111,14,34,14,1,1,15,4,29,4,0,.306,.331,.477,.808,https://www.mlb.com/player/501659
Dansby Swanson,SS,ATL,22,73,13,21,6,1,1,9,10,21,1,0,.288,.369,.438,.807,https://www.mlb.com/player/621020
Brandon Crawford,SS,SF,79,278,38,79,13,9,4,48,38,59,2,0,.284,.368,.439,.807,https://www.mlb.com/player/543063
Jarrod Dyson,CF,KC,54,144,28,43,4,7,1,14,13,22,16,5,.299,.363,.444,.807,https://www.mlb.com/player/502481
Jurickson Profar,LF,TEX,44,132,20,37,3,3,4,8,16,26,1,0,.280,.367,.439,.806,https://www.mlb.com/player/595777
Chris Herrmann,C,ARI,31,76,11,20,2,2,3,15,10,28,3,0,.263,.345,.461,.805,https://www.mlb.com/player/543302
Gerardo Parra,LF,COL,52,187,29,55,19,2,5,23,4,33,2,1,.294,.307,.497,.805,https://www.mlb.com/player/467827
Elvis Andrus,SS,TEX,74,245,43,73,14,5,3,34,28,28,14,4,.298,.372,.433,.804,https://www.mlb.com/player/462101
David Lough,OF,MIA,15,33,5,11,2,0,0,3,5,2,1,1,.333,.410,.394,.804,https://www.mlb.com/player/518953
Adam Jones,CF,BAL,75,292,45,82,13,0,14,45,22,54,0,0,.281,.334,.469,.804,https://www.mlb.com/player/430945
Mitch Moreland,1B,TEX,75,229,32,57,14,0,13,42,21,57,1,0,.249,.323,.480,.803,https://www.mlb.com/player/519048
Michael Conforto,LF,NYM,53,149,22,35,14,0,7,25,20,40,1,0,.235,.333,.470,.803,https://www.mlb.com/player/624424
Randal Grichuk,LF,STL,65,204,33,52,12,0,12,28,17,62,0,1,.255,.312,.490,.802,https://www.mlb.com/player/545341
Franklin Gutierrez,RF,SEA,46,124,13,30,3,0,8,18,17,40,0,0,.242,.343,.460,.802,https://www.mlb.com/player/429711
Robinson Cano,2B,SEA,80,324,49,88,13,2,17,46,22,56,0,0,.272,.319,.481,.800,https://www.mlb.com/player/429664
Josh Bell,1B,PIT,24,62,8,18,3,0,2,12,9,8,0,0,.290,.365,.435,.800,https://www.mlb.com/player/605137
Evan Longoria,3B,TB,80,306,40,79,20,1,17,42,19,74,0,2,.258,.303,.497,.800,https://www.mlb.com/player/446334
Taylor Motter,SS,TB,12,23,5,6,2,0,0,2,7,8,0,0,.261,.452,.348,.799,https://www.mlb.com/player/600301
Matt Reynolds,SS,NYM,22,46,6,12,6,0,2,8,0,16,0,1,.261,.277,.522,.798,https://www.mlb.com/player/608703
Jose Bautista,RF,TOR,55,192,33,41,14,0,10,40,42,46,0,1,.214,.354,.443,.797,https://www.mlb.com/player/430832
Albert Pujols,1B,LAA,75,290,38,78,7,0,18,54,19,37,2,0,.269,.317,.479,.797,https://www.mlb.com/player/405395
Norichika Aoki,LF,SEA,56,185,23,56,12,1,2,9,19,20,3,7,.303,.386,.411,.796,https://www.mlb.com/player/493114
Blake Swihart,LF,BOS,9,29,4,8,0,2,0,4,5,6,0,0,.276,.382,.414,.796,https://www.mlb.com/player/596119
Ezequiel Carrera,LF,TOR,65,160,32,46,6,1,5,15,18,42,5,2,.288,.365,.431,.796,https://www.mlb.com/player/485567
Travis Shaw,3B,BOS,76,246,32,67,24,1,7,36,21,62,4,0,.272,.332,.463,.796,https://www.mlb.com/player/543768
Rickie Weeks Jr.,LF,ARI,59,81,15,16,4,1,6,14,8,28,1,0,.198,.301,.494,.795,https://www.mlb.com/player/430001
Carlos Correa,SS,HOU,78,296,36,80,19,3,8,43,39,72,2,1,.270,.359,.436,.795,https://www.mlb.com/player/621043
Kendrys Morales,DH,KC,77,282,32,78,14,0,12,49,23,53,0,0,.277,.340,.454,.794,https://www.mlb.com/player/434778
Pedro Alvarez,DH,BAL,62,194,27,45,8,0,14,31,20,50,0,0,.232,.302,.490,.792,https://www.mlb.com/player/476883
Marcell Ozuna,LF,MIA,75,267,37,70,16,3,12,37,20,53,0,2,.262,.312,.479,.791,https://www.mlb.com/player/542303
