player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Stephen Strasburg,P,WSH,--,4,2,2,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/544931
Troy Tulowitzki,SS,TOR,--,56,16,16,3,0,4,25,15,18,0,0,.286,.444,.554,.998,https://www.mlb.com/player/453064
Evan Longoria,3B,TB,--,48,19,17,3,0,2,22,8,14,0,0,.354,.456,.542,.998,https://www.mlb.com/player/446334
Carlos Gonzalez,RF,COL,--,79,25,26,9,0,4,34,9,22,0,0,.329,.398,.595,.993,https://www.mlb.com/player/471865
Logan Forsythe,2B,TB,--,47,18,15,2,0,3,19,8,12,1,0,.319,.439,.553,.992,https://www.mlb.com/player/523253
Yangervis Solarte,2B,SD,--,48,20,13,5,0,4,21,7,10,0,1,.271,.364,.625,.989,https://www.mlb.com/player/500208
Freddie Freeman,1B,ATL,--,27,30,6,3,0,1,10,17,10,1,0,.222,.543,.444,.988,https://www.mlb.com/player/518692
Hanley Ramirez,1B,BOS,--,83,27,24,8,0,6,43,13,16,0,0,.289,.385,.602,.988,https://www.mlb.com/player/434670
Kendrys Morales,DH,KC,--,71,24,21,2,0,7,36,7,18,0,0,.296,.367,.620,.987,https://www.mlb.com/player/434778
Domingo Santana,RF,MIL,--,21,10,7,1,0,1,9,5,8,1,0,.333,.462,.524,.985,https://www.mlb.com/player/570267
Colby Rasmus,LF,HOU,--,42,11,15,2,0,2,17,6,12,0,0,.357,.438,.548,.985,https://www.mlb.com/player/458675
Cameron Maybin,CF,DET,--,24,23,8,0,2,0,12,7,4,1,0,.333,.484,.500,.984,https://www.mlb.com/player/457727
Jarrod Dyson,CF,KC,--,32,17,10,2,2,1,16,3,4,4,0,.313,.389,.594,.983,https://www.mlb.com/player/502481
Andrew Benintendi,LF,BOS,--,15,6,5,0,0,1,7,3,1,0,0,.333,.444,.533,.978,https://www.mlb.com/player/643217
Kyle Seager,3B,SEA,--,69,26,18,2,0,7,34,12,15,0,0,.261,.378,.594,.972,https://www.mlb.com/player/572122
Jose Altuve,2B,HOU,--,49,30,16,3,0,1,18,15,4,4,0,.327,.522,.449,.971,https://www.mlb.com/player/514888
Yadier Molina,C,STL,--,37,16,14,3,0,0,17,8,1,0,0,.378,.511,.459,.970,https://www.mlb.com/player/425877
Stephen Piscotty,RF,STL,--,68,20,24,4,0,3,32,7,10,0,1,.353,.421,.544,.965,https://www.mlb.com/player/572039
Tyler Chatwood,P,COL,--,9,2,3,0,1,0,4,1,3,0,0,.333,.400,.556,.956,https://www.mlb.com/player/543022
Carlos Perez,C,LAA,--,30,8,10,2,0,2,14,1,6,0,0,.333,.355,.600,.955,https://www.mlb.com/player/542208
Jake Arrieta,P,CHC,--,6,2,1,0,0,1,2,1,2,0,0,.167,.286,.667,.952,https://www.mlb.com/player/453562
Miguel Rojas,3B,MIA,--,16,13,5,3,0,0,6,4,3,0,0,.313,.450,.500,.950,https://www.mlb.com/player/500743
Joey Votto,1B,CIN,--,46,28,12,1,1,2,16,21,12,5,1,.261,.493,.457,.949,https://www.mlb.com/player/458015
Edwin Encarnacion,DH,TOR,--,70,36,19,1,0,7,33,9,18,1,0,.271,.363,.586,.948,https://www.mlb.com/player/429665
Jose Ramirez,3B,CLE,--,71,20,26,8,0,1,31,5,9,5,0,.366,.423,.521,.944,https://www.mlb.com/player/608070
Hunter Pence,RF,SF,--,57,20,18,5,0,3,22,6,18,0,0,.316,.381,.561,.942,https://www.mlb.com/player/452254
Desmond Jennings,LF,TB,--,20,4,6,4,0,0,7,4,6,0,0,.300,.440,.500,.940,https://www.mlb.com/player/457775
Elvis Andrus,SS,TEX,--,57,22,20,2,4,0,25,5,7,5,1,.351,.413,.526,.939,https://www.mlb.com/player/462101
Sean Rodriguez,1B,PIT,--,34,17,8,1,0,3,16,10,10,0,0,.235,.409,.529,.938,https://www.mlb.com/player/446481
Chris Coghlan,LF,CHC,--,24,10,7,1,1,1,12,4,6,0,0,.292,.393,.542,.934,https://www.mlb.com/player/458085
Will Middlebrooks,3B,MIL,--,3,1,1,0,0,0,1,2,2,0,0,.333,.600,.333,.933,https://www.mlb.com/player/519025
Jason Rogers,1B,PIT,--,3,1,1,0,0,0,0,2,2,0,0,.333,.600,.333,.933,https://www.mlb.com/player/595386
Jabari Blash,RF,SD,--,6,1,2,0,0,0,2,4,2,0,0,.333,.600,.333,.933,https://www.mlb.com/player/518466
Brandon Guyer,LF,CLE,--,32,13,11,1,0,1,15,3,2,0,0,.344,.462,.469,.930,https://www.mlb.com/player/446386
Alex Dickerson,LF,SD,--,28,12,7,2,1,2,15,2,4,1,0,.250,.323,.607,.930,https://www.mlb.com/player/543105
Joe Ross,P,WSH,--,6,0,2,1,0,0,1,1,3,0,0,.333,.429,.500,.929,https://www.mlb.com/player/605452
Ryan Braun,LF,MIL,--,46,16,11,4,0,3,19,13,11,6,0,.239,.407,.522,.928,https://www.mlb.com/player/460075
Austin Jackson,CF,CWS,--,24,9,9,1,1,0,11,2,4,0,0,.375,.423,.500,.923,https://www.mlb.com/player/457706
Alex Bregman,3B,HOU,--,23,7,8,2,1,0,9,2,6,0,0,.348,.400,.522,.922,https://www.mlb.com/player/608324
Mike Trout,CF,LAA,--,49,24,15,5,0,1,21,11,13,5,0,.306,.452,.469,.921,https://www.mlb.com/player/545361
Justin Upton,LF,DET,--,69,27,18,3,0,7,33,5,16,0,0,.261,.311,.609,.920,https://www.mlb.com/player/457708
Adam Duvall,LF,CIN,--,66,28,15,2,1,7,29,7,16,2,1,.227,.311,.606,.917,https://www.mlb.com/player/594807
Bryan Holaday,C,BOS,--,12,8,4,0,0,1,6,0,4,0,0,.333,.333,.583,.917,https://www.mlb.com/player/592407
Brandon Barnes,LF,COL,--,16,3,5,2,1,0,6,1,5,0,0,.313,.353,.563,.915,https://www.mlb.com/player/488681
Kole Calhoun,RF,LAA,--,54,15,18,3,1,1,23,9,10,0,0,.333,.429,.481,.910,https://www.mlb.com/player/594777
Daniel Descalso,1B,COL,--,26,11,8,1,0,0,10,15,8,0,0,.308,.561,.346,.907,https://www.mlb.com/player/518614
Ryon Healy,3B,OAK,--,29,11,9,4,0,1,11,2,4,0,0,.310,.355,.552,.907,https://www.mlb.com/player/592387
Russell Martin,C,TOR,--,63,19,18,4,0,4,27,7,16,1,0,.286,.366,.540,.906,https://www.mlb.com/player/431145
Ty Kelly,3B,NYM,--,7,5,1,0,0,1,2,2,1,0,0,.143,.333,.571,.905,https://www.mlb.com/player/571841
Maikel Franco,3B,PHI,--,69,20,21,4,0,4,33,7,13,0,0,.304,.368,.536,.905,https://www.mlb.com/player/596748
Jarrod Saltalamacchia,C,DET,--,29,10,7,1,0,2,14,9,14,0,0,.241,.421,.483,.904,https://www.mlb.com/player/457454
Chris Owings,SS,ARI,--,46,18,15,2,2,1,15,4,14,2,1,.326,.380,.522,.902,https://www.mlb.com/player/572008
Tyler Saladino,2B,CWS,--,32,12,11,2,0,1,16,1,4,2,0,.344,.400,.500,.900,https://www.mlb.com/player/573135
Kelby Tomlinson,2B,SF,--,11,2,4,0,0,0,2,4,3,0,0,.364,.533,.364,.897,https://www.mlb.com/player/605509
Adam Jones,CF,BAL,--,61,19,22,4,0,1,23,6,6,1,0,.361,.418,.475,.893,https://www.mlb.com/player/430945
Chris Young,LF,BOS,--,17,11,5,2,0,0,7,5,6,1,0,.294,.478,.412,.890,https://www.mlb.com/player/455759
Rob Refsnyder,1B,NYY,--,16,13,5,3,0,0,5,2,2,0,0,.313,.389,.500,.889,https://www.mlb.com/player/608701
Mike Napoli,1B,CLE,--,69,30,18,2,1,4,26,13,21,0,0,.261,.393,.493,.886,https://www.mlb.com/player/435063
Chris Heisey,LF,WSH,--,14,6,3,0,1,1,6,2,3,0,0,.214,.313,.571,.884,https://www.mlb.com/player/502317
Starling Marte,LF,PIT,--,63,25,20,5,1,2,22,3,17,4,3,.317,.358,.524,.882,https://www.mlb.com/player/516782
Alexi Amarista,3B,SD,--,16,4,6,1,0,0,5,2,1,4,1,.375,.444,.438,.882,https://www.mlb.com/player/506560
Welington Castillo,C,ARI,--,60,10,19,3,0,2,26,9,16,0,0,.317,.414,.467,.881,https://www.mlb.com/player/456078
George Springer,RF,HOU,--,60,27,14,4,0,4,25,13,19,0,1,.233,.378,.500,.878,https://www.mlb.com/player/543807
Yonder Alonso,1B,OAK,--,52,19,14,7,0,1,21,12,8,1,0,.269,.415,.462,.877,https://www.mlb.com/player/475174
Jason Heyward,RF,CHC,--,58,22,15,5,0,3,24,11,13,1,0,.259,.377,.500,.877,https://www.mlb.com/player/518792
Leury Garcia,CF,CWS,--,8,4,2,0,0,1,3,0,2,0,0,.250,.250,.625,.875,https://www.mlb.com/player/544725
Derek Dietrich,LF,MIA,--,36,10,10,2,0,1,12,7,9,1,0,.278,.458,.417,.875,https://www.mlb.com/player/518618
Adam Rosales,3B,SD,--,23,9,6,2,0,1,9,5,10,0,0,.261,.393,.478,.871,https://www.mlb.com/player/489267
Oswaldo Arcia,LF,SD,--,23,7,6,0,1,1,9,5,13,0,0,.261,.393,.478,.871,https://www.mlb.com/player/542455
Cheslor Cuthbert,3B,KC,--,47,18,13,2,0,3,15,6,16,0,0,.277,.358,.511,.869,https://www.mlb.com/player/596144
Nick Buss,LF,LAA,--,10,3,3,2,0,0,2,1,5,0,0,.300,.364,.500,.864,https://www.mlb.com/player/502544
Tommy Pham,CF,STL,--,16,8,2,0,0,2,4,6,10,0,0,.125,.364,.500,.864,https://www.mlb.com/player/502054
Eric Fryer,C,PIT,--,10,5,3,1,0,0,5,3,1,0,0,.300,.462,.400,.862,https://www.mlb.com/player/518700
Matt Wieters,C,BAL,--,45,14,12,0,0,4,21,3,9,0,0,.267,.327,.533,.860,https://www.mlb.com/player/446308
Luke Maile,C,TB,--,20,3,7,2,0,0,7,2,7,0,0,.350,.409,.450,.859,https://www.mlb.com/player/571912
Jung Ho Kang,3B,PIT,--,45,15,11,3,0,3,19,2,12,2,0,.244,.346,.511,.857,https://www.mlb.com/player/628356
Josh Rutledge,3B,BOS,--,7,3,2,2,0,0,2,0,2,0,0,.286,.286,.571,.857,https://www.mlb.com/player/592710
Drew Pomeranz,P,BOS,--,7,1,3,0,0,0,3,0,3,0,0,.429,.429,.429,.857,https://www.mlb.com/player/519141
Brandon Nimmo,LF,NYM,--,9,5,2,0,0,1,4,1,5,0,0,.222,.300,.556,.856,https://www.mlb.com/player/607043
Darin Ruf,1B,PHI,--,9,3,2,0,0,1,4,1,2,0,0,.222,.300,.556,.856,https://www.mlb.com/player/573131
Odubel Herrera,CF,PHI,--,54,23,14,1,1,2,14,14,14,0,0,.259,.429,.426,.854,https://www.mlb.com/player/546318
Corey Dickerson,LF,TB,--,62,23,17,3,0,4,25,6,20,0,0,.274,.338,.516,.854,https://www.mlb.com/player/572816
Carlos Santana,1B,CLE,--,71,19,16,6,0,4,21,16,12,1,0,.225,.375,.479,.854,https://www.mlb.com/player/467793
Adrian Beltre,3B,TEX,--,65,29,19,4,0,3,27,7,12,0,0,.292,.361,.492,.853,https://www.mlb.com/player/134181
Randal Grichuk,LF,STL,--,56,20,16,6,0,3,23,1,16,0,0,.286,.298,.554,.852,https://www.mlb.com/player/545341
Wil Myers,OF,SD,--,61,34,15,2,1,4,26,7,21,2,0,.246,.343,.508,.851,https://www.mlb.com/player/571976
Max Muncy,2B,OAK,--,8,2,2,0,0,0,2,7,2,0,0,.250,.600,.250,.850,https://www.mlb.com/player/571970
Brandon Moss,1B,STL,--,46,17,9,3,0,4,17,8,21,0,0,.196,.327,.522,.849,https://www.mlb.com/player/461235
Shane Robinson,LF,LAA,--,12,7,4,1,0,0,5,2,1,0,0,.333,.429,.417,.845,https://www.mlb.com/player/453203
Jeremy Hazelbaker,LF,STL,--,19,10,4,0,0,2,7,3,7,3,0,.211,.318,.526,.844,https://www.mlb.com/player/571757
Eduardo Escobar,SS,MIN,--,47,10,14,0,0,3,18,3,10,1,0,.298,.353,.489,.842,https://www.mlb.com/player/500871
Marcus Semien,SS,OAK,--,61,17,16,5,1,2,23,10,11,1,0,.262,.366,.475,.842,https://www.mlb.com/player/543760
Jayson Werth,LF,WSH,--,52,18,13,4,0,3,21,7,14,2,0,.250,.339,.500,.839,https://www.mlb.com/player/150029
Andres Blanco,2B,PHI,--,19,8,5,1,0,1,6,1,3,2,0,.263,.364,.474,.837,https://www.mlb.com/player/433217
Yan Gomes,C,CLE,--,27,10,7,1,1,1,11,4,9,0,0,.259,.355,.481,.836,https://www.mlb.com/player/543228
Kevin Pillar,CF,TOR,--,61,14,19,6,1,1,24,3,14,1,1,.311,.344,.492,.836,https://www.mlb.com/player/607680
Jackie Bradley Jr.,CF,BOS,--,61,30,13,3,1,4,23,10,16,4,1,.213,.342,.492,.834,https://www.mlb.com/player/598265
Grant Green,2B,SF,--,3,3,1,0,0,0,3,1,1,0,0,.333,.500,.333,.833,https://www.mlb.com/player/502205
Taylor Motter,SS,TB,--,8,6,2,1,0,0,3,3,4,0,0,.250,.455,.375,.830,https://www.mlb.com/player/600301
Daniel Murphy,2B,WSH,--,49,27,13,1,2,1,17,10,8,0,0,.265,.400,.429,.829,https://www.mlb.com/player/502517
Brett Lawrie,2B,CWS,--,37,13,11,2,0,1,12,5,17,0,0,.297,.395,.432,.828,https://www.mlb.com/player/543434
John Jaso,RF,PIT,--,36,12,10,2,0,1,13,7,10,0,0,.278,.409,.417,.826,https://www.mlb.com/player/444379
Hyun Soo Kim,LF,BAL,--,22,11,8,0,0,0,7,4,4,0,0,.364,.462,.364,.825,https://www.mlb.com/player/547957
Anthony Rendon,3B,WSH,--,65,26,14,2,1,4,22,13,12,1,0,.215,.363,.462,.824,https://www.mlb.com/player/543685
Josh Donaldson,3B,TOR,--,47,32,9,2,1,3,20,11,12,0,0,.191,.356,.468,.824,https://www.mlb.com/player/518626
Franklin Gutierrez,RF,SEA,--,30,10,7,2,0,2,13,4,7,0,0,.233,.324,.500,.824,https://www.mlb.com/player/429711
Jacoby Ellsbury,CF,NYY,--,48,18,13,1,2,1,19,9,7,4,0,.271,.386,.438,.824,https://www.mlb.com/player/453056
Mark Reynolds,1B,COL,--,31,16,9,3,0,0,10,8,7,0,0,.290,.436,.387,.823,https://www.mlb.com/player/448602
Billy Butler,DH,NYY,--,27,11,10,1,0,0,12,2,7,0,0,.370,.414,.407,.821,https://www.mlb.com/player/456714
Josh Reddick,RF,LAD,--,40,20,11,0,0,2,16,8,5,2,1,.275,.396,.425,.821,https://www.mlb.com/player/502210
Joe Mauer,1B,MIN,--,48,18,13,3,1,0,13,15,10,0,0,.271,.444,.375,.819,https://www.mlb.com/player/408045
Jerad Eickhoff,P,PHI,--,11,2,4,1,0,0,3,0,3,0,0,.364,.364,.455,.818,https://www.mlb.com/player/595191
Kevin Kiermaier,CF,TB,--,38,21,9,3,1,1,13,7,4,5,1,.237,.370,.447,.817,https://www.mlb.com/player/595281
Ezequiel Carrera,LF,TOR,--,22,10,6,1,1,0,6,4,7,0,0,.273,.407,.409,.816,https://www.mlb.com/player/485567
A.J. Pierzynski,C,ATL,--,34,7,9,4,0,1,11,3,5,1,0,.265,.342,.471,.813,https://www.mlb.com/player/150229
Ryan Goins,SS,TOR,--,16,4,5,1,1,0,5,0,2,0,0,.313,.313,.500,.812,https://www.mlb.com/player/572365
