name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Yu Darvish,CHC,7,2,1.80,10,10,0,0,0,0,65.0,47,14,13,4,1,13,78,0.92,.200,https://www.mlb.com/player/506433
Shane Bieber,CLE,7,1,1.62,11,11,0,0,0,0,72.1,41,14,13,7,1,20,112,0.84,.161,https://www.mlb.com/player/669456
Gerrit Cole,NYY,7,3,2.63,11,11,2,1,0,0,68.1,47,24,20,13,2,16,84,0.92,.189,https://www.mlb.com/player/543037
Zach Davies,SD,7,3,2.52,11,11,0,0,0,0,64.1,51,23,18,7,0,18,61,1.07,.216,https://www.mlb.com/player/605200
Max Fried,ATL,6,0,2.35,9,9,0,0,0,0,46.0,36,12,12,2,2,16,39,1.13,.220,https://www.mlb.com/player/608331
Kyle Hendricks,CHC,5,5,3.07,11,11,1,1,0,0,73.1,66,25,25,10,0,8,60,1.01,.238,https://www.mlb.com/player/543294
Matt Foster,CWS,5,1,3.44,16,0,0,0,0,1,18.1,12,8,7,2,0,6,22,0.98,.185,https://www.mlb.com/player/641582
Sonny Gray,CIN,5,2,3.38,9,9,0,0,0,0,45.1,34,20,17,4,1,19,61,1.17,.204,https://www.mlb.com/player/543243
Framber Valdez,HOU,5,1,3.40,8,8,0,0,0,0,50.1,40,21,19,3,4,12,57,1.03,.220,https://www.mlb.com/player/664285
Pablo Lopez,MIA,5,3,3.97,9,9,0,0,0,0,45.1,42,23,20,3,2,14,49,1.24,.244,https://www.mlb.com/player/641154
Kenta Maeda,MIN,5,0,2.01,7,7,0,0,0,0,44.2,22,10,10,3,0,8,54,0.67,.142,https://www.mlb.com/player/628317
Aaron Nola,PHI,5,2,2.72,9,9,1,1,0,0,56.1,34,17,17,7,2,17,74,0.91,.173,https://www.mlb.com/player/605400
Tyler Glasnow,TB,5,0,2.78,8,8,0,0,0,0,45.1,26,14,14,9,0,14,69,0.88,.160,https://www.mlb.com/player/607192
Pete Fairbanks,TB,5,2,2.14,21,1,0,0,0,1,21.0,16,6,5,1,1,8,31,1.14,.205,https://www.mlb.com/player/664126
Alec Mills,CHC,4,2,3.73,7,7,0,0,0,0,41.0,31,17,17,8,1,12,36,1.05,.208,https://www.mlb.com/player/621219
Trevor Bauer,CIN,4,4,1.96,9,9,1,1,0,0,59.2,37,16,13,8,3,14,80,0.85,.173,https://www.mlb.com/player/545333
Luis Castillo,CIN,4,5,2.91,11,11,1,0,0,0,65.0,57,27,21,2,0,23,82,1.23,.232,https://www.mlb.com/player/622491
Cristian Javier,HOU,4,1,2.20,8,7,0,0,0,0,41.0,22,10,10,5,2,12,38,0.83,.159,https://www.mlb.com/player/664299
Brad Keller,KC,4,2,2.21,7,7,0,0,0,0,40.2,29,11,10,0,2,13,29,1.03,.203,https://www.mlb.com/player/641745
Devin Williams,MIL,4,1,0.38,19,0,0,0,0,0,24.0,7,4,1,1,0,8,48,0.63,.089,https://www.mlb.com/player/642207
Brett Anderson,MIL,4,2,3.60,8,8,0,0,0,0,40.0,42,18,16,6,4,7,30,1.23,.268,https://www.mlb.com/player/474463
Randy Dobnak,MIN,4,1,2.49,5,5,0,0,0,0,25.1,26,7,7,1,2,5,14,1.22,.268,https://www.mlb.com/player/677976
David Peterson,NYM,4,0,2.93,5,5,0,0,0,0,27.2,22,9,9,2,1,13,23,1.27,.224,https://www.mlb.com/player/656849
Jake Arrieta,PHI,4,2,4.33,7,7,0,0,0,0,35.1,39,17,17,5,1,11,25,1.42,.285,https://www.mlb.com/player/453562
Marco Gonzales,SEA,4,2,3.28,6,6,0,0,0,0,35.2,34,16,13,5,2,4,28,1.07,.241,https://www.mlb.com/player/594835
Lance Lynn,TEX,4,2,3.30,9,9,1,0,0,0,60.0,48,25,22,10,4,16,58,1.07,.214,https://www.mlb.com/player/458681
Hyun Jin Ryu,TOR,4,1,2.22,10,10,0,0,0,0,56.2,43,16,14,5,1,16,60,1.04,.205,https://www.mlb.com/player/547943
Merrill Kelly,ARI,3,1,2.13,4,4,0,0,0,0,25.1,17,6,6,3,1,5,25,0.87,.185,https://www.mlb.com/player/518876
Darren O'Day,ATL,3,0,0.84,13,0,0,0,0,1,10.2,5,2,1,0,3,4,13,0.84,.128,https://www.mlb.com/player/503285
Ian Anderson,ATL,3,2,1.84,5,5,0,0,0,0,29.1,19,9,6,1,2,10,37,0.99,.173,https://www.mlb.com/player/666120
Nathan Eovaldi,BOS,3,2,4.10,7,7,0,0,0,0,37.1,43,17,17,6,3,7,35,1.34,.297,https://www.mlb.com/player/543135
Jon Lester,CHC,3,3,5.33,10,10,0,0,0,0,49.0,51,29,29,8,3,16,33,1.37,.260,https://www.mlb.com/player/452657
Dylan Cease,CWS,3,1,3.82,6,6,0,0,0,0,30.2,26,13,13,5,3,17,19,1.40,.236,https://www.mlb.com/player/656302
Lucas Giolito,CWS,3,2,3.58,10,10,1,1,0,0,60.1,38,26,24,8,0,25,79,1.04,.180,https://www.mlb.com/player/608337
Michael Lorenzen,CIN,3,0,3.16,13,1,0,0,0,1,25.2,21,10,9,2,0,9,27,1.17,.219,https://www.mlb.com/player/547179
Zach Plesac,CLE,3,2,2.55,7,7,0,0,0,0,49.1,33,14,14,8,1,5,50,0.77,.188,https://www.mlb.com/player/668676
Aaron Civale,CLE,3,4,4.66,9,9,1,0,0,0,56.0,62,29,29,9,3,13,48,1.34,.281,https://www.mlb.com/player/650644
Phil Maton,CLE,3,3,6.46,17,0,0,0,0,1,15.1,20,14,11,1,3,5,25,1.63,.313,https://www.mlb.com/player/664208
German Marquez,COL,3,3,2.84,9,9,0,0,0,0,57.0,52,22,18,3,0,17,50,1.21,.236,https://www.mlb.com/player/608566
Antonio Senzatela,COL,3,1,2.65,6,6,1,0,0,0,37.1,37,12,11,3,1,10,19,1.26,.259,https://www.mlb.com/player/622608
