name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Zack Wheeler,PHI,--,--,13.50,--,--,--,--,--,--,6.0,9,11,9,0,2,3,5,2.00,.346,https://www.mlb.com/player/554430
Javy Guerra,SD,--,--,21.60,--,--,--,--,--,--,1.2,3,5,4,0,1,0,0,1.80,.375,https://www.mlb.com/player/642770
Wilmer Font,TOR,--,--,20.25,--,--,--,--,--,--,1.1,1,3,3,0,0,2,2,2.25,.200,https://www.mlb.com/player/521655
John Schreiber,DET,--,--,13.50,--,--,--,--,--,--,2.2,3,4,4,0,0,1,2,1.50,.273,https://www.mlb.com/player/670167
Cody Ponce,PIT,--,--,0.00,--,--,--,--,--,--,1.1,0,0,0,0,0,0,1,0.00,.000,https://www.mlb.com/player/664074
Johnny Cueto,SF,--,--,34.20,--,--,--,--,--,--,5.0,11,21,19,2,0,6,5,3.40,.423,https://www.mlb.com/player/456501
Codi Heuer,CWS,--,--,10.80,--,--,--,--,--,--,3.1,4,4,4,1,0,2,3,1.80,.286,https://www.mlb.com/player/676051
Joely Rodriguez,TEX,--,--,9.00,--,--,--,--,--,--,2.0,2,2,2,0,0,2,2,2.00,.250,https://www.mlb.com/player/570257
Tony Watson,SF,--,--,0.00,--,--,--,--,--,--,1.1,1,2,0,0,0,0,3,0.75,.200,https://www.mlb.com/player/453265
Robert Stock,BOS,--,--,18.00,--,--,--,--,--,--,2.0,5,5,4,0,0,1,4,3.00,.455,https://www.mlb.com/player/476594
Pete Fairbanks,TB,--,--,4.50,--,--,--,--,--,--,4.0,2,3,2,0,1,4,6,1.50,.143,https://www.mlb.com/player/664126
Eric Lauer,MIL,--,--,59.40,--,--,--,--,--,--,1.2,7,11,11,1,0,3,1,6.00,.583,https://www.mlb.com/player/641778
Jose Suarez,LAA,--,--,40.50,--,--,--,--,--,--,0.2,2,3,3,0,0,1,1,4.50,.500,https://www.mlb.com/player/660761
Madison Bumgarner,ARI,--,--,16.88,--,--,--,--,--,--,2.2,2,5,5,1,0,2,1,1.50,.200,https://www.mlb.com/player/518516
Brandon Brennan,SEA,--,--,18.00,--,--,--,--,--,--,1.0,2,2,2,1,0,0,3,2.00,.400,https://www.mlb.com/player/592165
Kevin Plawecki,BOS,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/608700
Tyler Zuber,KC,--,--,3.00,--,--,--,--,--,--,3.0,2,1,1,1,0,1,5,1.00,.182,https://www.mlb.com/player/676604
Mike Soroka,ATL,--,--,27.00,--,--,--,--,--,--,0.2,0,3,2,0,0,0,1,0.00,.000,https://www.mlb.com/player/647336
Anthony Banda,SF,--,--,40.50,--,--,--,--,--,--,0.2,2,3,3,0,0,0,1,3.00,.500,https://www.mlb.com/player/607455
Hunter Strickland,NYM,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,1,0.00,.000,https://www.mlb.com/player/519326
Eric Yardley,MIL,--,--,2.45,--,--,--,--,--,--,3.2,2,1,1,0,0,2,2,1.09,.154,https://www.mlb.com/player/642233
Raisel Iglesias,CIN,--,--,0.00,--,--,--,--,--,--,3.0,0,1,0,0,0,1,5,0.33,.000,https://www.mlb.com/player/628452
Justin Grimm,MIL,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/518748
Jeremy Jeffress,CHC,--,--,6.75,--,--,--,--,--,--,2.2,3,2,2,0,0,2,1,1.88,.273,https://www.mlb.com/player/502026
Trevor Rogers,MIA,--,--,9.64,--,--,--,--,--,--,4.2,3,5,5,0,0,2,5,1.07,.176,https://www.mlb.com/player/669432
Carlos Carrasco,CLE,--,--,7.11,--,--,--,--,--,--,6.1,4,5,5,0,0,3,7,1.11,.167,https://www.mlb.com/player/471911
Kyle Finnegan,WSH,--,--,4.50,--,--,--,--,--,--,4.0,4,2,2,0,0,3,2,1.75,.250,https://www.mlb.com/player/640448
Bruce Zimmermann,BAL,--,--,108.00,--,--,--,--,--,--,0.1,1,4,4,1,0,0,0,3.00,.500,https://www.mlb.com/player/669145
Richard Bleier,MIA,--,--,7.71,--,--,--,--,--,--,2.1,0,2,2,0,0,2,3,0.86,.000,https://www.mlb.com/player/542947
Caleb Smith,ARI,--,--,0.00,--,--,--,--,--,--,2.0,0,0,0,0,0,1,4,0.50,.000,https://www.mlb.com/player/592761
Jeurys Familia,NYM,--,--,16.62,--,--,--,--,--,--,4.1,4,8,8,0,0,7,5,2.54,.250,https://www.mlb.com/player/544727
Jesus Tinoco,COL,--,--,9.00,--,--,--,--,--,--,1.0,0,1,1,0,0,3,1,3.00,.000,https://www.mlb.com/player/622786
Zack Greinke,HOU,--,--,7.50,--,--,--,--,--,--,6.0,5,5,5,0,0,2,5,1.17,.217,https://www.mlb.com/player/425844
Conner Menez,SF,--,--,13.50,--,--,--,--,--,--,1.1,2,3,2,1,0,3,0,3.75,.333,https://www.mlb.com/player/669214
Anthony DeSclafani,CIN,--,--,10.80,--,--,--,--,--,--,5.0,3,6,6,1,0,3,4,1.20,.176,https://www.mlb.com/player/543101
Freddy Peralta,MIL,--,--,6.23,--,--,--,--,--,--,4.1,3,4,3,0,0,2,9,1.15,.188,https://www.mlb.com/player/642547
Andrew Chafin,CHC,--,--,5.40,--,--,--,--,--,--,1.2,0,1,1,0,0,1,2,0.60,.000,https://www.mlb.com/player/605177
Paolo Espino,WSH,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,0,0,0,1,3.00,.500,https://www.mlb.com/player/502179
