name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Corey Kluber,TEX,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,1,1,1.50,.000,https://www.mlb.com/player/446372
Seth Elledge,STL,--,--,0.00,--,--,--,--,--,--,4.1,5,0,0,0,1,3,7,1.85,.278,https://www.mlb.com/player/676220
Mike Minor,OAK,--,--,1.24,--,--,--,--,--,--,36.1,29,5,5,5,0,13,45,1.16,.210,https://www.mlb.com/player/501985
Drew Rasmussen,MIL,--,--,1.50,--,--,--,--,--,--,6.0,10,1,1,1,0,4,8,2.33,.357,https://www.mlb.com/player/656876
Miguel Del Pozo,PIT,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,2,0,-.--,1.000,https://www.mlb.com/player/600887
Andrew Suarez,SF,--,--,0.00,--,--,--,--,--,--,4.2,3,0,0,0,0,4,2,1.50,.176,https://www.mlb.com/player/605498
Ranger Suarez,PHI,--,--,0.00,--,--,--,--,--,--,0.1,3,0,0,0,0,3,0,18.00,.750,https://www.mlb.com/player/624133
Caleb Ferguson,LAD,--,--,1.74,--,--,--,--,--,--,10.1,9,2,2,2,0,3,15,1.16,.220,https://www.mlb.com/player/657571
Nik Turley,PIT,--,--,0.00,--,--,--,--,--,--,11.0,4,0,0,0,2,5,11,0.82,.108,https://www.mlb.com/player/543867
Shane Bieber,CLE,--,--,0.92,--,--,--,--,--,--,48.2,29,5,5,5,1,18,75,0.97,.163,https://www.mlb.com/player/669456
David Peterson,NYM,--,--,1.05,--,--,--,--,--,--,25.2,20,3,3,3,3,14,16,1.32,.208,https://www.mlb.com/player/656849
Kyle Cody,TEX,--,--,0.69,--,--,--,--,--,--,13.0,9,1,1,1,0,6,13,1.15,.188,https://www.mlb.com/player/621129
Seth Romero,WSH,--,--,0.00,--,--,--,--,--,--,0.2,2,0,0,0,0,1,1,4.50,.500,https://www.mlb.com/player/656913
Dakota Hudson,STL,--,--,0.74,--,--,--,--,--,--,24.1,17,2,2,2,1,8,22,1.03,.189,https://www.mlb.com/player/641712
Wilmer Font,TOR,--,--,1.13,--,--,--,--,--,--,8.0,12,1,1,1,0,2,10,1.75,.333,https://www.mlb.com/player/521655
Yoan Lopez,ARI,--,--,1.08,--,--,--,--,--,--,8.1,10,1,1,1,0,6,6,1.92,.278,https://www.mlb.com/player/661255
Tyler Anderson,SF,--,--,1.29,--,--,--,--,--,--,28.0,30,4,4,4,2,16,27,1.64,.256,https://www.mlb.com/player/542881
Travis Bergen,ARI,--,--,6.75,--,--,--,--,--,--,1.1,3,1,1,1,0,4,1,5.25,.429,https://www.mlb.com/player/664157
Freddy Peralta,MIL,--,--,0.64,--,--,--,--,--,--,14.0,9,1,1,1,2,8,22,1.21,.176,https://www.mlb.com/player/642547
Kirby Yates,SD,--,--,3.00,--,--,--,--,--,--,3.0,4,1,1,1,0,0,8,1.33,.286,https://www.mlb.com/player/489446
Aaron Loup,TB,--,--,0.59,--,--,--,--,--,--,15.1,11,1,1,1,1,1,15,0.78,.193,https://www.mlb.com/player/571901
Logan Forsythe,MIA,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,0,0,-.--,1.000,https://www.mlb.com/player/523253
Erik Kratz,NYY,--,--,13.50,--,--,--,--,--,--,1.1,2,2,2,2,1,0,0,1.50,.333,https://www.mlb.com/player/456124
Blake Parker,PHI,--,--,1.50,--,--,--,--,--,--,6.0,6,1,1,1,0,1,10,1.17,.250,https://www.mlb.com/player/453284
Anthony Bemboom,LAA,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,1,0,3.00,.000,https://www.mlb.com/player/621532
Homer Bailey,MIN,--,--,0.00,--,--,--,--,--,--,6.0,3,0,0,0,1,2,6,0.83,.143,https://www.mlb.com/player/456701
Archie Bradley,CIN,--,--,1.23,--,--,--,--,--,--,7.1,7,1,1,1,0,3,7,1.36,.233,https://www.mlb.com/player/605151
Jonathan Loaisiga,NYY,--,--,1.54,--,--,--,--,--,--,11.2,11,2,2,2,4,2,17,1.11,.234,https://www.mlb.com/player/642528
Jose Berrios,MIN,--,--,0.52,--,--,--,--,--,--,34.2,34,2,2,2,1,16,34,1.44,.245,https://www.mlb.com/player/621244
Caleb Smith,ARI,--,--,2.35,--,--,--,--,--,--,7.2,5,2,2,2,0,6,6,1.43,.172,https://www.mlb.com/player/592761
Phil Maton,CLE,--,--,0.00,--,--,--,--,--,--,10.0,9,0,0,0,2,4,14,1.30,.231,https://www.mlb.com/player/664208
Hoby Milner,LAA,--,--,1.13,--,--,--,--,--,--,8.0,6,1,1,1,0,0,10,0.75,.194,https://www.mlb.com/player/571948
Matt Barnes,BOS,--,--,3.00,--,--,--,--,--,--,9.0,10,3,3,3,1,8,12,2.00,.256,https://www.mlb.com/player/598264
Danny Coulombe,MIN,--,--,0.00,--,--,--,--,--,--,0.1,1,0,0,0,0,1,1,6.00,.500,https://www.mlb.com/player/543056
Blake Taylor,HOU,--,--,1.00,--,--,--,--,--,--,9.0,9,1,1,1,0,4,5,1.44,.243,https://www.mlb.com/player/642130
Deolis Guerra,PHI,--,--,0.00,--,--,--,--,--,--,5.2,3,0,0,0,1,2,7,0.88,.150,https://www.mlb.com/player/500610
