name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Seth Elledge,STL,--,--,4.50,--,--,--,--,--,--,2.0,1,1,1,0,0,0,0,0.50,.250,https://www.mlb.com/player/676220
Mike Minor,OAK,--,--,4.66,--,--,--,--,--,--,9.2,10,5,5,2,0,4,10,1.45,.278,https://www.mlb.com/player/501985
Miguel Del Pozo,PIT,--,--,0.00,--,--,--,--,--,--,1.0,1,0,0,0,0,0,0,1.00,.250,https://www.mlb.com/player/600887
Corey Kluber,TEX,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/446372
Andrew Suarez,SF,--,--,3.86,--,--,--,--,--,--,2.1,3,1,1,0,0,0,2,1.29,.300,https://www.mlb.com/player/605498
Ranger Suarez,PHI,--,--,9.00,--,--,--,--,--,--,1.0,4,1,1,0,0,1,1,5.00,.571,https://www.mlb.com/player/624133
David Peterson,NYM,--,--,3.09,--,--,--,--,--,--,11.2,9,4,4,2,0,2,10,0.94,.220,https://www.mlb.com/player/656849
Nik Turley,PIT,--,--,0.00,--,--,--,--,--,--,4.0,3,0,0,0,0,0,3,0.75,.214,https://www.mlb.com/player/543867
Shane Bieber,CLE,--,--,0.50,--,--,--,--,--,--,18.0,11,1,1,0,0,1,29,0.67,.180,https://www.mlb.com/player/669456
Caleb Ferguson,LAD,--,--,4.50,--,--,--,--,--,--,4.0,4,2,2,1,0,0,5,1.00,.267,https://www.mlb.com/player/657571
Dakota Hudson,STL,--,--,4.15,--,--,--,--,--,--,8.2,4,4,4,2,0,3,7,0.81,.154,https://www.mlb.com/player/641712
Kyle Cody,TEX,--,--,2.25,--,--,--,--,--,--,4.0,3,1,1,0,0,3,3,1.50,.214,https://www.mlb.com/player/621129
Seth Romero,WSH,--,--,0.00,--,--,--,--,--,--,1.0,1,0,0,0,0,1,1,2.00,.250,https://www.mlb.com/player/656913
Wilmer Font,TOR,--,--,5.40,--,--,--,--,--,--,3.1,7,2,2,0,0,3,1,3.00,.438,https://www.mlb.com/player/521655
Yoan Lopez,ARI,--,--,7.94,--,--,--,--,--,--,5.2,4,5,5,2,0,0,4,0.71,.235,https://www.mlb.com/player/661255
Tyler Anderson,SF,--,--,0.53,--,--,--,--,--,--,17.0,8,1,1,0,1,3,10,0.65,.157,https://www.mlb.com/player/542881
Freddy Peralta,MIL,--,--,6.75,--,--,--,--,--,--,5.1,5,4,4,1,1,1,6,1.13,.238,https://www.mlb.com/player/642547
Travis Bergen,ARI,--,--,0.00,--,--,--,--,--,--,4.2,0,0,0,0,0,2,8,0.43,.000,https://www.mlb.com/player/664157
Logan Forsythe,MIA,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/523253
Kirby Yates,SD,--,--,0.00,--,--,--,--,--,--,0.1,1,0,0,0,0,1,0,6.00,.500,https://www.mlb.com/player/489446
Aaron Loup,TB,--,--,0.00,--,--,--,--,--,--,4.1,0,0,0,0,2,2,4,0.46,.000,https://www.mlb.com/player/571901
Erik Kratz,NYY,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/456124
Anthony Bemboom,LAA,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/621532
Archie Bradley,CIN,--,--,0.00,--,--,--,--,--,--,4.2,4,0,0,0,0,0,5,0.86,.235,https://www.mlb.com/player/605151
Homer Bailey,MIN,--,--,10.80,--,--,--,--,--,--,1.2,2,2,2,1,0,0,0,1.20,.333,https://www.mlb.com/player/456701
Jose Berrios,MIN,--,--,3.77,--,--,--,--,--,--,14.1,15,6,6,3,0,2,15,1.19,.273,https://www.mlb.com/player/621244
Jonathan Loaisiga,NYY,--,--,6.75,--,--,--,--,--,--,2.2,3,2,2,1,0,2,0,1.88,.300,https://www.mlb.com/player/642528
Caleb Smith,ARI,--,--,9.00,--,--,--,--,--,--,2.0,1,2,2,1,0,4,2,2.50,.167,https://www.mlb.com/player/592761
Hoby Milner,LAA,--,--,9.00,--,--,--,--,--,--,2.0,1,2,2,1,0,2,2,1.50,.167,https://www.mlb.com/player/571948
Deolis Guerra,PHI,--,--,18.00,--,--,--,--,--,--,1.0,3,2,2,1,1,0,0,3.00,.500,https://www.mlb.com/player/500610
Phil Maton,CLE,--,--,1.17,--,--,--,--,--,--,7.2,4,2,1,0,2,0,12,0.52,.160,https://www.mlb.com/player/664208
Blake Taylor,HOU,--,--,0.00,--,--,--,--,--,--,5.1,0,1,0,0,0,3,4,0.56,.000,https://www.mlb.com/player/642130
Matt Barnes,BOS,--,--,2.57,--,--,--,--,--,--,7.0,3,2,2,1,0,3,8,0.86,.143,https://www.mlb.com/player/598264
Danny Coulombe,MIN,--,--,0.00,--,--,--,--,--,--,1.1,0,0,0,0,0,1,1,0.75,.000,https://www.mlb.com/player/543056
Carlos Sanabria,HOU,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,1,0,-.--,.000,https://www.mlb.com/player/656004
Kyle Funkhouser,DET,--,--,0.00,--,--,--,--,--,--,4.1,4,0,0,0,0,1,2,1.15,.250,https://www.mlb.com/player/608335
Spencer Howard,PHI,--,--,8.31,--,--,--,--,--,--,4.1,8,4,4,2,0,4,5,2.77,.400,https://www.mlb.com/player/675921
James Karinchak,CLE,--,--,0.00,--,--,--,--,--,--,6.2,4,0,0,0,0,2,13,0.90,.190,https://www.mlb.com/player/675916
