name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Ian Hamilton,SEA,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,1,1,1.50,.000,https://www.mlb.com/player/641656
Wil Crowe,WSH,--,--,3.86,--,--,--,--,--,--,2.1,1,2,1,1,0,1,3,0.86,.125,https://www.mlb.com/player/640444
Paul Blackburn,OAK,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,1,0,-.--,.000,https://www.mlb.com/player/621112
Anthony Castro,DET,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,1,0,-.--,.000,https://www.mlb.com/player/621593
Edwin Diaz,NYM,--,--,8.10,--,--,--,--,--,--,3.1,4,3,3,2,2,6,10,3.00,.286,https://www.mlb.com/player/621242
Josh Hader,MIL,--,--,3.60,--,--,--,--,--,--,5.0,2,2,2,2,1,4,11,1.20,.118,https://www.mlb.com/player/623352
Jared Hughes,NYM,--,--,0.00,--,--,--,--,--,--,2.2,1,1,0,0,1,7,8,3.00,.111,https://www.mlb.com/player/453172
Tyler Glasnow,TB,--,--,2.08,--,--,--,--,--,--,8.2,4,2,2,2,0,12,16,1.85,.138,https://www.mlb.com/player/607192
Josh James,HOU,--,--,27.00,--,--,--,--,--,--,0.2,0,2,2,0,0,8,2,12.00,.000,https://www.mlb.com/player/657624
Brandon Woodruff,MIL,--,--,1.17,--,--,--,--,--,--,7.2,1,1,1,0,0,12,13,1.70,.042,https://www.mlb.com/player/605540
Josh Staumont,KC,--,--,0.00,--,--,--,--,--,--,2.1,1,0,0,0,0,9,4,4.29,.125,https://www.mlb.com/player/622251
Antonio Santos,COL,--,--,81.00,--,--,--,--,--,--,0.1,3,3,3,0,0,1,0,12.00,.750,https://www.mlb.com/player/665733
Chad Sobotka,ATL,--,--,40.50,--,--,--,--,--,--,0.2,2,3,3,0,0,0,0,3.00,.500,https://www.mlb.com/player/656977
Steven Brault,PIT,--,--,2.70,--,--,--,--,--,--,6.2,4,2,2,1,0,5,11,1.35,.174,https://www.mlb.com/player/643230
Glenn Sparkman,KC,--,--,54.00,--,--,--,--,--,--,0.1,1,2,2,0,0,1,0,6.00,.500,https://www.mlb.com/player/642098
Anthony DeSclafani,CIN,--,--,9.00,--,--,--,--,--,--,5.0,3,5,5,1,0,8,8,2.20,.167,https://www.mlb.com/player/543101
Conner Menez,SF,--,--,0.00,--,--,--,--,--,--,1.2,1,0,0,0,0,2,2,1.80,.167,https://www.mlb.com/player/669214
Jonathan Stiever,CWS,--,--,0.00,--,--,--,--,--,--,1.1,0,0,0,0,0,2,0,1.50,.000,https://www.mlb.com/player/680692
Tucker Davidson,ATL,--,--,54.00,--,--,--,--,--,--,0.1,1,2,2,1,0,2,1,9.00,.500,https://www.mlb.com/player/656353
Jake Woodford,STL,--,--,2.45,--,--,--,--,--,--,3.2,2,1,1,0,0,1,4,0.82,.154,https://www.mlb.com/player/663765
Joe Palumbo,TEX,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,2,0,-.--,1.000,https://www.mlb.com/player/643478
Rony Garcia,DET,--,--,0.00,--,--,--,--,--,--,3.2,2,0,0,0,0,5,4,1.91,.154,https://www.mlb.com/player/665621
Adonis Medina,PHI,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,2,0,6.00,.000,https://www.mlb.com/player/658431
Joel Payamps,ARI,--,--,27.00,--,--,--,--,--,--,0.1,2,2,1,0,0,1,1,9.00,.667,https://www.mlb.com/player/606303
Tommy Hunter,PHI,--,--,4.91,--,--,--,--,--,--,3.2,3,2,2,1,0,5,5,2.18,.214,https://www.mlb.com/player/488984
Erick Fedde,WSH,--,--,1.42,--,--,--,--,--,--,6.1,3,1,1,0,0,13,9,2.53,.136,https://www.mlb.com/player/607200
Seth Frankoff,SEA,--,--,0.00,--,--,--,--,--,--,0.1,1,0,0,0,0,2,0,9.00,.500,https://www.mlb.com/player/571676
Spencer Turnbull,DET,--,--,3.52,--,--,--,--,--,--,7.2,5,3,3,0,0,15,6,2.61,.179,https://www.mlb.com/player/605513
Taylor Widener,ARI,--,--,4.50,--,--,--,--,--,--,2.0,2,1,1,0,0,9,2,5.50,.250,https://www.mlb.com/player/642203
Andrew Chafin,CHC,--,--,0.00,--,--,--,--,--,--,0.2,1,0,0,0,0,2,2,4.50,.333,https://www.mlb.com/player/605177
Anthony Misiewicz,SEA,--,--,2.25,--,--,--,--,--,--,4.0,4,1,1,0,0,3,8,1.75,.250,https://www.mlb.com/player/664948
Emilio Pagan,SD,--,--,0.00,--,--,--,--,--,--,3.2,3,0,0,0,0,5,5,2.18,.214,https://www.mlb.com/player/641941
Dane Dunning,CWS,--,--,0.00,--,--,--,--,--,--,3.2,4,0,0,0,0,9,6,3.55,.267,https://www.mlb.com/player/641540
Cristian Javier,HOU,--,--,5.40,--,--,--,--,--,--,6.2,5,4,4,1,0,15,11,3.00,.208,https://www.mlb.com/player/664299
Chad Kuhl,PIT,--,--,4.76,--,--,--,--,--,--,5.2,4,3,3,0,0,9,9,2.29,.200,https://www.mlb.com/player/641771
James Bourque,WSH,--,--,-.--,--,--,--,--,--,--,0.0,1,3,3,1,0,1,0,-.--,1.000,https://www.mlb.com/player/630263
Danny Duffy,KC,--,--,7.11,--,--,--,--,--,--,6.1,1,7,5,1,0,10,9,1.74,.050,https://www.mlb.com/player/518633
Patrick Sandoval,LAA,--,--,10.13,--,--,--,--,--,--,2.2,2,3,3,1,0,6,4,3.00,.182,https://www.mlb.com/player/663776
Michael Lorenzen,CIN,--,--,3.68,--,--,--,--,--,--,7.1,3,3,3,2,0,8,10,1.50,.120,https://www.mlb.com/player/547179
Taylor Hearn,TEX,--,--,4.50,--,--,--,--,--,--,2.0,2,2,1,0,0,8,1,5.00,.286,https://www.mlb.com/player/621368
Wander Suero,WSH,--,--,0.00,--,--,--,--,--,--,2.0,1,0,0,0,0,3,6,2.00,.143,https://www.mlb.com/player/593833
Jimmy Cordero,CWS,--,--,13.50,--,--,--,--,--,--,2.0,1,3,3,0,0,3,5,2.00,.143,https://www.mlb.com/player/622772
Chad Green,NYY,--,--,13.50,--,--,--,--,--,--,2.0,1,3,3,1,0,5,2,3.00,.125,https://www.mlb.com/player/643338
Luis Garcia,HOU,--,--,3.00,--,--,--,--,--,--,3.0,1,1,1,0,0,4,5,1.67,.100,https://www.mlb.com/player/677651
Trevor May,MIN,--,--,0.00,--,--,--,--,--,--,3.2,2,0,0,0,0,5,11,1.91,.143,https://www.mlb.com/player/543507
Chris Stratton,PIT,--,--,2.45,--,--,--,--,--,--,3.2,2,1,1,0,0,9,7,3.00,.154,https://www.mlb.com/player/608717
Jesus Luzardo,OAK,--,--,4.91,--,--,--,--,--,--,7.1,4,4,4,0,0,8,8,1.64,.167,https://www.mlb.com/player/666200
