name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Shane Bieber,CLE,5,1,1.79,8,8,0,0,0,0,55.1,31,11,11,7,0,13,78,0.80,.160,https://www.mlb.com/player/669456
Clayton Kershaw,LAD,5,1,1.84,7,7,0,0,0,0,44.0,25,10,9,3,0,5,45,0.68,.163,https://www.mlb.com/player/477132
Matt Foster,CWS,4,1,2.03,11,0,0,0,0,0,13.1,8,4,3,0,0,2,17,0.75,.170,https://www.mlb.com/player/641582
Trevor Bauer,CIN,4,2,1.35,6,6,2,2,0,0,40.0,22,9,6,3,3,10,53,0.80,.157,https://www.mlb.com/player/545333
Mike Fiers,OAK,4,2,3.72,7,7,0,0,0,0,38.2,39,17,16,6,1,9,28,1.24,.257,https://www.mlb.com/player/571666
Zach Davies,SD,4,2,2.39,7,7,0,0,0,0,37.2,28,15,10,3,0,11,32,1.04,.206,https://www.mlb.com/player/605200
Max Fried,ATL,3,0,1.71,5,5,0,0,0,0,26.1,18,5,5,0,3,10,26,1.06,.194,https://www.mlb.com/player/608331
Martin Perez,BOS,3,1,3.52,6,6,0,0,0,0,30.2,23,13,12,4,2,19,24,1.37,.207,https://www.mlb.com/player/527048
Yu Darvish,CHC,3,0,0.45,3,3,0,0,0,0,20.0,15,1,1,0,0,4,17,0.95,.208,https://www.mlb.com/player/506433
Alec Mills,CHC,3,2,4.54,6,6,1,1,0,0,33.2,28,17,17,9,0,9,21,1.10,.224,https://www.mlb.com/player/621219
Jon Lester,CHC,3,1,3.41,7,7,0,0,0,0,37.0,32,14,14,1,2,13,25,1.22,.224,https://www.mlb.com/player/452657
Dylan Cease,CWS,3,3,4.59,7,7,0,0,0,0,33.1,32,21,17,7,3,13,23,1.35,.246,https://www.mlb.com/player/656302
Dallas Keuchel,CWS,3,1,1.60,7,7,0,0,0,0,39.1,36,8,7,2,0,11,25,1.19,.238,https://www.mlb.com/player/572971
Zach Plesac,CLE,3,2,2.41,5,5,0,0,0,0,33.2,24,9,9,6,1,4,35,0.83,.197,https://www.mlb.com/player/668676
German Marquez,COL,3,2,2.06,7,7,0,0,0,0,43.2,33,16,10,4,0,13,38,1.05,.201,https://www.mlb.com/player/608566
Dylan Bundy,LAA,3,0,1.88,4,4,1,0,0,0,28.2,18,8,6,1,2,2,35,0.70,.171,https://www.mlb.com/player/605164
Pablo Lopez,MIA,3,3,4.91,6,6,0,0,0,0,25.2,24,18,14,2,1,14,28,1.48,.240,https://www.mlb.com/player/641154
Randy Dobnak,MIN,3,4,5.46,7,7,0,0,0,0,31.1,40,19,19,1,4,9,16,1.56,.315,https://www.mlb.com/player/677976
Kenta Maeda,MIN,3,1,3.48,6,6,0,0,0,0,33.2,28,13,13,7,0,4,38,0.95,.219,https://www.mlb.com/player/628317
David Peterson,NYM,3,2,3.13,6,5,0,0,0,0,31.2,25,11,11,2,1,11,21,1.14,.219,https://www.mlb.com/player/656849
Gerrit Cole,NYY,3,2,3.67,6,6,1,0,0,0,34.1,25,18,14,8,1,8,48,0.96,.197,https://www.mlb.com/player/543037
Chris Bassitt,OAK,3,1,4.56,5,5,0,0,0,0,25.2,27,13,13,6,2,8,24,1.36,.270,https://www.mlb.com/player/605135
Craig Stammen,SD,3,1,7.20,9,0,0,0,0,1,10.0,13,8,8,2,1,4,7,1.70,.310,https://www.mlb.com/player/489334
