name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Anthony Kay,TOR,--,--,2.84,--,--,--,--,--,--,6.1,3,2,2,0,0,0,8,0.47,.136,https://www.mlb.com/player/641743
Anthony Banda,SF,--,--,7.71,--,--,--,--,--,--,2.1,3,2,2,0,1,0,1,1.29,.300,https://www.mlb.com/player/607455
Kyle Nelson,CLE,--,--,54.00,--,--,--,--,--,--,0.2,2,4,4,1,0,0,0,3.00,.500,https://www.mlb.com/player/669459
Hunter Harvey,BAL,--,--,0.00,--,--,--,--,--,--,2.2,2,0,0,0,1,0,3,0.75,.167,https://www.mlb.com/player/640451
Alec Mills,CHC,--,--,2.28,--,--,--,--,--,--,23.2,15,6,6,2,0,0,27,0.63,.183,https://www.mlb.com/player/621219
Jaime Barria,LAA,--,--,6.92,--,--,--,--,--,--,13.0,15,10,10,2,0,0,11,1.15,.283,https://www.mlb.com/player/642545
Deivi Garcia,NYY,--,--,3.55,--,--,--,--,--,--,12.2,8,6,5,1,0,0,20,0.63,.174,https://www.mlb.com/player/665620
Shaun Anderson,SF,--,--,3.86,--,--,--,--,--,--,7.0,3,3,3,2,0,0,12,0.43,.125,https://www.mlb.com/player/641312
Ronald Bolanos,KC,--,--,0.00,--,--,--,--,--,--,1.1,1,1,0,0,1,0,2,0.75,.250,https://www.mlb.com/player/671790
Matt Davidson,CIN,--,--,0.00,--,--,--,--,--,--,1.2,0,0,0,0,0,0,1,0.00,.000,https://www.mlb.com/player/571602
Matt Magill,SEA,--,--,3.00,--,--,--,--,--,--,3.0,4,1,1,1,0,0,4,1.33,.308,https://www.mlb.com/player/543483
Nick Nelson,NYY,--,--,3.12,--,--,--,--,--,--,8.2,5,4,3,0,0,0,10,0.58,.161,https://www.mlb.com/player/656793
Ryan Borucki,TOR,--,--,1.35,--,--,--,--,--,--,6.2,3,1,1,0,0,0,10,0.45,.130,https://www.mlb.com/player/621366
Miguel Castro,NYM,--,--,2.79,--,--,--,--,--,--,9.2,7,3,3,2,0,0,21,0.72,.194,https://www.mlb.com/player/612434
Stephen Strasburg,WSH,--,--,16.20,--,--,--,--,--,--,1.2,4,3,3,0,0,0,1,2.40,.500,https://www.mlb.com/player/544931
Amir Garrett,CIN,--,--,4.26,--,--,--,--,--,--,6.1,4,3,3,2,0,0,14,0.63,.174,https://www.mlb.com/player/607237
Josh Sborz,LAD,--,--,4.50,--,--,--,--,--,--,2.0,2,1,1,1,0,0,2,1.00,.250,https://www.mlb.com/player/622250
Dovydas Neverauskas,PIT,--,--,7.94,--,--,--,--,--,--,5.2,8,6,5,1,0,0,12,1.41,.333,https://www.mlb.com/player/596720
Colin Rea,CHC,--,--,4.76,--,--,--,--,--,--,5.2,4,3,3,0,0,0,4,0.71,.190,https://www.mlb.com/player/607067
Shawn Armstrong,BAL,--,--,0.00,--,--,--,--,--,--,5.0,1,1,0,0,0,0,5,0.20,.059,https://www.mlb.com/player/542888
Dominic Leone,CLE,--,--,0.00,--,--,--,--,--,--,4.1,1,0,0,0,0,0,9,0.23,.071,https://www.mlb.com/player/608678
Dinelson Lamet,SD,--,--,1.52,--,--,--,--,--,--,29.2,14,5,5,1,2,0,58,0.47,.139,https://www.mlb.com/player/659275
Luke Jackson,ATL,--,--,2.25,--,--,--,--,--,--,8.0,9,2,2,0,1,0,9,1.13,.273,https://www.mlb.com/player/592426
Vince Velasquez,PHI,--,--,2.35,--,--,--,--,--,--,15.1,10,4,4,1,0,0,26,0.65,.185,https://www.mlb.com/player/592826
Chris Bassitt,OAK,--,--,0.40,--,--,--,--,--,--,22.1,11,1,1,0,0,0,28,0.49,.143,https://www.mlb.com/player/605135
Will Harris,WSH,--,--,0.00,--,--,--,--,--,--,8.0,5,2,0,0,0,0,14,0.63,.172,https://www.mlb.com/player/501789
Kyle Ryan,CHC,--,--,6.35,--,--,--,--,--,--,5.2,4,4,4,2,0,0,6,0.71,.200,https://www.mlb.com/player/594986
Rico Garcia,SF,--,--,0.00,--,--,--,--,--,--,2.1,3,0,0,0,0,0,4,1.29,.300,https://www.mlb.com/player/670329
Jordan Lyles,TEX,--,--,4.50,--,--,--,--,--,--,20.0,18,10,10,2,1,0,22,0.90,.240,https://www.mlb.com/player/543475
Taylor Rogers,MIN,--,--,2.45,--,--,--,--,--,--,11.0,10,6,3,0,1,0,15,0.91,.238,https://www.mlb.com/player/573124
