name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Taylor Clarke,ARI,--,--,9.26,--,--,--,--,--,--,11.2,19,12,12,3,0,5,11,2.06,.358,https://www.mlb.com/player/664199
Joely Rodriguez,TEX,--,--,4.15,--,--,--,--,--,--,4.1,4,2,2,0,0,2,7,1.38,.235,https://www.mlb.com/player/570257
Brady Lail,SEA,--,--,15.43,--,--,--,--,--,--,2.1,5,4,4,2,0,0,1,2.14,.417,https://www.mlb.com/player/621078
James Norwood,CHC,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,0,0,1,0,6.00,.500,https://www.mlb.com/player/656803
Rony Garcia,DET,--,--,0.00,--,--,--,--,--,--,2.1,2,0,0,0,0,2,1,1.71,.222,https://www.mlb.com/player/665621
Kyle Freeland,COL,--,--,6.62,--,--,--,--,--,--,17.2,25,13,13,3,3,5,10,1.70,.338,https://www.mlb.com/player/607536
Victor Gonzalez,LAD,--,--,2.31,--,--,--,--,--,--,11.2,10,3,3,0,3,0,14,0.86,.227,https://www.mlb.com/player/624647
Dellin Betances,NYM,--,--,8.10,--,--,--,--,--,--,6.2,7,6,6,0,2,5,5,1.80,.269,https://www.mlb.com/player/476454
Ryan Weber,BOS,--,--,5.59,--,--,--,--,--,--,9.2,16,6,6,1,2,3,6,1.97,.356,https://www.mlb.com/player/543901
Antonio Senzatela,COL,--,--,4.88,--,--,--,--,--,--,24.0,26,13,13,3,1,7,10,1.38,.280,https://www.mlb.com/player/622608
Tim Hill,SD,--,--,6.14,--,--,--,--,--,--,7.1,5,5,5,2,0,4,10,1.23,.185,https://www.mlb.com/player/657612
Jose Mujica,COL,--,--,-.--,--,--,--,--,--,--,0.0,1,1,1,1,0,0,0,-.--,1.000,https://www.mlb.com/player/620445
Jordan Montgomery,NYY,--,--,3.79,--,--,--,--,--,--,19.0,20,10,8,1,2,4,16,1.26,.256,https://www.mlb.com/player/656756
Matt Strahm,SD,--,--,1.00,--,--,--,--,--,--,9.0,5,1,1,1,2,2,7,0.78,.161,https://www.mlb.com/player/621381
Brett Martin,TEX,--,--,2.70,--,--,--,--,--,--,3.1,1,1,1,1,0,3,2,1.20,.091,https://www.mlb.com/player/656685
Chris Martin,ATL,--,--,0.00,--,--,--,--,--,--,11.0,4,0,0,0,1,2,11,0.55,.108,https://www.mlb.com/player/455119
Gabe Speier,KC,--,--,0.00,--,--,--,--,--,--,1.2,1,0,0,0,0,2,1,1.80,.167,https://www.mlb.com/player/642100
Jake Arrieta,PHI,--,--,5.68,--,--,--,--,--,--,19.0,22,12,12,3,1,8,12,1.58,.301,https://www.mlb.com/player/453562
Dane Dunning,CWS,--,--,5.21,--,--,--,--,--,--,19.0,16,12,11,3,2,8,19,1.26,.219,https://www.mlb.com/player/641540
Tony Gonsolin,LAD,--,--,3.65,--,--,--,--,--,--,12.1,11,5,5,0,0,4,11,1.22,.239,https://www.mlb.com/player/664062
Matt Magill,SEA,--,--,12.00,--,--,--,--,--,--,3.0,5,4,4,2,0,2,1,2.33,.357,https://www.mlb.com/player/543483
Adrian Morejon,SD,--,--,2.79,--,--,--,--,--,--,9.2,9,3,3,2,0,2,11,1.14,.257,https://www.mlb.com/player/670970
Josh Hader,MIL,--,--,3.14,--,--,--,--,--,--,14.1,5,5,5,2,2,8,24,0.91,.104,https://www.mlb.com/player/623352
Zack Wheeler,PHI,--,--,3.67,--,--,--,--,--,--,41.2,43,18,17,2,4,8,33,1.22,.272,https://www.mlb.com/player/554430
Adam Kolarek,LAD,--,--,0.96,--,--,--,--,--,--,9.1,6,1,1,1,0,1,8,0.75,.171,https://www.mlb.com/player/592473
Travis Lakins Sr.,BAL,--,--,1.42,--,--,--,--,--,--,6.1,4,1,1,1,0,0,9,0.63,.167,https://www.mlb.com/player/664042
Alec Mills,CHC,--,--,5.01,--,--,--,--,--,--,23.1,17,13,13,5,1,7,14,1.03,.202,https://www.mlb.com/player/621219
Tyler Anderson,SF,--,--,2.70,--,--,--,--,--,--,20.0,19,9,6,1,3,5,14,1.20,.241,https://www.mlb.com/player/542881
Tony Watson,SF,--,--,1.06,--,--,--,--,--,--,17.0,10,5,2,1,1,3,14,0.76,.159,https://www.mlb.com/player/453265
Josh A. Smith,MIA,--,--,1.04,--,--,--,--,--,--,8.2,8,1,1,0,0,3,5,1.27,.250,https://www.mlb.com/player/595001
Foster Griffin,KC,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/656492
Jakob Junis,KC,--,--,5.79,--,--,--,--,--,--,4.2,7,3,3,0,1,2,6,1.93,.368,https://www.mlb.com/player/596001
