name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Luis Avilan,NYY,--,--,8.10,--,--,--,--,--,--,3.1,6,3,3,1,0,4,5,3.00,.375,https://www.mlb.com/player/501593
Michael King,NYY,--,--,11.74,--,--,--,--,--,--,7.2,9,10,10,2,1,6,6,1.96,.281,https://www.mlb.com/player/650633
Santiago Espinal,TOR,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/669289
Giovanny Gallegos,STL,--,--,0.00,--,--,--,--,--,--,5.1,0,0,0,0,0,0,11,0.00,.000,https://www.mlb.com/player/606149
Dallas Keuchel,CWS,--,--,4.58,--,--,--,--,--,--,19.2,20,10,10,0,0,8,14,1.42,.250,https://www.mlb.com/player/572971
Drew Butera,COL,--,--,13.50,--,--,--,--,--,--,0.2,1,1,1,0,0,0,0,1.50,.333,https://www.mlb.com/player/460077
Greg Holland,KC,--,--,2.89,--,--,--,--,--,--,9.1,8,5,3,0,1,4,11,1.29,.222,https://www.mlb.com/player/518813
Kyle Gibson,TEX,--,--,8.57,--,--,--,--,--,--,21.0,27,23,20,6,2,12,18,1.86,.293,https://www.mlb.com/player/502043
Grant Dayton,ATL,--,--,2.89,--,--,--,--,--,--,9.1,6,5,3,1,0,2,10,0.86,.171,https://www.mlb.com/player/594795
Tejay Antone,CIN,--,--,3.97,--,--,--,--,--,--,11.1,8,5,5,2,2,5,14,1.15,.195,https://www.mlb.com/player/622088
Jonathan Holder,NYY,--,--,3.86,--,--,--,--,--,--,7.0,9,4,3,2,0,2,5,1.57,.290,https://www.mlb.com/player/656547
Bruce Zimmermann,BAL,--,--,22.50,--,--,--,--,--,--,2.0,3,5,5,1,0,0,2,1.50,.333,https://www.mlb.com/player/669145
Zack Littell,MIN,--,--,20.25,--,--,--,--,--,--,1.1,3,3,3,2,0,1,1,3.00,.429,https://www.mlb.com/player/641793
Humberto Castellanos,HOU,--,--,12.27,--,--,--,--,--,--,3.2,5,5,5,1,0,2,5,1.91,.313,https://www.mlb.com/player/528748
Lucas Giolito,CWS,--,--,4.22,--,--,--,--,--,--,21.1,12,11,10,1,0,6,28,0.84,.156,https://www.mlb.com/player/608337
Blake Treinen,LAD,--,--,4.82,--,--,--,--,--,--,9.1,5,9,5,1,0,4,9,0.96,.161,https://www.mlb.com/player/595014
Evan Marshall,CWS,--,--,4.15,--,--,--,--,--,--,8.2,12,4,4,1,0,3,9,1.73,.316,https://www.mlb.com/player/605359
Gabe Speier,KC,--,--,9.00,--,--,--,--,--,--,2.0,4,2,2,0,0,3,2,3.50,.400,https://www.mlb.com/player/642100
Hector Rondon,ARI,--,--,9.45,--,--,--,--,--,--,6.2,7,8,7,3,0,5,6,1.80,.259,https://www.mlb.com/player/444468
David Hess,BAL,--,--,22.50,--,--,--,--,--,--,2.0,7,5,5,1,0,1,0,4.00,.538,https://www.mlb.com/player/605276
Zack Greinke,HOU,--,--,3.98,--,--,--,--,--,--,20.1,18,9,9,1,0,3,22,1.03,.228,https://www.mlb.com/player/425844
Mitch White,LAD,--,--,0.00,--,--,--,--,--,--,1.0,0,0,0,0,0,1,1,1.00,.000,https://www.mlb.com/player/669952
Shun Yamaguchi,TOR,--,--,7.71,--,--,--,--,--,--,9.1,9,9,8,3,0,4,11,1.39,.250,https://www.mlb.com/player/685493
Dereck Rodriguez,DET,--,--,33.75,--,--,--,--,--,--,1.1,6,5,5,2,0,1,1,5.25,.600,https://www.mlb.com/player/605446
Justin Dunn,SEA,--,--,6.43,--,--,--,--,--,--,14.0,12,10,10,5,0,10,12,1.57,.222,https://www.mlb.com/player/643290
Ian Gibaut,TEX,--,--,8.31,--,--,--,--,--,--,4.1,3,5,4,0,1,3,5,1.38,.188,https://www.mlb.com/player/664139
Hansel Robles,LAA,--,--,15.43,--,--,--,--,--,--,4.2,8,8,8,1,0,4,3,2.57,.364,https://www.mlb.com/player/570663
Reggie McClain,PHI,--,--,5.40,--,--,--,--,--,--,1.2,1,3,1,0,0,1,1,1.20,.143,https://www.mlb.com/player/596035
Lewis Thorpe,MIN,--,--,1.93,--,--,--,--,--,--,4.2,6,1,1,0,0,4,4,2.14,.300,https://www.mlb.com/player/626929
