name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Vince Velasquez,PHI,--,--,4.32,--,--,--,--,--,--,8.1,12,4,4,2,0,17,5,3.48,.343,https://www.mlb.com/player/592826
Chris Bassitt,OAK,--,--,4.11,--,--,--,--,--,--,15.1,21,9,7,2,0,17,7,2.48,.304,https://www.mlb.com/player/605135
Garrett Crochet,CWS,--,--,0.00,--,--,--,--,--,--,1.2,2,0,0,0,0,0,2,1.20,.286,https://www.mlb.com/player/676979
Kyle Ryan,CHC,--,--,2.08,--,--,--,--,--,--,4.1,4,1,1,1,0,6,3,2.31,.250,https://www.mlb.com/player/594986
Taylor Rogers,MIN,--,--,8.10,--,--,--,--,--,--,3.1,7,3,3,2,0,4,6,3.30,.389,https://www.mlb.com/player/573124
Kenley Jansen,LAD,--,--,4.50,--,--,--,--,--,--,4.0,8,4,2,2,0,9,4,4.25,.400,https://www.mlb.com/player/445276
Devin Williams,MIL,--,--,0.00,--,--,--,--,--,--,6.0,3,3,0,0,0,9,10,2.00,.136,https://www.mlb.com/player/642207
Ryan Borucki,TOR,--,--,0.00,--,--,--,--,--,--,3.2,3,0,0,0,0,12,6,4.09,.214,https://www.mlb.com/player/621366
James Hoyt,MIA,--,--,3.38,--,--,--,--,--,--,2.2,4,1,1,1,0,8,1,4.50,.333,https://www.mlb.com/player/624586
Kenta Maeda,MIN,--,--,5.40,--,--,--,--,--,--,13.1,13,8,8,5,0,10,11,1.73,.250,https://www.mlb.com/player/628317
Tyler Thornburg,CIN,--,--,6.75,--,--,--,--,--,--,1.1,3,1,1,0,0,5,1,6.00,.429,https://www.mlb.com/player/592804
Cody Ponce,PIT,--,--,3.60,--,--,--,--,--,--,5.0,6,3,2,2,0,6,2,2.40,.316,https://www.mlb.com/player/664074
Tyler Alexander,DET,--,--,7.84,--,--,--,--,--,--,10.1,13,9,9,4,1,9,6,2.13,.317,https://www.mlb.com/player/641302
Jesse Biddle,CIN,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,1,0,-.--,.000,https://www.mlb.com/player/592145
Sam Coonrod,SF,--,--,13.50,--,--,--,--,--,--,4.0,8,6,6,1,0,7,3,3.75,.421,https://www.mlb.com/player/656322
Pablo Lopez,MIA,--,--,5.40,--,--,--,--,--,--,15.0,18,9,9,0,0,18,14,2.40,.295,https://www.mlb.com/player/641154
David Bednar,SD,--,--,6.75,--,--,--,--,--,--,1.1,1,1,1,0,0,2,0,2.25,.200,https://www.mlb.com/player/670280
Trevor Gott,SF,--,--,11.25,--,--,--,--,--,--,4.0,7,5,5,3,0,8,1,3.75,.368,https://www.mlb.com/player/641627
