name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Zach Davies,SD,--,--,18.78,--,--,--,--,--,--,7.2,10,21,16,4,0,2,4,1.57,.333,https://www.mlb.com/player/605200
Pablo Lopez,MIA,--,--,14.21,--,--,--,--,--,--,12.2,15,24,20,1,0,9,13,1.89,.300,https://www.mlb.com/player/641154
Josh Tomlin,ATL,--,--,17.18,--,--,--,--,--,--,7.1,12,15,14,1,0,3,4,2.05,.375,https://www.mlb.com/player/458708
Andrew Kittredge,TB,--,--,5.40,--,--,--,--,--,--,3.1,4,2,2,0,0,1,1,1.50,.364,https://www.mlb.com/player/552640
Ramon Rosso,PHI,--,--,13.50,--,--,--,--,--,--,3.1,5,5,5,0,0,3,5,2.40,.333,https://www.mlb.com/player/665759
Ben Heller,NYY,--,--,0.00,--,--,--,--,--,--,1.2,1,0,0,0,1,1,2,1.20,.167,https://www.mlb.com/player/621294
Cristian Javier,HOU,--,--,9.64,--,--,--,--,--,--,9.1,5,10,10,2,0,3,11,0.86,.179,https://www.mlb.com/player/664299
Luke Bard,LAA,--,--,9.00,--,--,--,--,--,--,2.0,2,2,2,0,0,0,1,1.00,.250,https://www.mlb.com/player/572703
Chi Chi Gonzalez,COL,--,--,15.63,--,--,--,--,--,--,6.1,6,12,11,0,2,2,6,1.26,.261,https://www.mlb.com/player/592346
Michel Baez,SD,--,--,54.00,--,--,--,--,--,--,0.2,4,4,4,0,0,1,1,7.50,.667,https://www.mlb.com/player/673258
Joe Musgrove,PIT,--,--,14.63,--,--,--,--,--,--,8.0,7,13,13,1,1,5,10,1.50,.250,https://www.mlb.com/player/605397
Matt Hall,BOS,--,--,54.00,--,--,--,--,--,--,2.2,8,16,16,1,0,3,2,4.13,.500,https://www.mlb.com/player/664180
Mike Mayers,LAA,--,--,6.75,--,--,--,--,--,--,6.2,9,7,5,1,1,2,11,1.65,.310,https://www.mlb.com/player/594577
Kwang Hyun Kim,STL,--,--,3.60,--,--,--,--,--,--,10.0,5,6,4,0,0,5,8,1.00,.156,https://www.mlb.com/player/547942
James Norwood,CHC,--,--,-.--,--,--,--,--,--,--,0.0,2,2,2,0,0,0,0,-.--,1.000,https://www.mlb.com/player/656803
Jhoulys Chacin,ATL,--,--,16.20,--,--,--,--,--,--,1.2,3,3,3,0,0,3,2,3.60,.375,https://www.mlb.com/player/468504
Brandon Woodruff,MIL,--,--,11.45,--,--,--,--,--,--,11.0,11,15,14,2,0,3,6,1.27,.282,https://www.mlb.com/player/605540
Sean Reid-Foley,TOR,--,--,5.40,--,--,--,--,--,--,1.2,1,3,1,0,0,6,1,4.20,.167,https://www.mlb.com/player/656887
Mike Kickham,BOS,--,--,20.25,--,--,--,--,--,--,2.2,4,6,6,2,0,2,3,2.25,.364,https://www.mlb.com/player/592464
Dillon Peters,LAA,--,--,-.--,--,--,--,--,--,--,0.0,2,3,2,1,0,0,0,-.--,1.000,https://www.mlb.com/player/596071
Tim Hill,SD,--,--,9.00,--,--,--,--,--,--,6.0,6,6,6,1,2,3,11,1.50,.250,https://www.mlb.com/player/657612
Kendall Graveman,SEA,--,--,18.69,--,--,--,--,--,--,4.1,3,10,9,1,0,1,3,0.92,.214,https://www.mlb.com/player/608665
Tyler Lyons,NYY,--,--,54.00,--,--,--,--,--,--,0.2,3,4,4,0,1,1,0,6.00,.600,https://www.mlb.com/player/544928
Tommy Milone,ATL,--,--,15.55,--,--,--,--,--,--,11.0,11,23,19,2,1,1,7,1.09,.275,https://www.mlb.com/player/543548
Yu Darvish,CHC,--,--,7.56,--,--,--,--,--,--,16.2,11,15,14,2,0,4,18,0.90,.190,https://www.mlb.com/player/506433
Luke Farrell,TEX,--,--,36.00,--,--,--,--,--,--,1.0,3,4,4,0,0,1,2,4.00,.600,https://www.mlb.com/player/608652
Santiago Espinal,TOR,--,--,13.50,--,--,--,--,--,--,0.2,1,1,1,0,0,0,0,1.50,.333,https://www.mlb.com/player/669289
Junior Guerra,ARI,--,--,5.73,--,--,--,--,--,--,11.0,5,9,7,0,1,10,9,1.36,.152,https://www.mlb.com/player/448855
Nick Mears,PIT,--,--,9.00,--,--,--,--,--,--,2.0,1,2,2,0,0,4,3,2.50,.167,https://www.mlb.com/player/683232
Tyler Webb,STL,--,--,7.94,--,--,--,--,--,--,5.2,5,5,5,2,0,3,6,1.41,.263,https://www.mlb.com/player/643778
Austin Gomber,STL,--,--,6.43,--,--,--,--,--,--,7.0,1,5,5,1,0,4,11,0.71,.053,https://www.mlb.com/player/596295
Jimmy Yacabonis,SEA,--,--,9.00,--,--,--,--,--,--,1.0,1,1,1,0,0,1,1,2.00,.250,https://www.mlb.com/player/642231
Dillon Maples,CHC,--,--,-.--,--,--,--,--,--,--,0.0,1,3,2,0,0,2,0,-.--,.500,https://www.mlb.com/player/596027
Carson Kelly,ARI,--,--,0.00,--,--,--,--,--,--,1.0,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/608348
Hector Perez,TOR,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,1,0,-.--,.000,https://www.mlb.com/player/660431
Dany Jimenez,TOR,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,0,0,3,1,12.00,.500,https://www.mlb.com/player/666204
Bryse Wilson,ATL,--,--,7.94,--,--,--,--,--,--,5.2,4,5,5,0,0,4,3,1.41,.211,https://www.mlb.com/player/669060
Justin Verlander,HOU,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,0,0,-,.000,https://www.mlb.com/player/434378
Anthony Kay,TOR,--,--,11.88,--,--,--,--,--,--,8.1,5,12,11,2,0,8,8,1.56,.192,https://www.mlb.com/player/641743
Jesse Biddle,CIN,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,1,0.00,.000,https://www.mlb.com/player/592145
Kodi Whitley,STL,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/676831
Sam Freeman,WSH,--,--,6.75,--,--,--,--,--,--,1.1,0,1,1,0,0,2,1,1.50,.000,https://www.mlb.com/player/518693
Cionel Perez,HOU,--,--,9.00,--,--,--,--,--,--,2.0,1,2,2,0,0,2,2,1.50,.143,https://www.mlb.com/player/672335
Phillips Valdez,BOS,--,--,6.75,--,--,--,--,--,--,12.0,11,14,9,1,0,7,9,1.50,.268,https://www.mlb.com/player/570488
Ryan Thompson,TB,--,--,9.95,--,--,--,--,--,--,6.1,5,9,7,0,0,4,7,1.42,.217,https://www.mlb.com/player/657044
Adam Wainwright,STL,--,--,7.71,--,--,--,--,--,--,11.2,7,12,10,0,1,3,9,0.86,.171,https://www.mlb.com/player/425794
Ryan Castellani,COL,--,--,15.30,--,--,--,--,--,--,10.0,6,19,17,3,0,2,4,0.80,.182,https://www.mlb.com/player/624418
Tejay Antone,CIN,--,--,8.59,--,--,--,--,--,--,7.1,4,7,7,1,2,4,10,1.09,.167,https://www.mlb.com/player/622088
