name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Yu Darvish,CHC,5,3,2.57,9,9,0,0,0,0,56.0,44,17,16,5,2,10,76,0.96,.212,https://www.mlb.com/player/506433
Lance Lynn,TEX,5,2,3.33,8,8,0,0,0,0,48.2,36,20,18,7,4,20,58,1.15,.202,https://www.mlb.com/player/458681
Max Fried,ATL,4,0,2.73,6,6,0,0,0,0,29.2,24,9,9,2,1,9,24,1.11,.226,https://www.mlb.com/player/608331
Kyle Hendricks,CHC,4,2,1.85,6,6,1,1,0,0,43.2,30,9,9,3,1,3,34,0.76,.195,https://www.mlb.com/player/543294
Sonny Gray,CIN,4,1,2.90,6,6,0,0,0,0,31.0,20,13,10,4,1,10,47,0.97,.180,https://www.mlb.com/player/543243
Brad Keller,KC,4,0,0.27,5,5,1,1,0,0,33.0,18,1,1,0,0,7,23,0.76,.159,https://www.mlb.com/player/641745
Gerrit Cole,NYY,4,1,2.09,6,6,1,1,0,0,38.2,28,9,9,6,1,9,46,0.96,.197,https://www.mlb.com/player/543037
Zack Wheeler,PHI,4,0,2.38,7,7,0,0,0,0,45.1,42,14,12,2,2,9,23,1.13,.256,https://www.mlb.com/player/554430
Caleb Baragar,SF,4,0,1.64,13,1,0,0,0,1,11.0,9,2,2,1,0,3,14,1.09,.220,https://www.mlb.com/player/670056
Marco Gonzales,SEA,4,0,3.21,4,4,0,0,0,0,28.0,20,10,10,5,2,2,27,0.79,.194,https://www.mlb.com/player/594835
Anibal Sanchez,WSH,4,2,4.68,6,6,0,0,0,0,32.2,33,17,17,6,1,11,31,1.35,.262,https://www.mlb.com/player/434671
Jeremy Jeffress,CHC,3,1,2.30,14,0,0,0,6,8,15.2,9,5,4,1,1,10,9,1.21,.173,https://www.mlb.com/player/502026
Dallas Keuchel,CWS,3,1,2.63,4,4,0,0,0,0,24.0,16,7,7,0,0,6,17,0.92,.184,https://www.mlb.com/player/572971
Shane Bieber,CLE,3,0,1.23,4,4,0,0,0,0,22.0,15,4,3,0,1,8,44,1.05,.185,https://www.mlb.com/player/669456
Antonio Senzatela,COL,3,0,2.10,5,5,1,0,0,0,34.1,29,8,8,1,1,5,19,0.99,.232,https://www.mlb.com/player/622608
Spencer Turnbull,DET,3,1,2.22,5,5,0,0,0,0,28.1,20,7,7,0,0,11,24,1.09,.200,https://www.mlb.com/player/605513
Framber Valdez,HOU,3,1,3.52,5,5,0,0,0,0,30.2,23,12,12,1,2,10,37,1.08,.211,https://www.mlb.com/player/664285
Lance McCullers Jr.,HOU,3,0,1.42,5,5,0,0,0,0,31.2,17,6,5,1,2,7,33,0.76,.159,https://www.mlb.com/player/621121
Cristian Javier,HOU,3,0,2.17,6,5,0,0,0,0,29.0,13,7,7,4,0,9,28,0.76,.135,https://www.mlb.com/player/664299
Zack Greinke,HOU,3,0,3.48,6,6,0,0,0,0,33.2,32,13,13,3,0,4,40,1.07,.244,https://www.mlb.com/player/425844
Dylan Bundy,LAA,3,3,4.38,7,7,0,0,0,0,37.0,33,19,18,4,2,15,37,1.30,.236,https://www.mlb.com/player/605164
Yimi Garcia,MIA,3,0,1.35,7,0,0,0,1,1,6.2,5,1,1,0,0,1,9,0.90,.192,https://www.mlb.com/player/554340
Pablo Lopez,MIA,3,1,2.56,5,5,0,0,0,0,31.2,26,9,9,2,1,4,31,0.95,.222,https://www.mlb.com/player/641154
Devin Williams,MIL,3,1,0.00,13,0,0,0,0,0,14.1,3,1,0,0,0,5,30,0.56,.064,https://www.mlb.com/player/642207
Randy Dobnak,MIN,3,0,1.17,3,3,0,0,0,0,15.1,10,2,2,2,0,4,11,0.91,.189,https://www.mlb.com/player/677976
Jose Berrios,MIN,3,3,3.38,6,6,0,0,0,0,32.0,21,12,12,4,2,14,43,1.09,.183,https://www.mlb.com/player/621244
Kenta Maeda,MIN,3,0,1.91,5,5,0,0,0,0,33.0,12,7,7,2,0,6,42,0.55,.109,https://www.mlb.com/player/628317
David Peterson,NYM,3,0,4.00,4,4,0,0,0,0,18.0,11,9,8,3,2,13,19,1.33,.172,https://www.mlb.com/player/656849
Seth Lugo,NYM,3,0,1.40,7,3,0,0,1,2,19.1,10,4,3,3,0,4,26,0.72,.149,https://www.mlb.com/player/607625
Masahiro Tanaka,NYY,3,1,4.40,6,6,0,0,0,0,28.2,30,16,14,7,2,4,25,1.19,.268,https://www.mlb.com/player/547888
Jesus Luzardo,OAK,3,1,2.40,8,6,0,0,0,0,41.1,32,11,11,3,2,10,42,1.02,.215,https://www.mlb.com/player/666200
Liam Hendriks,OAK,3,1,2.70,16,0,0,0,7,8,16.2,12,6,5,1,0,2,23,0.84,.203,https://www.mlb.com/player/521230
Sean Manaea,OAK,3,1,3.91,5,5,0,0,0,0,25.1,22,11,11,3,0,2,21,0.95,.232,https://www.mlb.com/player/640455
Aaron Nola,PHI,3,1,2.50,6,6,0,0,0,0,39.2,20,11,11,4,0,12,53,0.81,.150,https://www.mlb.com/player/605400
Richard Rodriguez,PIT,3,1,1.06,16,0,0,0,3,3,17.0,6,2,2,1,2,2,27,0.47,.105,https://www.mlb.com/player/593144
Mike Clevinger,SD,3,0,2.27,6,6,1,1,0,0,31.2,21,8,8,4,0,8,33,0.92,.189,https://www.mlb.com/player/605182
Chris Paddack,SD,3,2,3.44,7,7,0,0,0,0,36.2,28,14,14,7,0,8,34,0.98,.211,https://www.mlb.com/player/663978
Dinelson Lamet,SD,3,0,1.88,8,8,0,0,0,0,48.0,26,11,10,3,3,13,68,0.81,.157,https://www.mlb.com/player/659275
Zach Davies,SD,3,2,3.13,5,5,0,0,0,0,31.2,27,11,11,6,0,8,31,1.11,.227,https://www.mlb.com/player/605200
Tyler Anderson,SF,3,1,3.03,7,5,1,0,0,0,32.2,27,12,11,2,2,10,21,1.13,.223,https://www.mlb.com/player/542881
Tyler Rogers,SF,3,1,3.38,17,0,0,0,1,2,16.0,17,8,6,0,2,6,18,1.44,.270,https://www.mlb.com/player/643511
Jack Flaherty,STL,3,1,2.67,5,5,0,0,0,0,27.0,18,8,8,3,1,8,25,0.96,.186,https://www.mlb.com/player/656427
Josh Fleming,TB,3,0,3.38,5,4,0,0,0,0,24.0,22,9,9,5,0,6,17,1.17,.239,https://www.mlb.com/player/676596
Pete Fairbanks,TB,3,2,3.14,15,1,0,0,0,3,14.1,15,6,5,2,1,10,22,1.74,.263,https://www.mlb.com/player/664126
Jonathan Hernandez,TEX,3,0,3.12,17,0,0,0,0,0,17.1,13,6,6,2,2,7,21,1.15,.203,https://www.mlb.com/player/642546
Taijuan Walker,TOR,3,1,2.05,6,6,0,0,0,0,30.2,14,7,7,4,2,14,30,0.91,.133,https://www.mlb.com/player/592836
Stefan Crichton,ARI,2,2,4.50,15,0,0,0,2,4,14.0,13,7,7,1,3,5,13,1.29,.250,https://www.mlb.com/player/592233
Riley Smith,ARI,2,0,1.46,4,0,0,0,0,0,12.1,9,2,2,1,0,5,15,1.14,.214,https://www.mlb.com/player/642092
Zac Gallen,ARI,2,1,3.16,6,6,0,0,0,0,37.0,31,13,13,6,2,11,44,1.14,.230,https://www.mlb.com/player/668678
Taylor Clarke,ARI,2,0,4.68,6,4,0,0,0,0,25.0,19,15,13,5,0,11,27,1.20,.204,https://www.mlb.com/player/664199
Josh Tomlin,ATL,2,1,3.68,9,3,0,0,0,0,22.0,19,9,9,5,0,2,20,0.95,.229,https://www.mlb.com/player/458708
