name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Jon Lester,BOS,--,--,10.13,--,--,--,--,--,--,21.1,18,24,24,3,0,3,15,0.98,.254,https://www.mlb.com/player/452657
James Shields,KC,--,--,1.71,--,--,--,--,--,--,21.0,10,4,4,0,0,3,17,0.62,.149,https://www.mlb.com/player/448306
Mark Buehrle,TOR,--,--,12.23,--,--,--,--,--,--,17.2,22,25,24,4,0,4,13,1.47,.319,https://www.mlb.com/player/279824
Joe Saunders,SEA,--,--,9.35,--,--,--,--,--,--,17.1,12,18,18,4,0,5,9,0.98,.231,https://www.mlb.com/player/434578
Jhoulys Chacin,COL,--,--,4.24,--,--,--,--,--,--,17.0,12,10,8,1,0,2,9,0.82,.211,https://www.mlb.com/player/468504
Doug Fister,DET,--,--,11.12,--,--,--,--,--,--,17.0,20,23,21,1,0,4,10,1.41,.328,https://www.mlb.com/player/450729
Justin Verlander,DET,--,--,7.94,--,--,--,--,--,--,17.0,12,16,15,2,1,1,18,0.76,.211,https://www.mlb.com/player/434378
Bartolo Colon,OAK,--,--,4.86,--,--,--,--,--,--,16.2,9,9,9,2,0,0,8,0.54,.173,https://www.mlb.com/player/112526
Jeff Locke,PIT,--,--,9.72,--,--,--,--,--,--,16.2,14,19,18,2,0,4,14,1.08,.250,https://www.mlb.com/player/502046
Derek Holland,TEX,--,--,6.48,--,--,--,--,--,--,16.2,8,12,12,1,0,6,14,0.84,.163,https://www.mlb.com/player/502706
Tim Lincecum,SF,--,--,4.41,--,--,--,--,--,--,16.1,12,8,8,0,0,1,10,0.80,.222,https://www.mlb.com/player/453311
Lance Lynn,STL,--,--,9.37,--,--,--,--,--,--,16.1,15,18,17,1,1,5,17,1.22,.263,https://www.mlb.com/player/458681
Mike Pelfrey,MIN,--,--,12.94,--,--,--,--,--,--,16.0,20,23,23,2,0,3,8,1.44,.339,https://www.mlb.com/player/460059
Mat Latos,CIN,--,--,2.87,--,--,--,--,--,--,15.2,5,7,5,0,0,4,9,0.57,.119,https://www.mlb.com/player/502009
Kevin Correia,MIN,--,--,5.74,--,--,--,--,--,--,15.2,9,12,10,1,0,1,11,0.64,.184,https://www.mlb.com/player/429781
CC Sabathia,NYY,--,--,8.04,--,--,--,--,--,--,15.2,11,14,14,1,0,4,10,0.96,.216,https://www.mlb.com/player/282332
Gio Gonzalez,WSH,--,--,5.74,--,--,--,--,--,--,15.2,8,12,10,1,0,6,11,0.89,.182,https://www.mlb.com/player/461829
Julio Teheran,ATL,--,--,8.80,--,--,--,--,--,--,15.1,13,18,15,4,1,1,15,0.91,.241,https://www.mlb.com/player/527054
