name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
CC Sabathia,NYY,--,--,5.93,--,--,--,--,--,0,107.2,82,79,71,7,3,37,80,1.11,.232,https://www.mlb.com/player/282332
Felix Hernandez,SEA,--,--,4.29,--,--,--,--,--,--,107.0,74,68,51,5,3,22,82,0.90,.207,https://www.mlb.com/player/433587
Chris Carpenter,STL,--,--,5.96,--,--,--,--,--,--,105.2,81,85,70,7,8,27,71,1.02,.232,https://www.mlb.com/player/112020
Roy Halladay,PHI,--,--,4.24,--,--,--,--,--,--,104.0,73,55,49,5,2,21,80,0.90,.215,https://www.mlb.com/player/136880
Roberto Hernandez,CLE,--,--,6.66,--,--,--,--,--,--,102.2,79,86,76,5,6,27,39,1.03,.234,https://www.mlb.com/player/433584
Mike Pelfrey,NYM,--,--,6.49,--,--,--,--,--,--,102.2,93,79,74,3,3,33,44,1.23,.271,https://www.mlb.com/player/460059
Ubaldo Jimenez,COL,--,--,6.07,--,--,--,--,--,0,102.1,63,71,69,8,2,38,90,0.99,.196,https://www.mlb.com/player/434622
Brett Myers,HOU,--,--,5.77,--,--,--,--,--,--,101.1,79,75,65,7,2,34,77,1.12,.224,https://www.mlb.com/player/408206
Ervin Santana,LAA,--,--,6.82,--,--,--,--,--,--,100.1,83,83,76,6,9,35,81,1.18,.241,https://www.mlb.com/player/429722
Edwin Jackson,CWS,--,--,8.01,--,--,--,--,--,0,100.0,90,96,89,6,2,31,73,1.21,.256,https://www.mlb.com/player/429719
A.J. Burnett,NYY,--,--,8.46,--,--,--,--,--,0,100.0,82,103,94,10,7,33,79,1.15,.247,https://www.mlb.com/player/150359
Randy Wolf,MIL,--,--,7.52,--,--,--,--,--,0,99.1,93,90,83,12,3,39,63,1.33,.265,https://www.mlb.com/player/150116
Adam Wainwright,STL,--,--,4.80,--,--,--,--,--,--,99.1,65,59,53,6,3,28,88,0.94,.207,https://www.mlb.com/player/425794
Tim Hudson,ATL,--,--,5.18,--,--,--,--,--,--,99.0,65,59,57,6,4,38,57,1.04,.213,https://www.mlb.com/player/218596
Zack Greinke,KC,--,--,8.09,--,--,--,--,--,--,99.0,97,101,89,5,2,28,76,1.26,.275,https://www.mlb.com/player/425844
Livan Hernandez,WSH,--,--,6.82,--,--,--,--,--,0,99.0,78,82,75,5,2,36,49,1.15,.243,https://www.mlb.com/player/115817
John Lackey,BOS,--,--,9.00,--,--,--,--,--,--,97.0,98,106,97,10,6,39,50,1.41,.280,https://www.mlb.com/player/407793
Tim Lincecum,SF,--,--,6.77,--,--,--,--,--,--,97.0,81,76,73,10,2,32,100,1.16,.236,https://www.mlb.com/player/453311
Joe Saunders,ARI,--,--,8.01,--,--,--,--,--,--,96.2,96,105,86,10,3,33,53,1.33,.286,https://www.mlb.com/player/434578
Ricky Romero,TOR,--,--,7.54,--,--,--,--,--,--,96.2,89,92,81,9,3,30,75,1.23,.265,https://www.mlb.com/player/460069
Mark Buehrle,CWS,--,--,8.60,--,--,--,--,--,--,96.1,115,97,92,9,0,20,44,1.40,.321,https://www.mlb.com/player/279824
Clayton Richard,SD,--,--,7.08,--,--,--,--,--,--,95.1,98,80,75,7,1,31,54,1.35,.288,https://www.mlb.com/player/453385
Dan Haren,LAA,--,--,7.73,--,--,--,--,--,--,94.1,104,89,81,10,2,26,79,1.38,.295,https://www.mlb.com/player/429717
David Price,TB,--,--,5.06,--,--,--,--,--,--,94.1,65,61,53,6,3,32,88,1.03,.206,https://www.mlb.com/player/456034
Paul Maholm,PIT,--,--,9.42,--,--,--,--,--,--,93.2,118,112,98,8,2,24,52,1.52,.326,https://www.mlb.com/player/430904
Jon Lester,BOS,--,--,6.82,--,--,--,--,--,--,92.1,76,76,70,9,4,34,78,1.19,.240,https://www.mlb.com/player/452657
John Danks,CWS,--,--,7.51,--,--,--,--,--,--,92.1,90,82,77,7,2,21,55,1.20,.269,https://www.mlb.com/player/433579
Randy Wells,CHC,--,--,7.83,--,--,--,--,--,--,92.0,95,85,80,7,4,26,62,1.32,.282,https://www.mlb.com/player/448694
Justin Masterson,CLE,--,--,8.44,--,--,--,--,--,--,91.2,101,98,86,5,5,32,70,1.45,.294,https://www.mlb.com/player/475416
Rodrigo Lopez,ARI,--,--,8.97,--,--,--,--,--,--,91.1,97,106,91,17,2,25,49,1.34,.292,https://www.mlb.com/player/150438
Ryan Dempster,CHC,--,--,7.52,--,--,--,--,--,--,91.0,81,94,76,9,8,41,82,1.34,.254,https://www.mlb.com/player/133225
Derek Lowe,ATL,--,--,7.64,--,--,--,--,--,--,90.2,83,79,77,9,2,39,55,1.35,.268,https://www.mlb.com/player/117955
Carl Pavano,MIN,--,--,7.54,--,--,--,--,--,--,90.2,86,79,76,8,3,20,49,1.17,.269,https://www.mlb.com/player/134321
Matt Cain,SF,--,--,6.55,--,--,--,--,--,--,90.2,59,72,66,10,1,27,69,0.95,.201,https://www.mlb.com/player/430912
Max Scherzer,DET,--,--,6.60,--,--,--,--,--,--,90.0,70,74,66,10,2,21,79,1.01,.242,https://www.mlb.com/player/453286
Wandy Rodriguez,HOU,--,--,7.03,--,--,--,--,--,--,89.2,84,87,70,8,4,32,73,1.29,.272,https://www.mlb.com/player/434643
James Shields,TB,--,--,9.64,--,--,--,--,--,0,89.2,101,107,96,13,1,26,80,1.42,.292,https://www.mlb.com/player/448306
Justin Verlander,DET,--,--,7.66,--,--,--,--,--,0,89.1,75,81,76,6,1,36,77,1.24,.240,https://www.mlb.com/player/434378
Chad Billingsley,LAD,--,--,6.98,--,--,--,--,--,--,89.0,75,75,69,1,6,35,78,1.24,.247,https://www.mlb.com/player/451532
C.J. Wilson,TEX,--,--,7.48,--,--,--,--,--,--,89.0,72,81,74,8,4,34,75,1.19,.235,https://www.mlb.com/player/450351
Colby Lewis,TEX,--,--,6.83,--,--,--,--,--,--,88.1,62,74,67,5,4,37,77,1.12,.201,https://www.mlb.com/player/407890
Clayton Kershaw,LAD,--,--,6.14,--,--,--,--,--,--,88.0,63,67,60,7,3,39,95,1.16,.214,https://www.mlb.com/player/477132
Barry Zito,SF,--,--,7.88,--,--,--,--,--,0,88.0,74,82,77,5,3,44,51,1.34,.254,https://www.mlb.com/player/217096
Johan Santana,NYM,--,--,5.95,--,--,--,--,--,--,87.2,65,59,58,8,0,29,52,1.07,.220,https://www.mlb.com/player/276371
Jason Vargas,SEA,--,--,7.08,--,--,--,--,--,--,87.2,83,74,69,6,0,13,52,1.10,.259,https://www.mlb.com/player/450306
Anibal Sanchez,FLA,--,--,7.34,--,--,--,--,--,--,87.0,91,83,71,4,6,25,74,1.33,.286,https://www.mlb.com/player/434671
Yovani Gallardo,MIL,--,--,7.55,--,--,--,--,--,--,87.0,78,83,73,6,1,43,88,1.39,.252,https://www.mlb.com/player/451596
Matt Garza,TB,--,--,7.68,--,--,--,--,--,--,86.2,70,79,74,13,4,32,59,1.18,.236,https://www.mlb.com/player/490063
Francisco Liriano,MIN,--,--,7.61,--,--,--,--,--,--,86.1,84,73,73,5,6,26,82,1.27,.269,https://www.mlb.com/player/434538
Jeremy Guthrie,BAL,--,--,7.74,--,--,--,--,--,0,86.0,74,78,74,10,7,24,43,1.14,.247,https://www.mlb.com/player/425386
Dave Bush,MIL,--,--,7.22,--,--,--,--,--,--,86.0,78,89,69,9,3,32,48,1.28,.257,https://www.mlb.com/player/433657
Kevin Millwood,BAL,--,--,9.67,--,--,--,--,--,--,85.2,105,99,92,13,3,33,51,1.61,.322,https://www.mlb.com/player/119154
Roy Oswalt,PHI,--,--,5.67,--,--,--,--,--,--,85.2,50,59,54,8,2,23,73,0.85,.187,https://www.mlb.com/player/400061
Jon Garland,SD,--,--,6.93,--,--,--,--,--,0,85.2,77,75,66,9,5,39,58,1.35,.266,https://www.mlb.com/player/279782
Cole Hamels,PHI,--,--,5.48,--,--,--,--,--,--,85.1,69,55,52,7,4,28,87,1.14,.236,https://www.mlb.com/player/430935
Tommy Hanson,ATL,--,--,6.94,--,--,--,--,--,--,84.1,74,76,65,4,4,29,67,1.22,.249,https://www.mlb.com/player/462102
Jake Westbrook,STL,--,--,9.07,--,--,--,--,--,0,84.1,90,89,85,10,3,39,44,1.53,.292,https://www.mlb.com/player/150414
Gavin Floyd,CWS,--,--,8.18,--,--,--,--,--,--,83.2,92,83,76,5,0,25,61,1.40,.303,https://www.mlb.com/player/425856
Kyle Davies,KC,--,--,10.54,--,--,--,--,--,--,83.2,97,103,98,9,2,33,51,1.55,.307,https://www.mlb.com/player/434678
Jonathan Sanchez,SF,--,--,5.38,--,--,--,--,--,--,83.2,50,58,50,5,5,46,86,1.15,.185,https://www.mlb.com/player/456043
Bronson Arroyo,CIN,--,--,8.10,--,--,--,--,--,--,83.1,73,77,75,11,2,28,43,1.21,.249,https://www.mlb.com/player/276520
Kyle Kendrick,PHI,--,--,8.71,--,--,--,--,--,--,82.2,76,88,80,11,2,27,27,1.25,.268,https://www.mlb.com/player/452718
Brian Matusz,BAL,--,--,8.34,--,--,--,--,--,--,82.0,74,80,76,11,4,24,61,1.20,.250,https://www.mlb.com/player/451085
Josh Johnson,FLA,--,--,4.61,--,--,--,--,--,--,82.0,56,46,42,2,0,28,79,1.02,.209,https://www.mlb.com/player/435178
Jered Weaver,LAA,--,--,6.59,--,--,--,--,--,0,82.0,69,68,60,8,0,26,77,1.16,.236,https://www.mlb.com/player/450308
