name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Randy Wells,CHC,--,--,9.33,--,--,--,--,--,--,18.1,16,19,19,1,0,2,6,0.98,.246,https://www.mlb.com/player/448694
Yovani Gallardo,MIL,--,--,4.91,--,--,--,--,--,--,18.1,8,11,10,0,0,5,16,0.71,.133,https://www.mlb.com/player/451596
Derek Lowe,ATL,--,--,6.00,--,--,--,--,--,--,18.0,10,13,12,3,1,5,11,0.83,.185,https://www.mlb.com/player/117955
Brett Myers,HOU,--,--,8.15,--,--,--,--,--,--,17.2,19,16,16,1,0,6,16,1.42,.297,https://www.mlb.com/player/408206
Mike Pelfrey,NYM,--,--,8.15,--,--,--,--,--,--,17.2,12,16,16,1,0,0,4,0.68,.226,https://www.mlb.com/player/460059
Tim Lincecum,SF,--,--,6.62,--,--,--,--,--,--,17.2,13,15,13,1,1,1,20,0.79,.210,https://www.mlb.com/player/453311
Adam Wainwright,STL,--,--,3.57,--,--,--,--,--,--,17.2,9,8,7,0,1,2,22,0.62,.161,https://www.mlb.com/player/425794
Tim Hudson,ATL,--,--,2.60,--,--,--,--,--,--,17.1,7,5,5,0,0,6,9,0.75,.146,https://www.mlb.com/player/218596
Wandy Rodriguez,HOU,--,--,7.79,--,--,--,--,--,--,17.1,15,20,15,2,0,3,13,1.04,.263,https://www.mlb.com/player/434643
Chad Billingsley,LAD,--,--,4.15,--,--,--,--,--,--,17.1,12,8,8,0,1,5,14,0.98,.203,https://www.mlb.com/player/451532
Clayton Kershaw,LAD,--,--,13.50,--,--,--,--,--,--,17.1,15,27,26,5,0,4,22,1.10,.242,https://www.mlb.com/player/477132
Ryan Dempster,CHC,--,--,6.88,--,--,--,--,--,--,17.0,15,22,13,1,1,4,18,1.12,.254,https://www.mlb.com/player/133225
Clayton Richard,SD,--,--,11.12,--,--,--,--,--,--,17.0,16,23,21,2,0,3,9,1.12,.271,https://www.mlb.com/player/453385
Mark Buehrle,CWS,--,--,10.26,--,--,--,--,--,--,16.2,15,20,19,2,0,5,9,1.20,.254,https://www.mlb.com/player/279824
Justin Masterson,CLE,--,--,7.56,--,--,--,--,--,--,16.2,17,16,14,1,0,3,14,1.20,.288,https://www.mlb.com/player/475416
Roy Halladay,PHI,--,--,3.24,--,--,--,--,--,--,16.2,7,7,6,0,0,2,7,0.54,.146,https://www.mlb.com/player/136880
Matt Garza,TB,--,--,3.78,--,--,--,--,--,--,16.2,4,8,7,0,0,3,12,0.42,.085,https://www.mlb.com/player/490063
CC Sabathia,NYY,--,--,5.51,--,--,--,--,--,0,16.1,12,10,10,0,0,2,12,0.86,.222,https://www.mlb.com/player/282332
Gio Gonzalez,OAK,--,--,10.47,--,--,--,--,--,--,16.1,15,19,19,2,0,8,15,1.41,.273,https://www.mlb.com/player/461829
