name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Jered Weaver,LAA,--,--,1.96,--,--,--,--,--,--,142.2,75,33,31,7,0,34,232,0.76,.151,https://www.mlb.com/player/450308
Justin Verlander,DET,--,--,1.81,--,--,--,--,--,--,139.0,70,28,28,3,0,45,219,0.83,.147,https://www.mlb.com/player/434378
Roy Halladay,PHI,--,--,1.32,--,--,--,--,--,--,136.0,80,24,20,9,1,19,219,0.73,.168,https://www.mlb.com/player/136880
Felix Hernandez,SEA,--,--,0.94,--,--,--,--,--,--,134.1,53,17,14,1,5,36,232,0.66,.117,https://www.mlb.com/player/433587
Dan Haren,LAA,--,--,2.29,--,--,--,--,--,--,129.2,76,37,33,8,2,27,216,0.79,.168,https://www.mlb.com/player/429717
Cole Hamels,PHI,--,--,1.90,--,--,--,--,--,--,127.2,73,27,27,12,2,33,211,0.83,.164,https://www.mlb.com/player/430935
Tim Lincecum,SF,--,--,2.13,--,--,--,--,--,--,127.0,59,32,30,6,1,30,231,0.70,.136,https://www.mlb.com/player/453311
Roy Oswalt,PHI,--,--,1.51,--,--,--,--,--,--,125.0,65,23,21,3,2,29,193,0.75,.152,https://www.mlb.com/player/400061
Matt Cain,SF,--,--,1.95,--,--,--,--,--,--,124.1,81,30,27,8,1,28,177,0.88,.182,https://www.mlb.com/player/430912
Clayton Kershaw,LAD,--,--,2.33,--,--,--,--,--,--,123.2,66,36,32,6,3,36,212,0.82,.153,https://www.mlb.com/player/477132
Ubaldo Jimenez,COL,--,--,1.75,--,--,--,--,--,--,123.1,60,24,24,3,6,43,214,0.84,.146,https://www.mlb.com/player/434622
Ryan Dempster,CHC,--,--,2.21,--,--,--,--,--,--,122.1,71,37,30,10,3,36,207,0.87,.167,https://www.mlb.com/player/133225
Adam Wainwright,STL,--,--,2.21,--,--,--,--,--,--,122.1,68,32,30,8,1,24,213,0.75,.160,https://www.mlb.com/player/425794
David Price,TB,--,--,1.92,--,--,--,--,--,--,122.0,73,31,26,5,3,42,188,0.94,.168,https://www.mlb.com/player/456034
Colby Lewis,TEX,--,--,1.93,--,--,--,--,--,--,121.1,67,27,26,6,3,32,196,0.82,.155,https://www.mlb.com/player/407890
Chris Carpenter,STL,--,--,2.03,--,--,--,--,--,--,119.2,73,35,27,7,4,23,179,0.80,.175,https://www.mlb.com/player/112020
Cliff Lee,TEX,--,--,1.66,--,--,--,--,--,--,119.1,69,26,22,4,1,9,185,0.65,.162,https://www.mlb.com/player/424324
Jon Lester,BOS,--,--,1.77,--,--,--,--,--,--,117.0,58,25,23,4,4,39,225,0.83,.144,https://www.mlb.com/player/452657
John Danks,CWS,--,--,2.55,--,--,--,--,--,--,116.2,72,33,33,6,1,33,162,0.90,.176,https://www.mlb.com/player/433579
CC Sabathia,NYY,--,--,2.01,--,--,--,--,--,--,116.2,54,28,26,4,2,34,197,0.75,.136,https://www.mlb.com/player/282332
John Lackey,BOS,--,--,2.33,--,--,--,--,--,--,115.2,87,34,30,8,5,38,156,1.08,.205,https://www.mlb.com/player/407793
Max Scherzer,DET,--,--,2.41,--,--,--,--,--,--,115.2,71,36,31,11,3,45,184,1.00,.176,https://www.mlb.com/player/453286
Ted Lilly,LAD,--,--,1.63,--,--,--,--,--,--,115.2,58,24,21,4,1,14,166,0.62,.145,https://www.mlb.com/player/150404
Brett Myers,HOU,--,--,1.88,--,--,--,--,--,--,115.0,60,24,24,4,2,35,179,0.83,.150,https://www.mlb.com/player/408206
Mat Latos,SD,--,--,1.75,--,--,--,--,--,--,113.0,59,24,22,4,1,29,188,0.78,.150,https://www.mlb.com/player/502009
Jonathan Sanchez,SF,--,--,1.85,--,--,--,--,--,--,111.2,47,27,23,5,2,56,205,0.92,.124,https://www.mlb.com/player/456043
Ervin Santana,LAA,--,--,1.54,--,--,--,--,--,--,111.1,57,23,19,5,6,38,169,0.85,.148,https://www.mlb.com/player/429722
C.J. Wilson,TEX,--,--,2.43,--,--,--,--,--,--,111.0,57,34,30,2,4,47,170,0.94,.150,https://www.mlb.com/player/450351
Tommy Hanson,ATL,--,--,1.96,--,--,--,--,--,--,110.0,82,25,24,3,4,25,173,0.97,.199,https://www.mlb.com/player/462102
Josh Johnson,FLA,--,--,1.72,--,--,--,--,--,--,109.2,68,24,21,3,3,26,186,0.86,.174,https://www.mlb.com/player/435178
Wandy Rodriguez,HOU,--,--,2.13,--,--,--,--,--,--,109.2,64,32,26,2,2,33,178,0.88,.167,https://www.mlb.com/player/434643
Yovani Gallardo,MIL,--,--,1.40,--,--,--,--,--,--,109.2,57,19,17,2,1,32,200,0.81,.148,https://www.mlb.com/player/451596
Gio Gonzalez,OAK,--,--,1.72,--,--,--,--,--,--,109.2,54,22,21,4,3,47,171,0.92,.144,https://www.mlb.com/player/461829
Bronson Arroyo,CIN,--,--,2.72,--,--,--,--,--,--,109.1,67,34,33,13,2,24,121,0.83,.175,https://www.mlb.com/player/276520
Shaun Marcum,TOR,--,--,2.24,--,--,--,--,--,--,108.2,73,31,27,9,1,24,165,0.89,.187,https://www.mlb.com/player/451788
Zack Greinke,KC,--,--,1.66,--,--,--,--,--,--,108.1,60,21,20,3,3,28,181,0.81,.159,https://www.mlb.com/player/425844
Chad Billingsley,LAD,--,--,1.35,--,--,--,--,--,--,107.0,55,17,16,2,4,29,171,0.79,.149,https://www.mlb.com/player/451532
James Shields,TB,--,--,3.70,--,--,--,--,--,--,107.0,80,48,44,13,4,30,187,1.03,.199,https://www.mlb.com/player/448306
Randy Wolf,MIL,--,--,2.79,--,--,--,--,--,--,106.1,89,34,33,9,5,46,142,1.27,.224,https://www.mlb.com/player/150116
Edwin Jackson,CWS,--,--,2.97,--,--,--,--,--,--,106.0,68,36,35,5,3,28,181,0.91,.181,https://www.mlb.com/player/429719
Ian Kennedy,ARI,--,--,1.70,--,--,--,--,--,--,105.2,55,20,20,8,6,36,168,0.86,.150,https://www.mlb.com/player/453178
Barry Zito,SF,--,--,2.82,--,--,--,--,--,--,105.1,59,33,33,6,3,39,149,0.93,.162,https://www.mlb.com/player/217096
Anibal Sanchez,FLA,--,--,2.24,--,--,--,--,--,--,104.2,77,34,26,4,4,34,157,1.06,.198,https://www.mlb.com/player/434671
Johan Santana,NYM,--,--,1.81,--,--,--,--,--,--,104.1,75,21,21,5,1,34,144,1.04,.198,https://www.mlb.com/player/276371
Phil Hughes,NYY,--,--,3.11,--,--,--,--,--,--,104.1,71,37,36,10,0,40,146,1.06,.189,https://www.mlb.com/player/461833
Tim Hudson,ATL,--,--,2.34,--,--,--,--,--,--,103.2,55,27,27,10,1,25,139,0.77,.152,https://www.mlb.com/player/218596
Matt Garza,TB,--,--,3.41,--,--,--,--,--,--,103.0,70,40,39,14,2,29,150,0.96,.188,https://www.mlb.com/player/490063
Brian Matusz,BAL,--,--,2.72,--,--,--,--,--,--,102.2,58,32,31,10,5,29,143,0.85,.161,https://www.mlb.com/player/451085
Hiroki Kuroda,LAD,--,--,2.55,--,--,--,--,--,--,102.1,64,35,29,2,2,20,159,0.82,.175,https://www.mlb.com/player/493133
Jon Garland,SD,--,--,1.68,--,--,--,--,--,--,102.0,61,24,19,5,2,46,136,1.05,.172,https://www.mlb.com/player/279782
Ricky Romero,TOR,--,--,2.29,--,--,--,--,--,--,102.0,53,29,26,5,3,38,174,0.89,.152,https://www.mlb.com/player/460069
Roberto Hernandez,CLE,--,--,2.40,--,--,--,--,--,--,101.1,68,30,27,4,1,29,124,0.96,.187,https://www.mlb.com/player/433584
Johnny Cueto,CIN,--,--,2.58,--,--,--,--,--,--,101.0,73,32,29,7,2,31,138,1.03,.200,https://www.mlb.com/player/456501
Dallas Braden,OAK,--,--,1.87,--,--,--,--,--,--,101.0,65,22,21,4,1,18,113,0.82,.182,https://www.mlb.com/player/460284
Jake Westbrook,STL,--,--,2.43,--,--,--,--,--,--,100.0,61,28,27,7,1,33,128,0.94,.173,https://www.mlb.com/player/150414
Francisco Liriano,MIN,--,--,1.90,--,--,--,--,--,--,99.2,55,21,21,3,5,30,201,0.85,.157,https://www.mlb.com/player/434538
Carl Pavano,MIN,--,--,3.16,--,--,--,--,--,--,99.2,77,35,35,6,3,19,117,0.96,.209,https://www.mlb.com/player/134321
Clayton Richard,SD,--,--,1.81,--,--,--,--,--,--,99.2,73,22,20,1,3,27,153,1.00,.199,https://www.mlb.com/player/453385
Mark Buehrle,CWS,--,--,2.90,--,--,--,--,--,--,99.1,76,33,32,8,0,30,99,1.07,.207,https://www.mlb.com/player/279824
Derek Lowe,ATL,--,--,2.20,--,--,--,--,--,--,98.1,62,24,24,6,2,23,136,0.86,.179,https://www.mlb.com/player/117955
Chris Narveson,MIL,--,--,2.87,--,--,--,--,--,--,97.1,58,32,31,6,3,26,137,0.86,.173,https://www.mlb.com/player/429780
Livan Hernandez,WSH,--,--,1.58,--,--,--,--,--,--,97.0,60,20,17,5,2,29,114,0.92,.177,https://www.mlb.com/player/115817
Trevor Cahill,OAK,--,--,2.06,--,--,--,--,--,--,96.1,43,24,22,6,5,25,118,0.71,.134,https://www.mlb.com/player/502239
Jason Vargas,SEA,--,--,2.71,--,--,--,--,--,--,96.1,69,33,29,2,0,21,116,0.93,.195,https://www.mlb.com/player/450306
Gavin Floyd,CWS,--,--,1.98,--,--,--,--,--,--,95.2,60,25,21,3,2,27,151,0.91,.176,https://www.mlb.com/player/425856
Joe Blanton,PHI,--,--,2.94,--,--,--,--,--,--,95.0,67,35,31,10,0,17,133,0.88,.193,https://www.mlb.com/player/430599
Kevin Millwood,BAL,--,--,3.24,--,--,--,--,--,--,94.1,89,39,34,9,2,28,132,1.24,.244,https://www.mlb.com/player/119154
Randy Wells,CHC,--,--,2.59,--,--,--,--,--,--,93.2,62,28,27,3,2,28,144,0.96,.184,https://www.mlb.com/player/448694
Justin Masterson,CLE,--,--,3.07,--,--,--,--,--,--,93.2,61,36,32,7,3,35,140,1.02,.183,https://www.mlb.com/player/475416
Jeremy Guthrie,BAL,--,--,3.00,--,--,--,--,--,--,93.0,81,34,31,10,3,26,119,1.15,.230,https://www.mlb.com/player/425386
Ricky Nolasco,FLA,--,--,1.94,--,--,--,--,--,--,93.0,52,20,20,3,1,21,147,0.78,.160,https://www.mlb.com/player/445060
A.J. Burnett,NYY,--,--,1.84,--,--,--,--,--,--,93.0,51,22,19,3,11,31,145,0.88,.160,https://www.mlb.com/player/150359
Mike Pelfrey,NYM,--,--,3.40,--,--,--,--,--,--,92.2,81,35,35,7,1,31,113,1.21,.229,https://www.mlb.com/player/460059
Rodrigo Lopez,ARI,--,--,3.45,--,--,--,--,--,--,91.1,78,41,35,12,1,23,116,1.11,.223,https://www.mlb.com/player/150438
Jason Hammel,COL,--,--,3.26,--,--,--,--,--,--,91.0,73,35,33,5,1,23,141,1.05,.212,https://www.mlb.com/player/434628
Bud Norris,HOU,--,--,2.87,--,--,--,--,--,--,91.0,54,30,29,5,3,27,158,0.89,.167,https://www.mlb.com/player/502032
Scott Baker,MIN,--,--,2.98,--,--,--,--,--,--,90.2,63,31,30,9,2,19,148,0.90,.192,https://www.mlb.com/player/435044
Daisuke Matsuzaka,BOS,--,--,2.39,--,--,--,--,--,--,90.1,52,26,24,4,4,40,133,1.02,.165,https://www.mlb.com/player/493137
