name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Ervin Santana,LAA,--,--,8.26,--,--,--,--,--,--,28.1,20,29,26,2,4,10,26,1.06,.192,https://www.mlb.com/player/429722
Brett Myers,HOU,--,--,7.71,--,--,--,--,--,--,28.0,19,26,24,1,2,14,22,1.18,.184,https://www.mlb.com/player/408206
John Lackey,BOS,--,--,10.80,--,--,--,--,--,--,26.2,25,36,32,3,3,16,16,1.54,.248,https://www.mlb.com/player/407793
Roy Halladay,PHI,--,--,5.19,--,--,--,--,--,--,26.0,11,16,15,1,1,8,23,0.73,.126,https://www.mlb.com/player/136880
Dan Haren,LAA,--,--,7.01,--,--,--,--,--,--,25.2,18,23,20,3,0,17,23,1.36,.189,https://www.mlb.com/player/429717
Randy Wells,CHC,--,--,7.82,--,--,--,--,--,--,25.1,15,23,22,2,1,7,16,0.87,.169,https://www.mlb.com/player/448694
Mike Pelfrey,NYM,--,--,9.85,--,--,--,--,--,--,24.2,22,30,27,1,2,12,12,1.38,.234,https://www.mlb.com/player/460059
Yovani Gallardo,MIL,--,--,8.51,--,--,--,--,--,--,24.1,16,31,23,0,0,19,34,1.44,.176,https://www.mlb.com/player/451596
Tim Lincecum,SF,--,--,10.73,--,--,--,--,--,--,24.1,21,30,29,1,0,9,27,1.23,.228,https://www.mlb.com/player/453311
Josh Johnson,FLA,--,--,5.32,--,--,--,--,--,--,23.2,15,16,14,1,0,7,26,0.93,.176,https://www.mlb.com/player/435178
Gio Gonzalez,OAK,--,--,13.11,--,--,--,--,--,--,23.1,28,35,34,2,1,10,21,1.63,.295,https://www.mlb.com/player/461829
Cole Hamels,PHI,--,--,5.79,--,--,--,--,--,--,23.1,15,16,15,0,1,13,29,1.20,.179,https://www.mlb.com/player/430935
Paul Maholm,PIT,--,--,12.34,--,--,--,--,--,--,23.1,32,36,32,1,1,11,10,1.84,.327,https://www.mlb.com/player/430904
Felix Hernandez,SEA,--,--,6.94,--,--,--,--,--,--,23.1,19,29,18,1,1,7,25,1.11,.213,https://www.mlb.com/player/433587
Rodrigo Lopez,ARI,--,--,14.09,--,--,--,--,--,--,23.0,26,44,36,6,2,14,15,1.74,.271,https://www.mlb.com/player/150438
