name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Felix Hernandez,SEA,--,--,1.33,--,--,--,--,--,--,54.0,35,8,8,3,2,8,40,0.80,.203,https://www.mlb.com/player/433587
Chris Carpenter,STL,--,--,1.34,--,--,--,--,--,--,53.2,35,8,8,2,5,7,30,0.78,.207,https://www.mlb.com/player/112020
Ubaldo Jimenez,COL,--,--,1.03,--,--,--,--,--,0,52.1,27,6,6,2,2,13,33,0.76,.179,https://www.mlb.com/player/434622
CC Sabathia,NYY,--,--,1.60,--,--,--,--,--,0,50.2,32,9,9,4,1,15,29,0.93,.203,https://www.mlb.com/player/282332
Zack Greinke,KC,--,--,1.07,--,--,--,--,--,--,50.1,42,6,6,2,1,7,36,0.97,.250,https://www.mlb.com/player/425844
C.J. Wilson,TEX,--,--,3.10,--,--,--,--,--,--,49.1,35,18,17,6,3,6,37,0.83,.223,https://www.mlb.com/player/450351
Livan Hernandez,WSH,--,--,0.91,--,--,--,--,--,0,49.1,38,5,5,2,1,7,22,0.91,.244,https://www.mlb.com/player/115817
Adam Wainwright,STL,--,--,1.29,--,--,--,--,--,--,48.2,31,7,7,3,0,10,36,0.84,.215,https://www.mlb.com/player/425794
John Danks,CWS,--,--,2.61,--,--,--,--,--,--,48.1,46,14,14,5,2,8,24,1.12,.277,https://www.mlb.com/player/433579
Matt Cain,SF,--,--,1.86,--,--,--,--,--,--,48.1,26,10,10,4,1,6,32,0.66,.173,https://www.mlb.com/player/430912
Tim Hudson,ATL,--,--,1.88,--,--,--,--,--,--,48.0,30,10,10,4,4,10,25,0.83,.221,https://www.mlb.com/player/218596
Edwin Jackson,CWS,--,--,1.89,--,--,--,--,--,0,47.2,33,10,10,4,0,7,33,0.84,.213,https://www.mlb.com/player/429719
Randy Wolf,MIL,--,--,4.02,--,--,--,--,--,0,47.0,48,21,21,8,0,9,30,1.21,.286,https://www.mlb.com/player/150116
Clayton Richard,SD,--,--,2.14,--,--,--,--,--,--,46.1,48,11,11,4,0,9,19,1.23,.302,https://www.mlb.com/player/453385
Ryan Dempster,CHC,--,--,2.36,--,--,--,--,--,--,45.2,31,12,12,6,1,14,31,0.99,.215,https://www.mlb.com/player/133225
Max Scherzer,DET,--,--,2.17,--,--,--,--,--,--,45.2,30,12,11,5,2,10,39,0.88,.219,https://www.mlb.com/player/453286
Ricky Romero,TOR,--,--,1.18,--,--,--,--,--,--,45.2,38,8,6,3,1,9,28,1.03,.259,https://www.mlb.com/player/460069
Roy Halladay,PHI,--,--,1.59,--,--,--,--,--,--,45.1,41,8,8,3,1,7,31,1.06,.265,https://www.mlb.com/player/136880
Roberto Hernandez,CLE,--,--,1.80,--,--,--,--,--,--,45.0,33,9,9,4,2,9,10,0.93,.232,https://www.mlb.com/player/433584
A.J. Burnett,NYY,--,--,2.01,--,--,--,--,--,0,44.2,30,11,10,2,2,13,27,0.96,.227,https://www.mlb.com/player/150359
Joe Saunders,ARI,--,--,2.66,--,--,--,--,--,--,44.0,44,13,13,5,1,10,22,1.23,.293,https://www.mlb.com/player/434578
