name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Roy Halladay,PHI,12,5,2.21,18,18,4,1,0,0,138.2,126,37,34,12,2,21,117,1.06,.242,https://www.mlb.com/player/136880
Dan Haren,LAA,9,7,3.33,20,20,1,0,0,0,135.0,129,52,50,18,4,33,128,1.20,.248,https://www.mlb.com/player/429717
Chris Carpenter,STL,12,4,2.81,19,19,1,0,0,0,134.1,107,46,42,12,11,33,102,1.04,.218,https://www.mlb.com/player/112020
Mike Pelfrey,NYM,10,3,2.83,19,19,0,0,0,0,124.0,114,40,39,4,4,44,72,1.27,.246,https://www.mlb.com/player/460059
Tim Hudson,ATL,11,5,2.48,18,18,0,0,0,0,123.1,96,35,34,8,5,36,88,1.07,.218,https://www.mlb.com/player/218596
Roberto Hernandez,CLE,6,9,3.88,19,19,2,1,0,0,123.0,118,59,53,11,5,45,72,1.33,.257,https://www.mlb.com/player/433584
Roy Oswalt,PHI,7,9,3.19,18,18,1,1,0,0,118.1,96,44,42,15,1,30,109,1.06,.224,https://www.mlb.com/player/400061
Felix Hernandez,SEA,8,4,2.06,16,16,3,0,0,0,118.0,89,30,27,7,3,25,119,0.97,.208,https://www.mlb.com/player/433587
Cole Hamels,PHI,7,6,3.14,18,18,0,0,0,0,117.1,107,42,41,16,5,34,114,1.20,.243,https://www.mlb.com/player/430935
John Danks,CWS,8,7,3.79,17,17,1,1,0,0,116.1,98,51,49,13,1,31,94,1.11,.226,https://www.mlb.com/player/433579
Adam Wainwright,STL,12,3,1.78,16,16,3,1,0,0,116.1,93,28,23,3,2,21,104,0.98,.223,https://www.mlb.com/player/425794
John Lackey,BOS,11,5,4.34,18,18,0,0,0,0,116.0,129,63,56,8,8,32,90,1.39,.282,https://www.mlb.com/player/407793
Ervin Santana,LAA,9,4,4.24,17,17,2,1,0,0,114.2,113,58,54,17,6,35,97,1.29,.256,https://www.mlb.com/player/429722
David Price,TB,9,2,1.96,16,16,1,1,0,0,114.2,86,26,25,8,3,34,107,1.05,.206,https://www.mlb.com/player/456034
C.J. Wilson,TEX,11,3,3.70,19,19,1,0,0,0,114.1,98,50,47,6,6,46,95,1.26,.228,https://www.mlb.com/player/450351
Joe Saunders,ARI,5,8,4.50,18,18,2,1,0,0,114.0,117,59,57,15,3,36,70,1.34,.271,https://www.mlb.com/player/434578
Hiroki Kuroda,LAD,6,6,3.10,17,17,0,0,0,0,113.1,101,45,39,9,1,27,83,1.13,.239,https://www.mlb.com/player/493133
Justin Verlander,DET,12,3,2.31,16,16,1,0,0,0,113.0,90,31,29,6,3,28,111,1.04,.216,https://www.mlb.com/player/434378
Doug Fister,SEA,4,8,3.61,17,17,0,0,0,0,112.1,115,46,45,9,4,13,56,1.14,.264,https://www.mlb.com/player/450729
Livan Hernandez,WSH,5,7,3.85,18,18,1,1,0,0,112.1,116,53,48,11,2,39,65,1.38,.274,https://www.mlb.com/player/115817
Zack Greinke,KC,8,5,4.28,17,17,0,0,0,0,111.1,119,59,53,6,3,29,93,1.33,.278,https://www.mlb.com/player/425844
Jered Weaver,LAA,6,4,1.86,16,16,0,0,0,0,111.1,87,29,23,6,0,24,120,1.00,.209,https://www.mlb.com/player/450308
CC Sabathia,NYY,11,2,3.00,16,16,1,0,0,0,111.0,90,41,37,8,4,34,97,1.12,.220,https://www.mlb.com/player/282332
Ted Lilly,LAD,6,5,3.43,16,16,1,1,0,0,110.1,83,45,42,20,2,22,96,0.95,.206,https://www.mlb.com/player/150404
Randy Wells,CHC,4,8,4.09,18,18,0,0,0,0,110.0,120,53,50,10,3,33,93,1.39,.275,https://www.mlb.com/player/448694
Edwin Jackson,CWS,5,7,4.95,17,17,0,0,0,0,109.0,116,64,60,14,3,40,95,1.43,.272,https://www.mlb.com/player/429719
Jeremy Guthrie,BAL,7,7,3.81,16,16,0,0,0,0,108.2,91,48,46,11,12,20,70,1.02,.224,https://www.mlb.com/player/425386
Dallas Braden,OAK,6,8,3.56,17,17,1,1,0,0,108.2,100,49,43,8,3,24,69,1.14,.243,https://www.mlb.com/player/460284
Clayton Kershaw,LAD,7,5,3.33,17,17,0,0,0,0,108.0,81,45,40,10,6,46,125,1.18,.207,https://www.mlb.com/player/477132
Jon Garland,SD,7,5,3.00,18,18,0,0,0,0,108.0,89,40,36,9,2,55,75,1.33,.226,https://www.mlb.com/player/279782
Tommy Hanson,ATL,5,5,3.43,18,18,0,0,0,0,107.2,93,45,41,9,7,23,86,1.08,.233,https://www.mlb.com/player/462102
Matt Cain,SF,8,4,2.93,16,16,1,1,0,0,107.2,81,35,35,10,1,28,90,1.01,.208,https://www.mlb.com/player/430912
Barry Zito,SF,7,6,3.35,18,17,0,0,0,0,107.1,89,45,40,12,3,49,81,1.29,.231,https://www.mlb.com/player/217096
Tim Lincecum,SF,9,7,3.69,17,17,1,1,0,0,107.1,101,46,44,8,3,46,116,1.37,.250,https://www.mlb.com/player/453311
Francisco Liriano,MIN,7,5,3.11,16,16,0,0,0,0,107.0,96,37,37,6,5,28,108,1.16,.239,https://www.mlb.com/player/434538
Phil Hughes,NYY,11,4,4.66,18,18,0,0,0,0,106.1,99,56,55,20,0,39,83,1.30,.248,https://www.mlb.com/player/461833
Clayton Richard,SD,6,6,3.15,17,17,0,0,0,0,105.2,88,41,37,9,1,41,94,1.22,.227,https://www.mlb.com/player/453385
Jason Vargas,SEA,7,5,2.86,16,16,0,0,0,0,103.2,94,36,33,8,0,30,62,1.20,.239,https://www.mlb.com/player/450306
