name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Felix Hernandez,SEA,5,8,2.46,18,18,3,1,0,0,131.2,105,50,36,10,5,45,113,1.14,.216,https://www.mlb.com/player/433587
CC Sabathia,NYY,10,5,3.34,18,18,1,0,0,0,126.2,119,51,47,12,3,40,100,1.26,.255,https://www.mlb.com/player/282332
Brett Myers,HOU,6,8,4.03,19,19,1,0,0,0,125.0,116,60,56,16,1,44,93,1.28,.243,https://www.mlb.com/player/408206
Carl Pavano,MIN,9,7,3.77,18,18,6,2,0,0,124.0,120,53,52,16,5,22,66,1.15,.254,https://www.mlb.com/player/134321
Ubaldo Jimenez,COL,10,6,2.63,18,18,3,2,0,0,120.0,76,37,35,6,6,54,118,1.08,.184,https://www.mlb.com/player/434622
Bronson Arroyo,CIN,10,5,3.76,18,18,1,0,0,0,117.1,103,49,49,14,4,26,70,1.10,.234,https://www.mlb.com/player/276520
Ryan Dempster,CHC,10,5,3.09,18,18,1,0,0,0,116.2,104,45,40,14,6,38,113,1.22,.239,https://www.mlb.com/player/133225
Ricky Romero,TOR,8,5,4.10,18,18,1,0,0,0,116.1,114,57,53,8,4,45,89,1.37,.259,https://www.mlb.com/player/460069
Randy Wolf,MIL,8,6,4.11,18,18,1,1,0,0,116.0,108,53,53,12,5,48,66,1.34,.250,https://www.mlb.com/player/150116
Matt Cain,SF,5,7,3.35,17,17,3,1,0,0,115.2,100,49,43,12,3,33,87,1.15,.234,https://www.mlb.com/player/430912
Adam Wainwright,STL,8,8,3.08,17,17,2,1,0,0,114.0,93,40,39,12,2,35,109,1.12,.225,https://www.mlb.com/player/425794
Colby Lewis,TEX,6,9,3.95,18,18,1,0,0,0,114.0,93,50,50,14,6,35,121,1.12,.217,https://www.mlb.com/player/407890
Jered Weaver,LAA,7,8,4.14,18,18,0,0,0,0,113.0,100,54,52,17,0,30,113,1.15,.234,https://www.mlb.com/player/450308
Jon Lester,BOS,11,4,2.88,17,17,1,0,0,0,112.1,80,38,36,4,4,44,137,1.10,.199,https://www.mlb.com/player/452657
Cliff Lee,TEX,7,6,3.53,15,15,4,0,0,0,112.1,111,49,44,9,1,13,93,1.10,.255,https://www.mlb.com/player/424324
Roy Halladay,PHI,9,5,2.73,15,15,5,3,0,0,112.0,105,37,34,12,4,9,102,1.02,.249,https://www.mlb.com/player/136880
Mat Latos,SD,9,6,3.14,19,19,1,1,0,0,111.2,91,39,39,10,1,30,120,1.08,.217,https://www.mlb.com/player/502009
Justin Verlander,DET,6,6,4.45,17,17,3,0,0,0,111.1,100,58,55,8,3,43,108,1.28,.240,https://www.mlb.com/player/434378
Mark Buehrle,CWS,6,8,3.73,17,17,2,0,0,0,111.0,127,51,46,11,0,19,50,1.32,.287,https://www.mlb.com/player/279824
Johan Santana,NYM,4,5,2.78,16,16,2,0,0,0,110.0,95,35,34,13,1,28,83,1.12,.232,https://www.mlb.com/player/276371
Matt Garza,TB,7,8,4.27,17,17,2,0,0,0,109.2,109,56,52,17,3,35,69,1.31,.258,https://www.mlb.com/player/490063
Zack Greinke,KC,2,9,4.06,16,16,3,0,0,0,108.2,100,55,49,12,4,26,88,1.16,.241,https://www.mlb.com/player/425844
Ervin Santana,LAA,8,6,3.58,16,16,2,0,0,0,108.0,108,46,43,10,6,38,72,1.35,.263,https://www.mlb.com/player/429722
A.J. Burnett,NYY,5,8,5.76,19,19,1,0,0,0,106.1,119,73,68,15,11,45,78,1.54,.290,https://www.mlb.com/player/150359
Jake Westbrook,STL,4,7,4.99,18,18,1,0,0,0,106.1,116,61,59,13,7,37,64,1.44,.281,https://www.mlb.com/player/150414
Tim Hudson,ATL,6,4,3.25,16,16,1,0,0,0,105.1,93,39,38,12,4,38,51,1.24,.242,https://www.mlb.com/player/218596
Tim Lincecum,SF,7,3,3.17,16,16,0,0,0,0,105.0,93,38,37,10,2,30,115,1.17,.234,https://www.mlb.com/player/453311
Shaun Marcum,TOR,7,5,4.13,17,17,1,0,0,0,104.2,99,50,48,15,3,14,84,1.08,.244,https://www.mlb.com/player/451788
Anibal Sanchez,FLA,8,8,4.35,17,17,1,1,0,0,103.1,114,53,50,7,5,35,72,1.44,.280,https://www.mlb.com/player/434671
Ian Kennedy,ARI,5,6,4.05,17,17,0,0,0,0,102.1,82,48,46,15,8,44,90,1.23,.222,https://www.mlb.com/player/453178
