name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Roy Halladay,PHI,--,--,1.41,--,--,--,--,--,--,108.1,68,19,17,5,1,0,134,0.63,.180,https://www.mlb.com/player/136880
Cliff Lee,TEX,--,--,2.38,--,--,--,--,--,--,98.1,68,28,26,5,1,0,137,0.69,.189,https://www.mlb.com/player/424324
Felix Hernandez,SEA,--,--,1.68,--,--,--,--,--,--,96.1,48,20,18,2,3,0,142,0.50,.148,https://www.mlb.com/player/433587
Carl Pavano,MIN,--,--,2.55,--,--,--,--,--,--,95.1,75,28,27,6,2,0,76,0.79,.214,https://www.mlb.com/player/134321
Ted Lilly,LAD,--,--,2.28,--,--,--,--,--,--,94.2,56,27,24,9,1,0,124,0.59,.168,https://www.mlb.com/player/150404
Tim Lincecum,SF,--,--,2.57,--,--,--,--,--,--,94.2,66,28,27,6,1,0,137,0.70,.193,https://www.mlb.com/player/453311
Justin Verlander,DET,--,--,2.17,--,--,--,--,--,--,91.1,51,22,22,3,4,0,127,0.56,.163,https://www.mlb.com/player/434378
Roy Oswalt,PHI,--,--,1.69,--,--,--,--,--,--,90.1,62,18,17,3,1,0,120,0.69,.190,https://www.mlb.com/player/400061
Matt Cain,SF,--,--,2.00,--,--,--,--,--,--,90.0,45,21,20,6,1,0,103,0.50,.145,https://www.mlb.com/player/430912
Johan Santana,NYM,--,--,2.52,--,--,--,--,--,--,89.1,67,25,25,7,0,0,97,0.75,.208,https://www.mlb.com/player/276371
Cole Hamels,PHI,--,--,2.01,--,--,--,--,--,--,89.1,57,21,20,9,3,0,126,0.64,.180,https://www.mlb.com/player/430935
Adam Wainwright,STL,--,--,1.21,--,--,--,--,--,--,89.1,54,13,12,1,0,0,116,0.60,.176,https://www.mlb.com/player/425794
Chris Carpenter,STL,--,--,1.64,--,--,--,--,--,--,88.0,43,16,16,2,5,0,108,0.49,.144,https://www.mlb.com/player/112020
Dan Haren,LAA,--,--,2.78,--,--,--,--,--,--,87.1,56,27,27,8,2,0,123,0.64,.182,https://www.mlb.com/player/429717
Bronson Arroyo,CIN,--,--,3.00,--,--,--,--,--,--,87.0,62,29,29,12,4,0,70,0.71,.199,https://www.mlb.com/player/276520
David Price,TB,--,--,1.78,--,--,--,--,--,--,86.0,62,21,17,4,1,0,116,0.72,.196,https://www.mlb.com/player/456034
CC Sabathia,NYY,--,--,1.62,--,--,--,--,--,--,83.1,61,18,15,4,3,0,111,0.73,.201,https://www.mlb.com/player/282332
Brett Myers,HOU,--,--,1.75,--,--,--,--,--,--,82.1,56,19,16,3,2,0,109,0.68,.188,https://www.mlb.com/player/408206
Clayton Kershaw,LAD,--,--,1.76,--,--,--,--,--,--,82.0,46,19,16,2,2,0,137,0.56,.160,https://www.mlb.com/player/477132
Rodrigo Lopez,ARI,--,--,2.45,--,--,--,--,--,--,80.2,63,24,22,7,2,0,80,0.78,.212,https://www.mlb.com/player/150438
Jered Weaver,LAA,--,--,2.45,--,--,--,--,--,--,80.2,64,24,22,6,0,0,108,0.79,.214,https://www.mlb.com/player/450308
Colby Lewis,TEX,--,--,1.47,--,--,--,--,--,--,79.2,49,15,13,4,3,0,111,0.62,.170,https://www.mlb.com/player/407890
Randy Wolf,MIL,--,--,3.53,--,--,--,--,--,--,79.0,69,32,31,7,4,0,82,0.87,.235,https://www.mlb.com/player/150116
Clayton Richard,SD,--,--,3.09,--,--,--,--,--,--,78.2,59,28,27,3,2,0,95,0.75,.209,https://www.mlb.com/player/453385
James Shields,TB,--,--,3.09,--,--,--,--,--,--,78.2,63,31,27,4,2,0,117,0.80,.213,https://www.mlb.com/player/448306
Anibal Sanchez,FLA,--,--,2.07,--,--,--,--,--,--,78.1,53,26,18,1,3,0,85,0.68,.190,https://www.mlb.com/player/434671
Ervin Santana,LAA,--,--,1.50,--,--,--,--,--,--,78.0,55,13,13,4,4,0,89,0.71,.200,https://www.mlb.com/player/429722
