name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Roy Halladay,PHI,--,--,1.17,--,--,--,--,--,--,146.2,158,19,19,19,4,9,139,1.14,.262,https://www.mlb.com/player/136880
Felix Hernandez,SEA,--,--,0.76,--,--,--,--,--,--,142.2,120,12,12,12,5,48,150,1.18,.215,https://www.mlb.com/player/433587
Jered Weaver,LAA,--,--,0.95,--,--,--,--,--,0,142.1,118,15,15,15,0,28,156,1.03,.214,https://www.mlb.com/player/450308
Dan Haren,LAA,--,--,1.34,--,--,--,--,--,--,140.2,141,21,21,21,3,28,137,1.20,.249,https://www.mlb.com/player/429717
Cliff Lee,TEX,--,--,0.71,--,--,--,--,--,--,138.2,114,11,11,11,0,11,120,0.90,.214,https://www.mlb.com/player/424324
Justin Verlander,DET,--,--,0.53,--,--,--,--,--,0,135.0,115,8,8,8,5,35,142,1.11,.220,https://www.mlb.com/player/434378
Matt Cain,SF,--,--,0.81,--,--,--,--,--,--,132.2,122,12,12,12,3,34,108,1.18,.233,https://www.mlb.com/player/430912
Bronson Arroyo,CIN,--,--,1.22,--,--,--,--,--,--,132.1,115,18,18,18,4,31,78,1.10,.225,https://www.mlb.com/player/276520
Adam Wainwright,STL,--,--,0.62,--,--,--,--,--,--,131.0,121,9,9,9,1,28,125,1.14,.234,https://www.mlb.com/player/425794
Carl Pavano,MIN,--,--,1.10,--,--,--,--,--,--,130.1,141,16,16,16,3,17,68,1.21,.265,https://www.mlb.com/player/134321
CC Sabathia,NYY,--,--,0.90,--,--,--,--,--,0,130.0,127,13,13,13,4,37,117,1.26,.243,https://www.mlb.com/player/282332
Tim Hudson,ATL,--,--,1.04,--,--,--,--,--,--,129.2,124,15,15,14,5,36,82,1.23,.238,https://www.mlb.com/player/218596
Chris Carpenter,STL,--,--,0.97,--,--,--,--,--,--,129.1,133,14,14,14,5,36,108,1.31,.252,https://www.mlb.com/player/112020
Roy Oswalt,PHI,--,--,0.79,--,--,--,--,--,--,126.0,112,11,11,11,3,32,120,1.14,.227,https://www.mlb.com/player/400061
Ted Lilly,LAD,--,--,1.36,--,--,--,--,--,0,125.1,111,19,19,19,4,20,101,1.05,.227,https://www.mlb.com/player/150404
Ryan Dempster,CHC,--,--,1.16,--,--,--,--,--,--,124.1,117,16,16,16,2,45,126,1.30,.238,https://www.mlb.com/player/133225
Jeremy Guthrie,BAL,--,--,1.09,--,--,--,--,--,0,123.1,119,15,15,15,9,26,76,1.18,.240,https://www.mlb.com/player/425386
Cole Hamels,PHI,--,--,1.39,--,--,--,--,--,--,123.1,116,19,19,19,4,33,124,1.21,.238,https://www.mlb.com/player/430935
Brett Myers,HOU,--,--,0.96,--,--,--,--,--,--,122.1,133,13,13,13,1,32,103,1.35,.265,https://www.mlb.com/player/408206
Ervin Santana,LAA,--,--,1.54,--,--,--,--,--,--,122.1,138,21,21,21,3,38,88,1.44,.272,https://www.mlb.com/player/429722
Zack Greinke,KC,--,--,0.97,--,--,--,--,--,--,121.0,122,13,13,13,5,27,105,1.23,.249,https://www.mlb.com/player/425844
John Danks,CWS,--,--,0.82,--,--,--,--,--,--,120.2,99,11,11,11,2,49,107,1.23,.213,https://www.mlb.com/player/433579
Shaun Marcum,TOR,--,--,1.04,--,--,--,--,--,--,120.2,108,14,14,14,5,20,105,1.06,.228,https://www.mlb.com/player/451788
Ubaldo Jimenez,COL,--,--,0.15,--,--,--,--,--,0,119.1,101,2,2,2,7,54,124,1.30,.218,https://www.mlb.com/player/434622
Hiroki Kuroda,LAD,--,--,0.46,--,--,--,--,--,--,118.2,102,6,6,6,4,19,100,1.02,.219,https://www.mlb.com/player/493133
Gio Gonzalez,OAK,--,--,0.53,--,--,--,--,--,--,118.2,93,7,7,7,2,48,104,1.19,.204,https://www.mlb.com/player/461829
Tommy Hanson,ATL,--,--,0.76,--,--,--,--,--,--,118.1,108,10,10,10,10,27,106,1.14,.233,https://www.mlb.com/player/462102
Jake Westbrook,STL,--,--,0.76,--,--,--,--,--,0,118.1,113,10,10,10,5,29,84,1.20,.241,https://www.mlb.com/player/150414
John Lackey,BOS,--,--,0.61,--,--,--,--,--,--,118.0,135,8,8,8,3,33,106,1.42,.276,https://www.mlb.com/player/407793
Matt Garza,TB,--,--,1.14,--,--,--,--,--,--,118.0,123,15,15,15,3,31,91,1.31,.256,https://www.mlb.com/player/490063
Trevor Cahill,OAK,--,--,0.77,--,--,--,--,--,--,117.1,99,10,10,10,3,40,80,1.18,.217,https://www.mlb.com/player/502239
Mat Latos,SD,--,--,0.93,--,--,--,--,--,--,116.2,97,12,12,12,0,27,126,1.06,.216,https://www.mlb.com/player/502009
Clayton Kershaw,LAD,--,--,0.46,--,--,--,--,--,--,116.1,97,6,6,6,4,42,117,1.19,.214,https://www.mlb.com/player/477132
Randy Wolf,MIL,--,--,1.32,--,--,--,--,--,0,116.1,120,17,17,17,6,48,79,1.44,.253,https://www.mlb.com/player/150116
Jon Lester,BOS,--,--,0.39,--,--,--,--,--,--,115.2,91,5,5,5,6,49,147,1.21,.206,https://www.mlb.com/player/452657
Tim Lincecum,SF,--,--,0.62,--,--,--,--,--,--,115.1,113,8,8,8,3,44,131,1.36,.246,https://www.mlb.com/player/453311
C.J. Wilson,TEX,--,--,0.16,--,--,--,--,--,--,115.0,89,2,2,2,6,59,95,1.29,.204,https://www.mlb.com/player/450351
Ian Kennedy,ARI,--,--,1.18,--,--,--,--,--,0,114.2,103,15,15,15,6,32,102,1.18,.228,https://www.mlb.com/player/453178
Jon Garland,SD,--,--,0.87,--,--,--,--,--,0,114.1,99,11,11,11,1,48,78,1.29,.222,https://www.mlb.com/player/279782
David Price,TB,--,--,0.79,--,--,--,--,--,--,114.1,105,10,10,9,2,47,100,1.33,.231,https://www.mlb.com/player/456034
Mark Buehrle,CWS,--,--,0.63,--,--,--,--,--,--,114.0,131,8,8,8,1,29,55,1.40,.275,https://www.mlb.com/player/279824
James Shields,TB,--,--,1.66,--,--,--,--,--,0,113.2,145,21,21,21,4,25,107,1.50,.296,https://www.mlb.com/player/448306
Ricky Romero,TOR,--,--,0.48,--,--,--,--,--,--,113.1,100,6,6,6,5,52,99,1.34,.225,https://www.mlb.com/player/460069
Colby Lewis,TEX,--,--,1.28,--,--,--,--,--,--,112.2,112,16,16,16,2,28,119,1.24,.245,https://www.mlb.com/player/407890
Livan Hernandez,WSH,--,--,0.88,--,--,--,--,--,0,112.2,138,11,11,11,2,28,65,1.47,.288,https://www.mlb.com/player/115817
Johan Santana,NYM,--,--,0.65,--,--,--,--,--,--,111.1,114,8,8,8,2,26,92,1.26,.254,https://www.mlb.com/player/276371
Dallas Braden,OAK,--,--,0.89,--,--,--,--,--,--,111.1,111,11,11,11,4,25,75,1.22,.249,https://www.mlb.com/player/460284
Barry Zito,SF,--,--,1.21,--,--,--,--,--,0,111.1,110,15,15,15,4,40,99,1.35,.247,https://www.mlb.com/player/217096
Jonathan Sanchez,SF,--,--,1.31,--,--,--,--,--,--,109.2,92,16,16,16,4,50,119,1.29,.216,https://www.mlb.com/player/456043
Edwin Jackson,CWS,--,--,1.23,--,--,--,--,--,0,109.1,124,15,15,15,4,47,108,1.56,.272,https://www.mlb.com/player/429719
Rodrigo Lopez,ARI,--,--,1.66,--,--,--,--,--,--,108.2,130,20,20,20,1,31,67,1.48,.281,https://www.mlb.com/player/150438
Anibal Sanchez,FLA,--,--,0.50,--,--,--,--,--,--,108.0,101,6,6,6,1,45,83,1.35,.235,https://www.mlb.com/player/434671
Roberto Hernandez,CLE,--,--,1.00,--,--,--,--,--,--,107.2,124,12,12,12,3,45,85,1.57,.276,https://www.mlb.com/player/433584
Joe Saunders,ARI,--,--,1.27,--,--,--,--,--,--,106.2,136,15,15,15,2,31,61,1.57,.295,https://www.mlb.com/player/434578
Clayton Richard,SD,--,--,0.76,--,--,--,--,--,--,106.1,108,9,9,9,3,47,99,1.46,.251,https://www.mlb.com/player/453385
Phil Hughes,NYY,--,--,0.93,--,--,--,--,--,0,106.0,97,11,11,11,0,34,91,1.24,.234,https://www.mlb.com/player/461833
Max Scherzer,DET,--,--,0.85,--,--,--,--,--,--,105.2,104,10,10,10,5,49,105,1.45,.246,https://www.mlb.com/player/453286
Wandy Rodriguez,HOU,--,--,0.68,--,--,--,--,--,--,105.1,99,8,8,8,5,36,105,1.28,.233,https://www.mlb.com/player/434643
Francisco Liriano,MIN,--,--,0.34,--,--,--,--,--,--,105.1,100,4,4,4,4,32,119,1.25,.239,https://www.mlb.com/player/434538
Kevin Millwood,BAL,--,--,1.37,--,--,--,--,--,--,105.0,118,17,16,17,3,32,81,1.43,.270,https://www.mlb.com/player/119154
Jason Vargas,SEA,--,--,1.03,--,--,--,--,--,--,105.0,104,12,12,12,1,41,64,1.38,.245,https://www.mlb.com/player/450306
Doug Fister,SEA,--,--,0.52,--,--,--,--,--,--,104.1,98,6,6,6,4,14,67,1.07,.237,https://www.mlb.com/player/450729
Johnny Cueto,CIN,--,--,1.13,--,--,--,--,--,--,104.0,110,13,13,13,4,25,83,1.30,.260,https://www.mlb.com/player/456501
Gavin Floyd,CWS,--,--,0.78,--,--,--,--,--,--,103.2,107,9,9,9,6,33,90,1.35,.253,https://www.mlb.com/player/425856
Derek Lowe,ATL,--,--,0.79,--,--,--,--,--,--,103.0,121,9,9,9,2,22,81,1.39,.277,https://www.mlb.com/player/117955
Chad Billingsley,LAD,--,--,0.61,--,--,--,--,--,--,102.2,101,7,7,7,4,34,93,1.31,.243,https://www.mlb.com/player/451532
Randy Wells,CHC,--,--,1.06,--,--,--,--,--,--,102.1,114,12,12,12,2,37,82,1.48,.266,https://www.mlb.com/player/448694
Chris Volstad,FLA,--,--,0.97,--,--,--,--,--,--,102.1,105,11,11,11,4,30,64,1.32,.255,https://www.mlb.com/player/458690
Josh Johnson,FLA,--,--,0.44,--,--,--,--,--,--,101.2,99,5,5,5,5,20,107,1.17,.242,https://www.mlb.com/player/435178
Mike Pelfrey,NYM,--,--,0.80,--,--,--,--,--,--,101.1,120,9,9,9,3,35,69,1.53,.278,https://www.mlb.com/player/460059
Jeff Niemann,TB,--,--,1.61,--,--,--,--,--,--,100.2,96,18,18,18,3,34,86,1.29,.239,https://www.mlb.com/player/435298
Kyle Davies,KC,--,--,0.99,--,--,--,--,--,--,100.0,109,11,11,11,0,47,75,1.56,.265,https://www.mlb.com/player/434678
Rick Porcello,DET,--,--,1.00,--,--,--,--,--,--,99.0,105,11,11,11,2,15,51,1.21,.260,https://www.mlb.com/player/519144
Jason Hammel,COL,--,--,1.10,--,--,--,--,--,--,98.1,115,12,12,12,2,25,82,1.42,.276,https://www.mlb.com/player/434628
R.A. Dickey,NYM,--,--,0.64,--,--,--,--,--,--,98.1,98,7,7,7,3,23,67,1.23,.250,https://www.mlb.com/player/285079
Yovani Gallardo,MIL,--,--,0.55,--,--,--,--,--,--,98.0,100,6,6,6,2,32,112,1.35,.250,https://www.mlb.com/player/451596
Kyle Kendrick,PHI,--,--,1.38,--,--,--,--,--,--,98.0,123,15,15,15,1,22,57,1.48,.293,https://www.mlb.com/player/452718
Joe Blanton,PHI,--,--,1.38,--,--,--,--,--,--,97.2,121,16,15,16,0,20,80,1.44,.289,https://www.mlb.com/player/430599
Jeremy Bonderman,DET,--,--,1.49,--,--,--,--,--,0,96.2,100,16,16,16,5,30,66,1.34,.253,https://www.mlb.com/player/425827
Brad Bergesen,BAL,--,--,1.59,--,--,--,--,--,0,96.0,111,17,17,17,1,25,51,1.42,.273,https://www.mlb.com/player/448269
Ricky Nolasco,FLA,--,--,1.60,--,--,--,--,--,--,95.2,106,17,17,17,0,16,94,1.28,.268,https://www.mlb.com/player/445060
Scott Baker,MIN,--,--,1.22,--,--,--,--,--,0,95.2,113,13,13,13,3,21,86,1.40,.283,https://www.mlb.com/player/435044
Jaime Garcia,STL,--,--,0.38,--,--,--,--,--,--,94.0,85,4,4,4,0,26,72,1.18,.230,https://www.mlb.com/player/448802
Brian Matusz,BAL,--,--,0.77,--,--,--,--,--,--,93.2,99,8,8,8,3,39,82,1.47,.259,https://www.mlb.com/player/451085
Joel Pineiro,LAA,--,--,0.87,--,--,--,--,--,--,93.0,86,9,9,9,1,19,58,1.13,.234,https://www.mlb.com/player/334492
Chris Narveson,MIL,--,--,1.16,--,--,--,--,--,--,93.0,99,12,12,12,3,36,85,1.45,.260,https://www.mlb.com/player/429780
Jonathon Niese,NYM,--,--,0.97,--,--,--,--,--,--,92.2,105,10,10,10,9,29,84,1.45,.271,https://www.mlb.com/player/477003
Brett Cecil,TOR,--,--,0.78,--,--,--,--,--,0,92.2,95,8,8,8,1,30,74,1.35,.252,https://www.mlb.com/player/446399
Clay Buchholz,BOS,--,--,0.68,--,--,--,--,--,0,92.0,90,7,7,7,1,38,76,1.39,.243,https://www.mlb.com/player/453329
Wade Davis,TB,--,--,1.37,--,--,--,--,--,--,92.0,111,14,14,14,0,31,64,1.54,.285,https://www.mlb.com/player/451584
Paul Maholm,PIT,--,--,0.69,--,--,--,--,--,--,91.2,110,7,7,7,7,38,50,1.61,.281,https://www.mlb.com/player/430904
Javier Vazquez,NYY,--,--,2.07,--,--,--,--,--,0,91.1,93,21,21,21,2,39,73,1.45,.253,https://www.mlb.com/player/134320
Mitch Talbot,CLE,--,--,0.79,--,--,--,--,--,0,91.0,95,8,8,8,2,31,66,1.38,.257,https://www.mlb.com/player/452676
Nick Blackburn,MIN,--,--,1.42,--,--,--,--,--,--,89.0,111,14,14,14,3,29,49,1.57,.294,https://www.mlb.com/player/448147
Kevin Slowey,MIN,--,--,1.62,--,--,--,--,--,--,88.2,104,16,16,16,3,15,71,1.34,.279,https://www.mlb.com/player/458713
Justin Masterson,CLE,--,--,0.82,--,--,--,--,--,--,88.1,96,9,8,9,6,41,70,1.55,.263,https://www.mlb.com/player/475416
Dave Bush,MIL,--,--,1.94,--,--,--,--,--,--,88.1,120,19,19,19,1,33,59,1.73,.308,https://www.mlb.com/player/433657
Freddy Garcia,CWS,--,--,1.54,--,--,--,--,--,--,87.2,97,15,15,15,3,25,49,1.39,.266,https://www.mlb.com/player/150119
A.J. Burnett,NYY,--,--,1.56,--,--,--,--,--,0,86.2,122,15,15,15,12,45,66,1.93,.319,https://www.mlb.com/player/150359
Daisuke Matsuzaka,BOS,--,--,0.43,--,--,--,--,--,--,84.1,75,4,4,4,5,39,81,1.35,.228,https://www.mlb.com/player/493137
Wade LeBlanc,SD,--,--,1.61,--,--,--,--,--,--,83.2,97,15,15,15,0,29,72,1.51,.279,https://www.mlb.com/player/453281
Armando Galarraga,DET,--,--,1.53,--,--,--,--,--,--,82.1,85,14,14,14,3,29,47,1.38,.254,https://www.mlb.com/player/451482
Zach Duke,PIT,--,--,1.66,--,--,--,--,--,--,81.1,118,15,15,15,1,22,54,1.72,.319,https://www.mlb.com/player/435043
Bud Norris,HOU,--,--,1.11,--,--,--,--,--,0,81.0,74,10,10,10,3,41,90,1.42,.228,https://www.mlb.com/player/502032
