name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Brett Myers,HOU,--,--,6.10,--,--,--,--,--,--,41.1,31,30,28,2,2,19,34,1.21,.201,https://www.mlb.com/player/408206
Felix Hernandez,SEA,--,--,4.02,--,--,--,--,--,--,40.1,26,29,18,1,1,12,44,0.94,.178,https://www.mlb.com/player/433587
Roy Halladay,PHI,--,--,3.60,--,--,--,--,--,--,40.0,19,17,16,1,1,10,31,0.73,.140,https://www.mlb.com/player/136880
Ervin Santana,LAA,--,--,6.81,--,--,--,--,--,--,39.2,32,33,30,4,4,18,35,1.26,.216,https://www.mlb.com/player/429722
Dan Haren,LAA,--,--,5.03,--,--,--,--,--,--,39.1,33,25,22,4,0,17,34,1.27,.226,https://www.mlb.com/player/429717
Tim Lincecum,SF,--,--,7.78,--,--,--,--,--,--,39.1,31,35,34,3,0,12,47,1.09,.209,https://www.mlb.com/player/453311
Chris Carpenter,STL,--,--,6.23,--,--,--,--,--,--,39.0,30,35,27,3,4,14,26,1.13,.207,https://www.mlb.com/player/112020
John Lackey,BOS,--,--,9.00,--,--,--,--,--,--,38.0,43,42,38,5,4,18,22,1.61,.287,https://www.mlb.com/player/407793
David Price,TB,--,--,4.06,--,--,--,--,--,--,37.2,25,21,17,0,0,12,42,0.98,.189,https://www.mlb.com/player/456034
Clayton Kershaw,LAD,--,--,4.86,--,--,--,--,--,--,37.0,22,22,20,1,0,20,38,1.14,.173,https://www.mlb.com/player/477132
Randy Wells,CHC,--,--,6.44,--,--,--,--,--,--,36.1,26,27,26,3,2,10,25,0.99,.194,https://www.mlb.com/player/448694
Mark Buehrle,CWS,--,--,9.17,--,--,--,--,--,--,36.1,42,41,37,5,0,11,18,1.46,.286,https://www.mlb.com/player/279824
Anibal Sanchez,FLA,--,--,7.00,--,--,--,--,--,--,36.0,39,34,28,3,2,10,39,1.36,.267,https://www.mlb.com/player/434671
Carl Pavano,MIN,--,--,6.50,--,--,--,--,--,--,36.0,34,27,26,1,1,10,29,1.22,.245,https://www.mlb.com/player/134321
Ryan Dempster,CHC,--,--,10.95,--,--,--,--,--,--,35.1,39,56,43,6,6,20,36,1.67,.277,https://www.mlb.com/player/133225
Mike Pelfrey,NYM,--,--,7.64,--,--,--,--,--,--,35.1,38,34,30,1,2,15,16,1.50,.268,https://www.mlb.com/player/460059
Matt Cain,SF,--,--,9.42,--,--,--,--,--,--,35.1,33,42,37,6,0,9,27,1.19,.246,https://www.mlb.com/player/430912
Paul Maholm,PIT,--,--,9.77,--,--,--,--,--,--,35.0,48,43,38,2,1,11,22,1.69,.320,https://www.mlb.com/player/430904
Ricky Romero,TOR,--,--,8.23,--,--,--,--,--,--,35.0,37,39,32,3,1,11,34,1.37,.259,https://www.mlb.com/player/460069
Gio Gonzalez,OAK,--,--,10.38,--,--,--,--,--,--,34.2,49,41,40,4,1,16,31,1.88,.325,https://www.mlb.com/player/461829
Roy Oswalt,PHI,--,--,4.93,--,--,--,--,--,--,34.2,20,20,19,4,1,11,35,0.89,.165,https://www.mlb.com/player/400061
Jason Vargas,SEA,--,--,6.75,--,--,--,--,--,--,34.2,32,29,26,4,0,5,21,1.07,.234,https://www.mlb.com/player/450306
Tim Hudson,ATL,--,--,6.55,--,--,--,--,--,--,34.1,21,25,25,1,1,21,19,1.22,.172,https://www.mlb.com/player/218596
Johan Santana,NYM,--,--,8.91,--,--,--,--,--,--,34.1,35,34,34,4,0,16,18,1.49,.255,https://www.mlb.com/player/276371
Clayton Richard,SD,--,--,8.13,--,--,--,--,--,--,34.1,44,33,31,3,1,17,24,1.78,.303,https://www.mlb.com/player/453385
Tommy Hanson,ATL,--,--,8.47,--,--,--,--,--,--,34.0,33,35,32,2,1,16,30,1.44,.246,https://www.mlb.com/player/462102
Roberto Hernandez,CLE,--,--,8.74,--,--,--,--,--,--,34.0,32,37,33,3,2,9,17,1.21,.239,https://www.mlb.com/player/433584
Adam Wainwright,STL,--,--,5.56,--,--,--,--,--,--,34.0,21,23,21,4,2,17,42,1.12,.171,https://www.mlb.com/player/425794
Josh Johnson,FLA,--,--,4.28,--,--,--,--,--,--,33.2,27,18,16,1,0,15,31,1.25,.218,https://www.mlb.com/player/435178
Zack Greinke,KC,--,--,9.62,--,--,--,--,--,--,33.2,32,42,36,4,0,18,34,1.49,.246,https://www.mlb.com/player/425844
Chad Billingsley,LAD,--,--,6.42,--,--,--,--,--,--,33.2,34,27,24,0,1,21,40,1.63,.256,https://www.mlb.com/player/451532
Francisco Liriano,MIN,--,--,8.55,--,--,--,--,--,--,33.2,30,32,32,3,3,10,40,1.19,.234,https://www.mlb.com/player/434538
