player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Charlie Culberson,2B,ATL,--,1,1,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/518586
Austin Dean,LF,STL,--,1,1,1,1,0,0,0,3,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/621573
Andrew Romine,SS,TEX,--,1,1,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/461865
Max Schrock,2B,STL,--,2,1,1,0,0,1,1,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/621011
Tyler Stephenson,C,CIN,--,6,2,4,0,0,2,5,2,1,0,0,.667,.750,1.667,2.417,https://www.mlb.com/player/663886
Yadiel Hernandez,LF,WSH,--,5,2,3,2,0,1,4,1,1,0,0,.600,.667,1.600,2.267,https://www.mlb.com/player/628450
Bobby Dalbec,3B,BOS,--,20,9,9,1,0,6,9,10,5,0,0,.450,.645,1.400,2.045,https://www.mlb.com/player/666915
Cesar Puello,OF,BOS,--,1,0,1,0,0,0,0,2,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/527049
Deivy Grullon,C,BOS,--,1,0,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/620453
Oscar Hernandez,C,KC,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/591712
Billy McKinney,LF,MIL,--,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/641856
Rafael Marchan,C,PHI,--,1,1,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/665561
Sergio Alcantara,SS,DET,--,3,1,1,0,0,1,1,2,0,0,0,.333,.600,1.333,1.933,https://www.mlb.com/player/642727
Edwin Rios,3B,LAD,--,15,5,7,1,0,4,7,4,1,0,0,.467,.579,1.333,1.912,https://www.mlb.com/player/621458
Andrew Knizner,C,STL,--,3,0,3,0,0,0,4,0,0,0,0,1.000,.750,1.000,1.750,https://www.mlb.com/player/668800
Randy Arozarena,LF,TB,--,18,6,9,1,0,3,4,6,6,1,0,.500,.654,1.056,1.709,https://www.mlb.com/player/668227
Tyrone Taylor,CF,MIL,--,15,3,7,4,0,2,5,2,0,0,0,.467,.529,1.133,1.663,https://www.mlb.com/player/621438
Ke'Bryan Hayes,3B,PIT,--,25,5,13,1,2,2,5,9,1,0,0,.520,.647,.960,1.607,https://www.mlb.com/player/663647
Michael Conforto,RF,NYM,--,51,11,24,5,0,5,14,24,6,0,1,.471,.654,.863,1.517,https://www.mlb.com/player/624424
Manny Machado,3B,SD,--,64,20,27,3,0,10,24,26,8,2,0,.422,.570,.938,1.507,https://www.mlb.com/player/592518
Alex Dickerson,LF,SF,--,43,15,20,2,1,5,14,16,5,0,0,.465,.600,.907,1.507,https://www.mlb.com/player/543105
Marcell Ozuna,LF,ATL,--,62,16,25,2,0,9,21,38,12,0,0,.403,.630,.871,1.501,https://www.mlb.com/player/542303
Jedd Gyorko,3B,MIL,--,35,9,13,2,0,6,11,15,7,0,0,.371,.549,.943,1.492,https://www.mlb.com/player/576397
Ozzie Albies,2B,ATL,--,18,6,7,1,0,3,7,5,1,1,1,.389,.542,.944,1.486,https://www.mlb.com/player/645277
Joey Votto,1B,CIN,--,54,16,19,3,0,8,13,37,10,0,0,.352,.615,.852,1.467,https://www.mlb.com/player/458015
Austin Slater,LF,SF,--,13,8,4,0,0,2,3,16,3,2,1,.308,.690,.769,1.459,https://www.mlb.com/player/596103
Wil Myers,LF,SD,--,58,17,24,5,1,7,17,18,9,0,1,.414,.553,.897,1.449,https://www.mlb.com/player/571976
Sam Huff,C,TEX,--,11,3,5,2,0,1,1,2,3,0,0,.455,.538,.909,1.448,https://www.mlb.com/player/669087
Ian Happ,CF,CHC,--,49,10,19,6,0,5,11,30,9,0,0,.388,.620,.816,1.437,https://www.mlb.com/player/664023
Matt Thaiss,1B,LAA,--,6,2,2,0,0,1,1,4,2,0,0,.333,.600,.833,1.433,https://www.mlb.com/player/642136
Max Stassi,C,LAA,--,19,7,7,0,0,3,9,11,2,0,0,.368,.581,.842,1.423,https://www.mlb.com/player/545358
Josh Harrison,2B,WSH,--,23,8,10,1,0,3,6,6,4,1,1,.435,.552,.870,1.421,https://www.mlb.com/player/543281
Willi Castro,SS,DET,--,25,9,10,1,1,3,10,7,4,0,0,.400,.515,.880,1.395,https://www.mlb.com/player/650489
George Springer,RF,HOU,--,50,17,18,2,0,7,16,24,6,0,0,.360,.566,.820,1.386,https://www.mlb.com/player/543807
Tomas Nido,C,NYM,--,8,1,3,1,0,1,2,2,2,0,0,.375,.500,.875,1.375,https://www.mlb.com/player/621512
Freddie Freeman,1B,ATL,--,68,20,23,10,0,6,22,45,8,0,0,.338,.602,.750,1.352,https://www.mlb.com/player/518692
Guillermo Heredia,CF,NYM,--,13,4,5,0,0,2,3,3,2,0,0,.385,.500,.846,1.346,https://www.mlb.com/player/628338
Trevor Story,SS,COL,--,74,17,29,8,2,6,13,24,10,5,1,.392,.541,.797,1.338,https://www.mlb.com/player/596115
Bryce Harper,RF,PHI,--,52,9,18,5,0,4,11,49,9,3,1,.346,.660,.673,1.333,https://www.mlb.com/player/547180
Rowdy Tellez,1B,TOR,--,32,9,10,2,0,5,8,11,5,0,0,.313,.488,.844,1.332,https://www.mlb.com/player/642133
Anderson Tejeda,SS,TEX,--,15,3,7,2,0,1,3,2,2,0,1,.467,.529,.800,1.329,https://www.mlb.com/player/660731
Will Smith,C,LAD,--,48,12,17,6,0,5,14,20,6,0,0,.354,.536,.792,1.328,https://www.mlb.com/player/669257
Taylor Ward,OF,LAA,--,25,3,12,4,1,0,2,8,3,0,0,.480,.606,.720,1.326,https://www.mlb.com/player/621493
Byron Buxton,CF,MIN,--,18,6,5,0,0,4,7,2,1,0,0,.278,.381,.944,1.325,https://www.mlb.com/player/621439
Mike Trout,CF,LAA,--,69,16,24,3,2,7,24,35,14,0,0,.348,.571,.754,1.325,https://www.mlb.com/player/545361
Curt Casali,C,CIN,--,20,6,5,1,0,3,3,14,7,0,0,.250,.571,.750,1.321,https://www.mlb.com/player/592200
Donovan Solano,SS,SF,--,30,10,13,3,0,2,9,10,2,0,0,.433,.585,.733,1.319,https://www.mlb.com/player/456781
Gio Urshela,3B,NYY,--,38,10,16,3,0,3,12,18,4,0,0,.421,.576,.737,1.313,https://www.mlb.com/player/570482
Fernando Tatis Jr.,SS,SD,--,69,23,23,4,0,9,20,27,14,4,0,.333,.526,.783,1.308,https://www.mlb.com/player/665487
Yolmer Sanchez,2B,CWS,--,6,1,2,2,0,0,0,5,2,0,0,.333,.636,.667,1.303,https://www.mlb.com/player/570560
Kelvin Gutierrez,3B,KC,--,2,0,1,0,0,0,0,3,1,0,0,.500,.800,.500,1.300,https://www.mlb.com/player/642721
Mike Brosseau,3B,TB,--,22,5,9,4,0,1,4,8,2,0,0,.409,.567,.727,1.294,https://www.mlb.com/player/670712
Yasmani Grandal,C,CWS,--,45,8,16,3,0,4,13,30,15,0,0,.356,.603,.689,1.291,https://www.mlb.com/player/518735
Anthony Santander,LF,BAL,--,45,10,17,5,1,4,14,10,2,0,1,.378,.491,.800,1.291,https://www.mlb.com/player/623993
Jose Abreu,1B,CWS,--,73,16,28,8,0,7,22,18,10,0,0,.384,.505,.781,1.286,https://www.mlb.com/player/547989
Garrett Hampson,2B,COL,--,50,8,20,4,1,4,8,13,8,1,0,.400,.524,.760,1.284,https://www.mlb.com/player/641658
Andrew Stevenson,LF,WSH,--,15,2,6,3,1,0,6,5,1,1,0,.400,.550,.733,1.283,https://www.mlb.com/player/664057
Miguel Rojas,SS,MIA,--,44,7,17,4,1,3,13,16,2,1,0,.386,.550,.727,1.277,https://www.mlb.com/player/500743
Mike Moustakas,2B,CIN,--,47,8,15,3,0,6,16,18,4,0,0,.319,.508,.766,1.274,https://www.mlb.com/player/519058
Andrew Knapp,C,PHI,--,16,4,5,0,1,1,4,15,0,0,0,.313,.645,.625,1.270,https://www.mlb.com/player/595284
Stephen Vogt,C,ARI,--,13,3,4,2,0,1,3,8,0,0,0,.308,.571,.692,1.264,https://www.mlb.com/player/519390
JaCoby Jones,CF,DET,--,28,4,10,2,0,3,8,7,8,0,0,.357,.514,.750,1.264,https://www.mlb.com/player/592444
Franmil Reyes,RF,CLE,--,64,12,26,4,0,5,15,24,14,0,0,.406,.556,.703,1.259,https://www.mlb.com/player/614177
Jeff Mathis,C,TEX,--,17,5,5,0,0,3,7,5,1,0,0,.294,.435,.824,1.258,https://www.mlb.com/player/425772
Cody Bellinger,RF,LAD,--,61,18,20,5,0,6,11,30,7,2,1,.328,.549,.705,1.254,https://www.mlb.com/player/641355
Teoscar Hernandez,LF,TOR,--,47,10,17,3,0,5,9,14,12,2,1,.362,.508,.745,1.253,https://www.mlb.com/player/606192
Trent Grisham,RF,SD,--,68,21,22,3,0,8,14,31,19,3,1,.324,.530,.721,1.251,https://www.mlb.com/player/663757
Rhys Hoskins,1B,PHI,--,41,9,12,3,0,4,8,29,5,0,0,.293,.592,.659,1.250,https://www.mlb.com/player/656555
Yordan Alvarez,OF,HOU,--,4,1,1,0,0,1,3,0,0,0,0,.250,.250,1.000,1.250,https://www.mlb.com/player/670541
Albert Pujols,1B,LAA,--,40,7,15,6,0,3,15,9,1,0,0,.375,.490,.750,1.240,https://www.mlb.com/player/405395
Kole Calhoun,RF,ARI,--,54,11,16,4,0,6,16,28,12,0,0,.296,.535,.704,1.239,https://www.mlb.com/player/594777
Jake Marisnick,CF,NYM,--,6,2,3,1,0,0,0,1,1,0,0,.500,.571,.667,1.238,https://www.mlb.com/player/545350
Randal Grichuk,CF,TOR,--,60,14,23,7,0,5,15,13,5,0,1,.383,.486,.750,1.236,https://www.mlb.com/player/545341
Chris Taylor,LF,LAD,--,55,12,18,3,1,5,19,26,10,0,0,.327,.543,.691,1.234,https://www.mlb.com/player/621035
DJ Stewart,RF,BAL,--,27,6,6,0,0,4,7,20,10,0,0,.222,.563,.667,1.229,https://www.mlb.com/player/621466
Albert Almora Jr.,CF,CHC,--,5,2,2,1,0,0,1,3,0,0,0,.400,.625,.600,1.225,https://www.mlb.com/player/546991
Charlie Blackmon,RF,COL,--,56,11,21,3,0,5,19,19,5,1,0,.375,.526,.696,1.223,https://www.mlb.com/player/453568
Willy Adames,SS,TB,--,51,8,18,6,1,3,14,20,15,1,0,.353,.535,.686,1.221,https://www.mlb.com/player/642715
Starling Marte,CF,MIA,--,55,7,22,8,0,3,12,12,5,1,0,.400,.507,.709,1.217,https://www.mlb.com/player/516782
Howie Kendrick,2B,WSH,--,21,4,8,1,0,2,6,7,3,0,0,.381,.500,.714,1.214,https://www.mlb.com/player/435062
Dylan Moore,3B,SEA,--,30,9,11,5,0,1,6,14,5,2,1,.367,.578,.633,1.211,https://www.mlb.com/player/664238
Ji-Man Choi,1B,TB,--,32,5,11,6,0,1,8,20,3,0,0,.344,.585,.625,1.210,https://www.mlb.com/player/596847
Jackie Bradley Jr.,CF,BOS,--,61,15,23,5,0,4,11,23,10,3,2,.377,.553,.656,1.209,https://www.mlb.com/player/598265
Rio Ruiz,3B,BAL,--,43,8,15,5,0,3,13,17,6,0,2,.349,.533,.674,1.208,https://www.mlb.com/player/547004
Jake Cronenworth,SS,SD,--,48,7,19,4,1,2,11,18,4,1,0,.396,.561,.646,1.206,https://www.mlb.com/player/630105
Matt Chapman,3B,OAK,--,40,9,13,3,0,5,10,8,9,0,0,.325,.429,.775,1.204,https://www.mlb.com/player/656305
Cavan Biggio,2B,TOR,--,80,17,24,8,0,7,16,41,16,1,0,.300,.537,.663,1.200,https://www.mlb.com/player/624415
Brandon Belt,1B,SF,--,47,6,16,6,0,2,10,30,10,0,0,.340,.597,.596,1.193,https://www.mlb.com/player/474832
Sam Hilliard,RF,COL,--,28,4,10,1,1,2,3,9,9,0,0,.357,.514,.679,1.192,https://www.mlb.com/player/656541
Kevin Plawecki,C,BOS,--,33,4,14,3,1,1,12,5,5,0,0,.424,.525,.667,1.192,https://www.mlb.com/player/608700
Tim Anderson,SS,CWS,--,49,15,18,2,0,5,8,10,4,0,1,.367,.475,.714,1.189,https://www.mlb.com/player/641313
Luis Torrens,C,SEA,--,17,5,6,2,0,1,3,7,4,0,0,.353,.542,.647,1.189,https://www.mlb.com/player/620443
Domingo Santana,LF,CLE,--,17,3,5,2,0,1,5,13,4,0,0,.294,.600,.588,1.188,https://www.mlb.com/player/570267
Francisco Cervelli,C,MIA,--,16,3,4,1,0,2,4,8,1,0,0,.250,.500,.688,1.188,https://www.mlb.com/player/465041
C.J. Cron,1B,DET,--,9,3,2,0,0,1,2,9,1,0,0,.222,.632,.556,1.187,https://www.mlb.com/player/543068
Austin Meadows,RF,TB,--,34,9,12,1,1,2,6,17,6,0,1,.353,.569,.618,1.186,https://www.mlb.com/player/640457
Jose Ramirez,3B,CLE,--,94,23,28,6,0,11,26,31,16,2,1,.298,.472,.713,1.185,https://www.mlb.com/player/608070
Luis Robert,CF,CWS,--,44,13,12,0,0,6,12,20,12,2,0,.273,.500,.682,1.182,https://www.mlb.com/player/673357
Daulton Varsho,C,ARI,--,18,4,5,3,0,1,1,12,6,1,0,.278,.567,.611,1.178,https://www.mlb.com/player/662139
Kyle Lewis,CF,SEA,--,44,11,17,0,0,2,8,34,6,1,1,.386,.654,.523,1.177,https://www.mlb.com/player/641786
Dominic Smith,1B,NYM,--,36,6,12,3,0,3,12,14,6,0,0,.333,.509,.667,1.176,https://www.mlb.com/player/642086
Paul Goldschmidt,1B,STL,--,59,9,20,8,0,2,6,37,7,0,0,.339,.598,.576,1.174,https://www.mlb.com/player/502671
Jean Segura,SS,PHI,--,44,7,17,3,1,1,9,23,7,0,0,.386,.603,.568,1.171,https://www.mlb.com/player/516416
Michael Brantley,LF,HOU,--,47,12,17,4,0,3,12,17,3,1,0,.362,.531,.638,1.170,https://www.mlb.com/player/488726
Joey Wendle,2B,TB,--,40,8,16,3,2,1,7,10,4,2,1,.400,.519,.650,1.169,https://www.mlb.com/player/621563
Nick Castellanos,RF,CIN,--,60,12,18,4,1,6,14,19,12,0,1,.300,.468,.700,1.168,https://www.mlb.com/player/592206
Derek Hill,CF,DET,--,2,2,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/656537
Corey Dickerson,OF,MIA,--,46,12,19,3,0,2,6,15,4,0,1,.413,.557,.609,1.166,https://www.mlb.com/player/572816
AJ Pollock,CF,LAD,--,46,8,14,1,0,6,13,12,5,1,0,.304,.448,.717,1.166,https://www.mlb.com/player/572041
Brian Anderson,3B,MIA,--,61,13,17,4,0,7,17,22,18,0,0,.279,.476,.689,1.165,https://www.mlb.com/player/605119
Ramon Urias,2B,BAL,--,7,1,2,0,0,1,1,2,1,0,0,.286,.444,.714,1.159,https://www.mlb.com/player/602104
Jonathan Schoop,2B,DET,--,48,7,19,2,1,3,10,8,8,0,0,.396,.491,.667,1.158,https://www.mlb.com/player/570731
Daniel Vogelbach,1B,MIL,--,36,8,9,2,0,4,12,20,9,0,0,.250,.518,.639,1.157,https://www.mlb.com/player/596129
Nelson Cruz,DH,MIN,--,55,7,19,2,0,4,13,25,11,0,0,.345,.556,.600,1.156,https://www.mlb.com/player/443558
Kyle Tucker,RF,HOU,--,66,9,23,4,4,3,16,18,11,1,0,.348,.488,.667,1.155,https://www.mlb.com/player/663656
Jose Iglesias,SS,BAL,--,43,5,18,6,0,2,8,3,1,0,0,.419,.457,.698,1.154,https://www.mlb.com/player/578428
Grayson Greiner,C,DET,--,12,3,3,0,0,2,4,3,6,0,0,.250,.400,.750,1.150,https://www.mlb.com/player/606988
Matt Wieters,C,STL,--,11,2,5,1,0,0,2,3,2,0,0,.455,.600,.545,1.145,https://www.mlb.com/player/446308
Eloy Jimenez,LF,CWS,--,50,7,18,3,0,4,9,12,7,0,0,.360,.484,.660,1.144,https://www.mlb.com/player/650391
Yairo Munoz,OF,BOS,--,7,1,2,1,0,1,2,0,1,1,0,.286,.286,.857,1.143,https://www.mlb.com/player/622168
Adam Duvall,LF,ATL,--,43,12,13,3,0,4,9,15,9,0,0,.302,.492,.651,1.143,https://www.mlb.com/player/594807
Jesse Winker,LF,CIN,--,46,6,14,3,0,3,5,28,9,0,0,.304,.568,.565,1.133,https://www.mlb.com/player/608385
Mike Yastrzemski,LF,SF,--,57,12,18,1,1,4,14,30,8,0,0,.316,.552,.579,1.131,https://www.mlb.com/player/573262
Mookie Betts,RF,LAD,--,65,16,19,5,0,6,10,24,6,3,1,.292,.483,.646,1.129,https://www.mlb.com/player/605141
