player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Travis Blankenhorn,2B,MIN,--,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/663905
Luis Campusano,C,SD,--,2,1,1,0,0,1,1,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/669134
Oscar Hernandez,C,KC,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/591712
Billy McKinney,LF,MIL,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/641856
Eduardo Nunez,2B,NYM,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/456488
Estevan Florial,CF,NYY,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/664314
Caleb Joseph,C,TOR,--,3,1,1,0,0,1,1,1,0,0,0,.333,.500,1.333,1.833,https://www.mlb.com/player/543376
Austin Dean,LF,STL,--,2,0,1,1,0,0,0,2,0,0,0,.500,.750,1.000,1.750,https://www.mlb.com/player/621573
Brian O'Grady,1B,TB,--,3,0,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/657434
Andrew Romine,SS,TEX,--,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/461865
Willians Astudillo,C,MIN,--,7,1,3,1,0,1,1,0,0,0,0,.429,.429,1.000,1.429,https://www.mlb.com/player/553902
Yolmer Sanchez,2B,CWS,--,9,1,3,2,0,1,1,3,3,0,0,.333,.500,.889,1.389,https://www.mlb.com/player/570560
Sam Huff,C,TEX,--,22,3,8,3,0,3,3,1,6,0,0,.364,.391,.909,1.300,https://www.mlb.com/player/669087
Andrew Stevenson,LF,WSH,--,24,2,9,5,0,2,2,1,5,0,0,.375,.423,.833,1.256,https://www.mlb.com/player/664057
Ke'Bryan Hayes,3B,PIT,--,52,4,21,6,1,4,4,4,13,0,0,.404,.446,.788,1.235,https://www.mlb.com/player/663647
Dominic Smith,1B,NYM,--,84,7,32,11,0,7,7,7,18,0,0,.381,.458,.762,1.220,https://www.mlb.com/player/642086
Marcell Ozuna,LF,ATL,--,111,11,40,7,0,11,11,18,28,0,0,.360,.450,.721,1.170,https://www.mlb.com/player/542303
Tyler Stephenson,C,CIN,--,6,1,2,0,0,1,1,0,3,0,0,.333,.333,.833,1.167,https://www.mlb.com/player/663886
Jose Briceno,C,LAA,--,2,0,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/593993
Keibert Ruiz,C,LAD,--,6,1,2,0,0,1,1,0,2,0,0,.333,.333,.833,1.167,https://www.mlb.com/player/660688
Jaylin Davis,RF,SF,--,6,1,2,0,0,1,1,0,2,0,0,.333,.333,.833,1.167,https://www.mlb.com/player/664041
Jared Walsh,1B,LAA,--,46,6,14,2,1,6,6,4,4,0,0,.304,.373,.783,1.155,https://www.mlb.com/player/665120
