player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Jeff Mathis,C,TEX,--,1,1,1,0,0,1,3,1,0,0,0,1.000,1.000,4.000,5.000,https://www.mlb.com/player/425772
Phillip Evans,3B,PIT,--,2,2,2,0,0,1,4,0,0,0,0,1.000,1.000,2.500,3.500,https://www.mlb.com/player/595943
Charlie Culberson,2B,ATL,--,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/518586
Jorge Mateo,SS,SD,--,1,1,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/622761
Jorge Ona,OF,SD,--,1,1,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/671250
Donovan Walton,2B,SEA,--,1,0,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/622268
Matt Adams,1B,ATL,--,4,1,3,1,0,1,5,0,0,0,0,.750,.750,1.750,2.500,https://www.mlb.com/player/571431
Franchy Cordero,CF,KC,--,2,2,1,0,0,1,3,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/614173
Juan Soto,LF,WSH,--,6,3,4,1,0,2,9,0,0,1,0,.667,.667,1.833,2.500,https://www.mlb.com/player/665742
Gavin Lux,2B,LAD,--,3,1,2,0,0,1,4,0,1,0,0,.667,.667,1.667,2.333,https://www.mlb.com/player/666158
David Bote,3B,CHC,--,3,1,2,0,1,0,3,0,1,0,0,.667,.800,1.333,2.133,https://www.mlb.com/player/623520
Christian Arroyo,3B,BOS,--,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/624414
Jarrod Dyson,CF,CWS,--,1,2,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/502481
Aristides Aquino,RF,CIN,--,2,1,2,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/606157
Daniel Johnson,RF,CLE,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/669288
Beau Taylor,C,CLE,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/607333
Derek Hill,CF,DET,--,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/656537
Jared Walsh,1B,LAA,--,8,5,4,0,1,2,8,0,1,0,0,.500,.500,1.500,2.000,https://www.mlb.com/player/665120
Lorenzo Cain,CF,MIL,--,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/456715
Luis Torrens,C,SEA,--,3,0,2,2,0,0,3,0,1,0,0,.667,.667,1.333,2.000,https://www.mlb.com/player/620443
Braden Bishop,CF,SEA,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/623323
Joe Hudson,C,SEA,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/621529
Matt Wieters,C,STL,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/446308
Scott Heineman,RF,TEX,--,3,0,2,2,0,0,4,0,1,0,0,.667,.667,1.333,2.000,https://www.mlb.com/player/595981
Fernando Tatis Jr.,SS,SD,--,9,5,5,0,0,2,7,2,3,3,1,.556,.636,1.222,1.859,https://www.mlb.com/player/665487
