player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Austin Allen,C,OAK,--,6,1,2,0,0,1,2,0,1,0,0,.333,.333,.833,1.167,https://www.mlb.com/player/664119
Jorge Ona,OF,SD,--,3,1,1,1,0,0,1,0,2,0,0,.333,.500,.667,1.167,https://www.mlb.com/player/671250
Adam Duvall,LF,ATL,--,66,14,22,5,0,8,20,6,15,0,0,.333,.392,.773,1.165,https://www.mlb.com/player/594807
Mitch Moreland,1B,SD,--,38,8,11,3,0,5,14,7,8,0,0,.289,.400,.763,1.163,https://www.mlb.com/player/519048
Jedd Gyorko,3B,MIL,--,35,8,12,0,0,5,11,4,10,0,0,.343,.390,.771,1.162,https://www.mlb.com/player/576397
James McCann,C,CWS,--,38,11,14,3,0,4,10,0,10,1,1,.368,.395,.763,1.159,https://www.mlb.com/player/543510
Anthony Bemboom,C,LAA,--,19,5,6,0,0,3,4,1,5,0,1,.316,.364,.789,1.153,https://www.mlb.com/player/621532
Miguel Andujar,3B,NYY,--,20,3,8,2,1,1,5,0,3,0,0,.400,.400,.750,1.150,https://www.mlb.com/player/609280
Franchy Cordero,CF,KC,--,11,2,4,0,0,1,3,3,2,0,0,.364,.500,.636,1.136,https://www.mlb.com/player/614173
Manny Machado,3B,SD,--,84,17,29,5,1,8,21,13,10,2,1,.345,.416,.714,1.130,https://www.mlb.com/player/592518
Jose Ramirez,3B,CLE,--,78,14,26,7,0,7,16,13,13,7,0,.333,.430,.692,1.122,https://www.mlb.com/player/608070
Trevor Story,SS,COL,--,95,21,33,6,3,7,15,12,23,9,1,.347,.421,.695,1.115,https://www.mlb.com/player/596115
Travis d'Arnaud,C,ATL,--,60,13,22,1,0,6,15,6,19,0,0,.367,.424,.683,1.108,https://www.mlb.com/player/518595
Xander Bogaerts,SS,BOS,--,54,10,20,3,0,4,14,9,10,3,0,.370,.453,.648,1.101,https://www.mlb.com/player/593428
Brent Rooker,OF,MIN,--,5,1,2,1,0,0,0,0,2,0,0,.400,.500,.600,1.100,https://www.mlb.com/player/667670
Ty France,3B,SEA,--,44,9,17,4,1,2,6,3,10,0,0,.386,.438,.659,1.097,https://www.mlb.com/player/664034
Edwin Rios,3B,LAD,--,22,8,6,2,0,3,8,2,7,0,0,.273,.320,.773,1.093,https://www.mlb.com/player/621458
Ian Happ,CF,CHC,--,53,8,16,4,1,4,14,13,15,0,2,.302,.448,.642,1.089,https://www.mlb.com/player/664023
Jason Heyward,RF,CHC,--,56,11,20,4,0,4,12,8,13,1,0,.357,.441,.643,1.084,https://www.mlb.com/player/518792
Lorenzo Cain,CF,MIL,--,7,1,3,1,0,0,1,1,2,0,0,.429,.500,.571,1.071,https://www.mlb.com/player/456715
Sam Huff,C,TEX,--,7,0,3,1,0,0,0,1,3,0,0,.429,.500,.571,1.071,https://www.mlb.com/player/669087
Luis Arraez,2B,MIN,--,36,4,16,5,0,0,5,4,2,0,0,.444,.488,.583,1.071,https://www.mlb.com/player/650333
Teoscar Hernandez,LF,TOR,--,56,10,18,3,0,6,13,5,18,0,0,.321,.371,.696,1.067,https://www.mlb.com/player/606192
Austin Meadows,RF,TB,--,29,4,12,5,0,0,6,4,12,0,0,.414,.472,.586,1.058,https://www.mlb.com/player/640457
Andrew McCutchen,LF,PHI,--,64,16,20,2,0,7,22,8,13,2,0,.313,.384,.672,1.055,https://www.mlb.com/player/457705
Cam Gallagher,C,KC,--,19,2,8,3,0,0,0,2,3,0,0,.421,.476,.579,1.055,https://www.mlb.com/player/595956
Yadiel Hernandez,LF,WSH,--,8,2,2,1,0,1,4,1,2,0,0,.250,.300,.750,1.050,https://www.mlb.com/player/628450
Greg Allen,LF,SD,--,6,1,1,0,0,1,3,2,3,1,0,.167,.375,.667,1.042,https://www.mlb.com/player/656185
Gavin Lux,2B,LAD,--,24,5,7,1,0,3,7,1,10,0,0,.292,.320,.708,1.028,https://www.mlb.com/player/666158
Miguel Rojas,SS,MIA,--,40,7,15,3,1,1,6,5,5,2,0,.375,.444,.575,1.019,https://www.mlb.com/player/500743
Aristides Aquino,RF,CIN,--,10,2,3,0,0,1,5,0,2,1,0,.300,.417,.600,1.017,https://www.mlb.com/player/606157
Fernando Tatis Jr.,SS,SD,--,68,15,23,5,1,3,15,10,20,2,3,.338,.439,.574,1.013,https://www.mlb.com/player/665487
Tim Anderson,SS,CWS,--,51,16,18,4,0,3,12,3,9,3,1,.353,.404,.608,1.011,https://www.mlb.com/player/641313
Danny Jansen,C,TOR,--,39,8,11,1,0,4,13,7,7,0,0,.282,.396,.615,1.011,https://www.mlb.com/player/643376
Dexter Fowler,RF,STL,--,29,5,10,1,0,2,7,4,10,0,0,.345,.424,.586,1.010,https://www.mlb.com/player/451594
Ramon Urias,2B,BAL,--,5,1,2,1,0,0,0,0,2,0,0,.400,.400,.600,1.000,https://www.mlb.com/player/602104
Oscar Hernandez,C,KC,--,2,1,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/591712
Elliot Soto,SS,LAA,--,3,2,1,1,0,0,0,0,1,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/519303
Ryan Lavarnway,C,MIA,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/543432
Willians Astudillo,C,MIN,--,2,2,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/553902
Travis Blankenhorn,2B,MIN,--,0,0,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/663905
Ali Sanchez,C,NYM,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/645305
Andrew Susac,C,PIT,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/572180
Max Schrock,2B,STL,--,5,1,1,0,0,1,1,0,3,0,0,.200,.200,.800,1.000,https://www.mlb.com/player/621011
Kyle Tucker,RF,HOU,--,75,14,25,5,3,3,16,8,12,4,1,.333,.398,.600,.998,https://www.mlb.com/player/663656
Mike Trout,CF,LAA,--,66,14,18,3,0,6,15,14,16,1,1,.273,.405,.591,.996,https://www.mlb.com/player/545361
Rhys Hoskins,1B,PHI,--,68,17,18,5,0,6,14,12,16,0,0,.265,.390,.603,.993,https://www.mlb.com/player/656555
Byron Buxton,CF,MIN,--,40,9,12,1,0,5,10,0,7,1,1,.300,.293,.700,.993,https://www.mlb.com/player/621439
Mike Brosseau,3B,TB,--,20,4,7,1,0,1,4,2,5,0,0,.350,.440,.550,.990,https://www.mlb.com/player/670712
Freddie Freeman,1B,ATL,--,89,21,27,7,1,5,23,16,17,0,0,.303,.415,.573,.988,https://www.mlb.com/player/518692
Ronald Acuna Jr.,LF,ATL,--,36,15,7,1,0,4,11,13,15,3,0,.194,.431,.556,.987,https://www.mlb.com/player/660670
Corey Seager,SS,LAD,--,83,17,25,5,1,7,14,7,13,1,0,.301,.348,.639,.986,https://www.mlb.com/player/608369
Asdrubal Cabrera,3B,WSH,--,51,9,17,5,1,2,13,7,9,0,0,.333,.393,.588,.982,https://www.mlb.com/player/452678
Clint Frazier,RF,NYY,--,38,13,12,1,0,3,11,5,11,2,0,.316,.400,.579,.979,https://www.mlb.com/player/640449
Luke Voit,1B,NYY,--,73,15,19,1,0,9,17,7,25,0,0,.260,.333,.644,.977,https://www.mlb.com/player/572228
Alex Bregman,3B,HOU,--,40,8,13,2,0,2,13,9,6,0,0,.325,.440,.525,.965,https://www.mlb.com/player/608324
Dominic Smith,1B,NYM,--,61,10,17,6,1,4,19,9,16,0,0,.279,.356,.607,.963,https://www.mlb.com/player/642086
Martin Maldonado,C,HOU,--,37,6,10,2,0,2,10,13,12,0,0,.270,.471,.486,.957,https://www.mlb.com/player/455117
JaCoby Jones,CF,DET,--,27,6,9,2,0,2,6,0,8,0,0,.333,.321,.630,.951,https://www.mlb.com/player/592444
Nelson Cruz,DH,MIN,--,57,11,15,1,0,6,15,7,19,0,0,.263,.354,.596,.950,https://www.mlb.com/player/443558
Lourdes Gurriel Jr.,LF,TOR,--,79,12,28,9,0,3,17,2,20,2,1,.354,.361,.582,.944,https://www.mlb.com/player/666971
Miguel Cabrera,1B,DET,--,61,10,19,1,0,4,14,12,14,0,0,.311,.419,.525,.944,https://www.mlb.com/player/408234
Christian Walker,1B,ARI,--,65,12,19,6,1,4,14,6,11,0,0,.292,.342,.600,.942,https://www.mlb.com/player/572233
Gio Urshela,3B,NYY,--,47,10,16,4,0,2,11,4,10,1,0,.340,.389,.553,.942,https://www.mlb.com/player/570482
DJ LeMahieu,2B,NYY,--,48,13,17,3,0,2,6,3,8,2,0,.354,.396,.542,.938,https://www.mlb.com/player/518934
Brandon Crawford,SS,SF,--,51,12,14,3,0,4,16,7,15,0,1,.275,.367,.569,.935,https://www.mlb.com/player/543063
Cedric Mullins,CF,BAL,--,42,8,15,1,2,1,5,2,10,3,1,.357,.386,.548,.934,https://www.mlb.com/player/656775
David Fletcher,SS,LAA,--,44,14,16,2,0,1,9,9,7,0,1,.364,.455,.477,.932,https://www.mlb.com/player/664058
Nick Heath,CF,KC,--,6,2,2,1,0,0,3,1,2,1,0,.333,.429,.500,.929,https://www.mlb.com/player/670084
Matt Beaty,1B,LAD,--,18,4,6,0,0,1,1,2,5,0,0,.333,.429,.500,.929,https://www.mlb.com/player/607461
Pete Alonso,1B,NYM,--,76,11,21,3,0,6,11,10,15,1,0,.276,.375,.553,.928,https://www.mlb.com/player/624413
Alex Dickerson,LF,SF,--,53,13,17,3,0,3,7,4,10,0,0,.321,.379,.547,.926,https://www.mlb.com/player/543105
Justin Turner,3B,LAD,--,53,6,20,4,0,1,9,3,8,0,0,.377,.411,.509,.920,https://www.mlb.com/player/457759
Franmil Reyes,RF,CLE,--,61,5,21,4,0,2,13,8,21,0,0,.344,.411,.508,.919,https://www.mlb.com/player/614177
Mark Canha,OF,OAK,--,58,10,18,5,1,1,14,14,19,2,0,.310,.436,.483,.919,https://www.mlb.com/player/592192
Luis Torrens,C,SEA,--,29,2,11,4,0,0,3,1,5,0,0,.379,.400,.517,.917,https://www.mlb.com/player/620443
Didi Gregorius,SS,PHI,--,70,14,20,3,1,5,20,5,8,1,0,.286,.342,.571,.913,https://www.mlb.com/player/544369
Taylor Ward,OF,LAA,--,27,4,11,1,0,0,4,3,8,2,0,.407,.467,.444,.911,https://www.mlb.com/player/621493
Jeff McNeil,3B,NYM,--,56,11,21,4,0,0,6,7,6,0,1,.375,.463,.446,.909,https://www.mlb.com/player/643446
