player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Carlos Rivero,3B,BOS,--,3,1,3,1,0,1,3,0,0,0,0,1.000,1.000,2.333,3.333,https://www.mlb.com/player/491640
Alex Cobb,P,TB,--,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/502171
Andrew Chafin,P,ARI,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/605177
Dallas Beeler,P,CHC,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/542923
Brian Schlitter,P,CHC,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/489295
Pedro Villarreal,P,CIN,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543881
Corey Kluber,P,CLE,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/446372
Christian Friedrich,P,COL,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543184
Steven Moya,RF,DET,--,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/570615
Brad Penny,P,MIA,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/207267
Jeurys Familia,P,NYM,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/544727
Buddy Carlyle,P,NYM,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/234194
Jeanmar Gomez,P,PIT,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/491646
Tony Watson,P,PIT,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/453265
Jemile Weeks,2B,BOS,--,7,3,5,2,0,0,0,0,0,1,0,.714,.750,1.000,1.750,https://www.mlb.com/player/457789
James Shields,P,KC,--,3,0,2,1,0,0,1,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/448306
Zeke Spruill,P,ARI,--,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/543809
Jose Pirela,2B,NYY,--,8,1,4,0,2,0,1,0,2,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/517369
Donn Roach,P,SD,--,2,0,1,1,0,0,0,0,1,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/543698
Joey Terdoslavich,RF,ATL,--,6,0,3,2,0,0,2,0,1,0,0,.500,.571,.833,1.405,https://www.mlb.com/player/519345
Nyjer Morgan,CF,CLE,--,13,5,7,0,0,1,2,0,1,2,0,.538,.500,.769,1.269,https://www.mlb.com/player/460579
Rusney Castillo,CF,BOS,--,16,3,7,0,0,2,4,0,3,2,0,.438,.438,.813,1.250,https://www.mlb.com/player/628329
Bryce Brentz,RF,BOS,--,8,3,4,2,0,0,1,0,1,0,0,.500,.500,.750,1.250,https://www.mlb.com/player/518490
Kevin Correia,P,LAD,--,4,1,2,1,0,0,1,0,1,0,0,.500,.500,.750,1.250,https://www.mlb.com/player/429781
Christian Colon,SS,KC,--,19,2,10,3,0,0,5,0,3,1,0,.526,.526,.684,1.211,https://www.mlb.com/player/518568
Antoan Richardson,RF,NYY,--,5,1,3,0,0,0,1,0,1,0,0,.600,.600,.600,1.200,https://www.mlb.com/player/460322
Rafael Ynoa,3B,COL,--,22,1,11,4,0,0,7,0,2,0,0,.500,.500,.682,1.182,https://www.mlb.com/player/501255
Cory Spangenberg,2B,SD,--,19,4,8,0,0,2,5,0,2,0,0,.421,.421,.737,1.158,https://www.mlb.com/player/605486
Travis Wood,P,CHC,--,14,2,5,2,0,1,5,0,4,0,0,.357,.438,.714,1.152,https://www.mlb.com/player/475243
Scott Van Slyke,LF,LAD,--,74,12,30,4,1,6,14,0,15,4,0,.405,.416,.730,1.145,https://www.mlb.com/player/475100
Pete Kozma,SS,STL,--,9,1,4,2,0,0,0,0,1,0,0,.444,.444,.667,1.111,https://www.mlb.com/player/518902
J.T. Realmuto,C,MIA,--,10,0,5,1,0,0,5,0,2,0,0,.500,.500,.600,1.100,https://www.mlb.com/player/592663
Troy Tulowitzki,SS,COL,--,112,32,42,8,1,8,20,0,11,0,1,.375,.398,.679,1.077,https://www.mlb.com/player/453064
Nolan Reimold,RF,ARI,--,25,3,9,2,0,2,5,0,7,0,0,.360,.360,.680,1.040,https://www.mlb.com/player/460099
Andy Parrino,SS,OAK,--,14,2,4,3,0,1,3,0,5,0,0,.286,.313,.714,1.027,https://www.mlb.com/player/519107
Kevin Pillar,CF,TOR,--,32,8,12,3,0,2,5,0,2,1,1,.375,.364,.656,1.020,https://www.mlb.com/player/607680
Kristopher Negron,2B,CIN,--,52,10,18,5,0,4,10,0,8,2,0,.346,.346,.673,1.019,https://www.mlb.com/player/502117
Giancarlo Stanton,RF,MIA,--,157,40,52,12,0,14,33,0,46,6,0,.331,.335,.675,1.011,https://www.mlb.com/player/519317
Andrew McCutchen,CF,PIT,--,212,35,77,16,2,13,47,0,31,4,1,.363,.368,.642,1.010,https://www.mlb.com/player/457705
Bud Norris,P,BAL,--,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/502032
Jackson Williams,C,LAA,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/519425
Scott Sizemore,3B,NYY,--,4,0,2,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/502003
Zoilo Almonte,LF,NYY,--,11,1,4,0,0,1,2,0,3,1,0,.364,.364,.636,1.000,https://www.mlb.com/player/501660
Andres Blanco,3B,PHI,--,16,3,5,3,0,1,3,0,1,0,0,.313,.313,.688,1.000,https://www.mlb.com/player/433217
Dean Anna,SS,PIT,--,8,1,2,1,0,1,1,0,1,0,0,.250,.250,.750,1.000,https://www.mlb.com/player/542883
Greg Garcia,2B,STL,--,5,1,2,1,0,0,0,0,1,0,0,.400,.400,.600,1.000,https://www.mlb.com/player/594824
Shelby Miller,P,STL,--,20,3,8,4,0,0,4,0,7,0,0,.400,.400,.600,1.000,https://www.mlb.com/player/571946
Colby Lewis,P,TEX,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/407890
Craig Stammen,P,WSH,--,3,0,1,1,0,0,0,0,2,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/489334
