player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Carlos Rivero,3B,BOS,--,1,1,1,0,0,1,3,0,0,0,0,1.000,1.000,4.000,5.000,https://www.mlb.com/player/491640
Jorge Polanco,SS,MIN,--,2,2,2,1,1,0,3,0,0,0,0,1.000,1.000,2.500,3.500,https://www.mlb.com/player/593871
Jackson Williams,C,LAA,--,2,1,1,0,0,1,3,0,0,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/519425
Bud Norris,P,BAL,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/502032
Caleb Gindl,RF,MIL,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518725
Jeurys Familia,P,NYM,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/544727
Eury Perez,CF,NYY,--,1,2,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/516811
Gary Brown,CF,SF,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518502
Craig Stammen,P,WSH,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/489334
Adam Moore,C,SD,--,2,1,1,1,0,0,1,2,0,0,0,.500,.750,1.000,1.750,https://www.mlb.com/player/446192
Kyle Parker,RF,COL,--,2,1,1,1,0,0,1,0,1,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/592621
James Shields,P,KC,--,2,1,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/448306
Andres Blanco,3B,PHI,--,5,4,2,0,0,1,3,1,2,0,0,.400,.500,1.000,1.500,https://www.mlb.com/player/433217
Nick Evans,1B,ARI,--,7,1,3,1,0,1,5,0,3,0,0,.429,.429,1.000,1.429,https://www.mlb.com/player/452783
Clint Robinson,1B,LAD,--,3,3,2,0,0,0,2,0,1,0,0,.667,.667,.667,1.333,https://www.mlb.com/player/519208
Rusney Castillo,CF,BOS,--,8,5,3,0,0,1,5,2,3,0,0,.375,.545,.750,1.295,https://www.mlb.com/player/628329
Travis Wood,P,CHC,--,10,8,3,0,0,2,7,0,4,0,0,.300,.364,.900,1.264,https://www.mlb.com/player/475243
