player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
David Buchanan,P,PHI,--,1,0,1,1,0,0,0,2,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/571527
Dilson Herrera,2B,NYM,--,2,1,1,0,0,1,3,4,1,0,0,.500,.833,2.000,2.833,https://www.mlb.com/player/599096
Jacob Turner,P,CHC,--,3,0,2,2,0,0,0,1,1,0,0,.667,.750,1.333,2.083,https://www.mlb.com/player/545363
Clay Buchholz,P,BOS,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/453329
James McCann,C,DET,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543510
Robbie Ray,P,DET,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/592662
Brett Hayes,C,KC,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/451109
Roberto Hernandez,P,LAD,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/433584
Clint Robinson,1B,LAD,--,1,0,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/519208
Chris Getz,2B,TOR,--,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/460051
Tony Cruz,C,STL,--,10,2,6,2,0,1,5,11,0,0,1,.600,.810,1.100,1.910,https://www.mlb.com/player/488810
Nick Evans,1B,ARI,--,3,1,1,0,0,1,3,0,2,0,0,.333,.333,1.333,1.667,https://www.mlb.com/player/452783
Nick Ahmed,SS,ARI,--,2,2,1,1,0,0,1,1,1,0,0,.500,.667,1.000,1.667,https://www.mlb.com/player/605113
Kyle Parker,RF,COL,--,2,0,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/592621
Andrew Lambo,LF,PIT,--,2,0,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/518911
Luis Sardinas,SS,TEX,--,6,1,3,2,0,0,1,3,0,1,0,.500,.667,.833,1.500,https://www.mlb.com/player/596143
Steven Souza Jr.,RF,WSH,--,4,1,1,0,0,1,1,2,3,0,0,.250,.500,1.000,1.500,https://www.mlb.com/player/519306
Cesar Hernandez,SS,PHI,--,14,3,7,1,0,1,1,7,2,0,0,.500,.667,.786,1.452,https://www.mlb.com/player/514917
Ramiro Pena,2B,ATL,--,9,0,5,2,0,0,1,3,2,0,0,.556,.667,.778,1.444,https://www.mlb.com/player/455369
Jeff Baker,1B,MIA,--,16,3,8,2,0,1,2,5,2,0,0,.500,.619,.813,1.432,https://www.mlb.com/player/425557
Johnny Cueto,P,CIN,--,3,0,2,0,0,0,1,1,1,0,0,.667,.750,.667,1.417,https://www.mlb.com/player/456501
Doug Bernier,SS,MIN,--,3,0,2,0,0,0,0,1,1,0,0,.667,.750,.667,1.417,https://www.mlb.com/player/448674
Matt Duffy,3B,SF,--,3,0,2,0,0,0,2,1,0,0,0,.667,.750,.667,1.417,https://www.mlb.com/player/622110
Nate Freiman,1B,OAK,--,4,2,1,0,0,1,1,1,1,0,0,.250,.400,1.000,1.400,https://www.mlb.com/player/474384
Anthony Gose,CF,TOR,--,18,0,8,2,1,0,0,16,5,0,0,.444,.706,.667,1.373,https://www.mlb.com/player/543238
Michael McKenry,C,COL,--,13,2,5,1,0,1,2,11,2,0,0,.385,.667,.692,1.359,https://www.mlb.com/player/502374
Grant Green,LF,LAA,--,4,2,2,1,0,0,0,1,1,0,1,.500,.600,.750,1.350,https://www.mlb.com/player/502205
Jake Smolinski,LF,TEX,--,11,0,6,2,0,0,1,1,2,0,0,.545,.615,.727,1.343,https://www.mlb.com/player/519295
Eric Fryer,C,MIN,--,7,2,2,1,0,1,1,2,3,0,0,.286,.444,.857,1.302,https://www.mlb.com/player/518700
Kyle Hendricks,P,CHC,--,2,0,1,0,0,0,1,3,1,0,0,.500,.800,.500,1.300,https://www.mlb.com/player/543294
Jemile Weeks,2B,BOS,--,7,1,3,0,1,0,1,4,0,0,0,.429,.583,.714,1.298,https://www.mlb.com/player/457789
Brett Lawrie,3B,TOR,--,21,5,8,2,0,2,5,7,7,0,0,.381,.517,.762,1.279,https://www.mlb.com/player/543434
Brandon Barnes,RF,COL,--,13,4,4,1,0,1,2,12,3,0,0,.308,.640,.615,1.255,https://www.mlb.com/player/488681
Xavier Nady,LF,SEA,--,5,1,1,0,0,1,1,2,0,0,0,.200,.429,.800,1.229,https://www.mlb.com/player/294558
Chris Nelson,3B,SD,--,5,1,2,1,0,0,1,3,1,0,0,.400,.625,.600,1.225,https://www.mlb.com/player/455126
Alexei Ramirez,SS,CWS,--,30,8,12,2,1,1,7,12,7,1,0,.400,.581,.633,1.215,https://www.mlb.com/player/493351
Didi Gregorius,SS,ARI,--,24,7,10,0,0,2,7,9,8,0,0,.417,.543,.667,1.210,https://www.mlb.com/player/544369
Scott Van Slyke,LF,LAD,--,36,5,12,4,0,3,7,13,12,0,0,.333,.510,.694,1.205,https://www.mlb.com/player/475100
Steve Pearce,LF,BAL,--,31,6,9,0,0,4,7,15,11,1,0,.290,.522,.677,1.199,https://www.mlb.com/player/456665
Javier Baez,SS,CHC,--,22,2,7,2,0,2,2,9,13,0,1,.318,.516,.682,1.198,https://www.mlb.com/player/595879
Chris Valaika,1B,CHC,--,12,1,4,1,0,1,3,5,4,0,0,.333,.529,.667,1.196,https://www.mlb.com/player/453362
Juan Lagares,CF,NYM,--,29,7,10,1,1,2,6,12,9,1,1,.345,.537,.655,1.192,https://www.mlb.com/player/501571
Jose Abreu,1B,CWS,--,43,7,14,5,0,3,10,19,12,1,1,.326,.532,.651,1.183,https://www.mlb.com/player/547989
Justin Turner,3B,LAD,--,30,6,10,2,1,1,4,21,6,0,0,.333,.608,.567,1.175,https://www.mlb.com/player/457759
Jonathan Schoop,2B,BAL,--,28,6,9,2,0,3,6,7,11,0,0,.321,.457,.714,1.171,https://www.mlb.com/player/570731
Mookie Betts,CF,BOS,--,30,3,11,3,1,1,4,11,4,0,0,.367,.537,.633,1.170,https://www.mlb.com/player/605141
Adrian Beltre,3B,TEX,--,33,5,9,5,0,2,9,21,8,0,0,.273,.564,.606,1.170,https://www.mlb.com/player/134181
Trevor Plouffe,3B,MIN,--,68,8,20,9,0,5,16,31,24,0,0,.294,.520,.647,1.167,https://www.mlb.com/player/461858
Aaron Harang,P,ATL,--,2,0,1,0,0,0,1,1,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/421685
Michael Cuddyer,RF,COL,--,10,4,3,0,1,0,1,11,6,0,0,.300,.667,.500,1.167,https://www.mlb.com/player/150212
Tyler Collins,LF,DET,--,2,1,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/607385
Justin Bour,1B,MIA,--,6,1,2,1,0,0,3,6,1,0,0,.333,.667,.500,1.167,https://www.mlb.com/player/571506
Jacob deGrom,P,NYM,--,3,0,1,1,0,0,0,1,1,0,0,.333,.500,.667,1.167,https://www.mlb.com/player/594798
Francisco Liriano,P,PIT,--,2,0,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/434538
Matt Cain,P,SF,--,2,0,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/430912
Adam Duvall,1B,SF,--,2,1,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/594807
Tomas Telis,C,TEX,--,2,0,1,0,0,0,1,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/542513
George Kottaras,C,TOR,--,6,1,1,0,0,1,1,4,3,0,0,.167,.500,.667,1.167,https://www.mlb.com/player/435459
Lyle Overbay,1B,MIL,--,31,3,10,3,0,2,5,15,11,0,0,.323,.543,.613,1.156,https://www.mlb.com/player/407489
Delmon Young,LF,BAL,--,20,2,7,3,0,1,3,6,6,0,0,.350,.500,.650,1.150,https://www.mlb.com/player/430321
Stephen Vogt,C,OAK,--,31,5,12,3,0,2,6,5,5,0,0,.387,.472,.677,1.150,https://www.mlb.com/player/519390
Mike Trout,CF,LAA,--,100,14,29,7,6,5,17,41,48,0,0,.290,.493,.630,1.123,https://www.mlb.com/player/545361
Edwin Encarnacion,DH,TOR,--,61,8,18,6,0,4,14,30,12,1,0,.295,.527,.590,1.118,https://www.mlb.com/player/429665
Adrian Gonzalez,1B,LAD,--,55,7,20,9,0,1,6,20,15,0,0,.364,.533,.582,1.115,https://www.mlb.com/player/408236
Cliff Pennington,SS,ARI,--,22,5,10,1,0,0,1,9,3,0,1,.455,.613,.500,1.113,https://www.mlb.com/player/460060
Ryan Zimmerman,1B,WSH,--,19,2,6,2,0,1,5,10,5,0,0,.316,.533,.579,1.112,https://www.mlb.com/player/475582
David Lough,LF,BAL,--,9,4,3,1,0,0,1,9,2,0,0,.333,.667,.444,1.111,https://www.mlb.com/player/518953
Alejandro De Aza,LF,BAL,--,44,1,15,6,2,0,5,18,17,0,0,.341,.538,.568,1.107,https://www.mlb.com/player/457477
Skip Schumaker,LF,CIN,--,24,1,9,2,0,1,2,7,6,0,0,.375,.516,.583,1.099,https://www.mlb.com/player/435401
Marcell Ozuna,CF,MIA,--,61,11,16,2,1,6,15,24,23,0,0,.262,.465,.623,1.088,https://www.mlb.com/player/542303
Chris Iannetta,C,LAA,--,27,3,9,1,0,0,6,39,10,0,0,.333,.716,.370,1.087,https://www.mlb.com/player/455104
Freddie Freeman,1B,ATL,--,80,9,25,7,1,2,7,48,30,1,2,.313,.574,.500,1.074,https://www.mlb.com/player/518692
Tommy La Stella,2B,ATL,--,37,2,14,4,0,0,13,18,9,0,0,.378,.582,.486,1.068,https://www.mlb.com/player/600303
Hector Sanchez,C,SF,--,10,2,2,1,0,1,4,5,4,0,1,.200,.467,.600,1.067,https://www.mlb.com/player/516949
Bryce Harper,RF,WSH,--,33,5,9,1,1,2,10,17,14,0,0,.273,.520,.545,1.065,https://www.mlb.com/player/547180
Lonnie Chisenhall,3B,CLE,--,39,7,12,3,0,2,8,19,17,0,0,.308,.525,.538,1.064,https://www.mlb.com/player/502082
Carlos Gomez,CF,MIL,--,37,6,10,2,1,1,7,30,14,0,0,.270,.603,.459,1.062,https://www.mlb.com/player/460576
Luis Valbuena,3B,CHC,--,56,7,15,7,1,2,9,31,17,0,1,.268,.523,.536,1.058,https://www.mlb.com/player/472528
