player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
David Ortiz,DH,BOS,--,239,42,75,14,0,18,87,44,38,0,0,.314,.414,.598,1.012,https://www.mlb.com/player/120074
Kirk Nieuwenhuis,CF,NYM,--,59,15,20,9,0,2,15,9,19,4,0,.339,.414,.593,1.008,https://www.mlb.com/player/543590
Lucas Duda,1B,NYM,--,216,62,62,13,0,18,80,40,49,3,2,.287,.406,.597,1.003,https://www.mlb.com/player/446263
Andrew Chafin,P,ARI,--,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/605177
Joey Terdoslavich,RF,ATL,--,6,1,2,2,0,0,2,0,2,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/519345
John Danks,P,CWS,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/433579
J.J. Hoover,P,CIN,--,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/543331
Zach McAllister,P,CLE,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/502083
Anibal Sanchez,P,DET,--,3,0,1,1,0,0,1,0,2,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/434671
Terrance Gore,LF,KC,--,0,5,0,0,0,0,0,0,0,5,0,.000,1.000,.000,1.000,https://www.mlb.com/player/605253
James Shields,P,KC,--,3,1,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/448306
Jackson Williams,C,LAA,--,7,1,2,0,0,1,3,0,1,0,0,.286,.286,.714,1.000,https://www.mlb.com/player/519425
Justin Bour,1B,MIA,--,34,9,14,3,0,0,10,6,8,0,0,.412,.500,.500,1.000,https://www.mlb.com/player/571506
Antonio Bastardo,P,PHI,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/455374
Tony Watson,P,PIT,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/453265
Audry Perez,C,STL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/542233
Colby Lewis,P,TEX,--,4,0,2,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/407890
Craig Stammen,P,WSH,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/489334
Andrew Susac,C,SF,--,46,12,16,5,0,2,18,5,16,0,0,.348,.412,.587,.999,https://www.mlb.com/player/572180
Jose Abreu,1B,CWS,--,234,62,73,8,1,18,89,32,58,3,1,.312,.404,.585,.990,https://www.mlb.com/player/547989
Giancarlo Stanton,RF,MIA,--,249,70,72,15,0,18,86,57,83,13,1,.289,.423,.566,.989,https://www.mlb.com/player/519317
Mike Trout,CF,LAA,--,242,91,74,24,4,12,87,38,76,16,2,.306,.401,.587,.988,https://www.mlb.com/player/545361
