player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Carlos Rivero,3B,BOS,--,2,1,2,1,0,1,3,0,0,0,0,1.000,1.000,3.000,4.000,https://www.mlb.com/player/491640
Jorge Polanco,SS,MIN,--,2,2,2,1,1,0,3,1,0,0,0,1.000,1.000,2.500,3.500,https://www.mlb.com/player/593871
Bobby Wilson,C,ARI,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/435064
Bud Norris,P,BAL,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/502032
Corey Kluber,P,CLE,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/446372
Jeurys Familia,P,NYM,--,2,0,2,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/544727
Eury Perez,CF,NYY,--,1,2,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/516811
Gary Brown,CF,SF,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518502
Clint Robinson,1B,LAD,--,4,3,3,0,0,0,2,1,1,0,0,.750,.800,.750,1.550,https://www.mlb.com/player/519208
Nick Evans,1B,ARI,--,9,1,4,2,0,1,6,0,3,0,0,.444,.444,1.000,1.444,https://www.mlb.com/player/452783
Adam Moore,C,SD,--,3,1,1,1,0,0,1,2,0,0,0,.333,.600,.667,1.267,https://www.mlb.com/player/446192
Jose Pirela,2B,NYY,--,11,6,5,1,1,0,3,1,2,0,0,.455,.500,.727,1.227,https://www.mlb.com/player/517369
Ben Paulsen,1B,COL,--,21,6,8,2,0,2,8,1,3,0,0,.381,.409,.762,1.171,https://www.mlb.com/player/572019
Kyle Parker,RF,COL,--,6,1,3,1,0,0,1,0,2,0,0,.500,.500,.667,1.167,https://www.mlb.com/player/592621
Rafael Ynoa,3B,COL,--,30,5,15,3,1,0,13,0,4,0,0,.500,.500,.667,1.167,https://www.mlb.com/player/501255
Austin Romine,C,NYY,--,6,2,3,1,0,0,1,0,2,0,0,.500,.500,.667,1.167,https://www.mlb.com/player/519222
Travis Wood,P,CHC,--,18,8,6,2,0,2,9,0,4,0,0,.333,.368,.778,1.146,https://www.mlb.com/player/475243
Xavier Paul,LF,ARI,--,4,2,2,0,0,0,0,1,0,0,0,.500,.600,.500,1.100,https://www.mlb.com/player/449082
Max Stassi,C,HOU,--,10,2,5,1,0,0,4,0,3,0,0,.500,.500,.600,1.100,https://www.mlb.com/player/545358
Tyler Collins,LF,DET,--,12,3,5,0,0,1,4,0,1,0,0,.417,.417,.667,1.083,https://www.mlb.com/player/607385
Rusney Castillo,CF,BOS,--,12,5,4,0,0,1,5,2,3,3,0,.333,.467,.583,1.050,https://www.mlb.com/player/628329
Garin Cecchini,3B,BOS,--,11,5,4,2,0,0,3,2,2,0,0,.364,.500,.545,1.045,https://www.mlb.com/player/594555
Devin Mesoraco,C,CIN,--,168,43,53,11,0,14,69,24,35,1,3,.315,.407,.631,1.038,https://www.mlb.com/player/519023
Paul Goldschmidt,1B,ARI,--,184,68,59,19,1,12,62,28,44,9,3,.321,.407,.630,1.038,https://www.mlb.com/player/502671
Victor Martinez,DH,DET,--,254,70,87,17,0,15,86,46,21,3,2,.343,.438,.587,1.025,https://www.mlb.com/player/400121
Corey Dickerson,LF,COL,--,187,59,65,15,5,9,61,18,35,8,7,.348,.397,.626,1.023,https://www.mlb.com/player/572816
Justin Morneau,1B,COL,--,215,57,78,12,2,12,77,20,24,0,3,.363,.413,.605,1.018,https://www.mlb.com/player/408047
Troy Tulowitzki,SS,COL,--,131,57,43,9,0,7,38,31,24,1,1,.328,.456,.557,1.013,https://www.mlb.com/player/453064
