name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Jeff Samardzija,SF,--,--,5.24,--,--,--,--,--,--,80.2,79,50,47,13,2,0,69,0.98,.261,https://www.mlb.com/player/502188
Jose Quintana,CHC,--,--,2.93,--,--,--,--,--,--,80.0,65,27,26,7,3,0,79,0.81,.223,https://www.mlb.com/player/500779
Ervin Santana,MIN,--,--,4.44,--,--,--,--,--,--,77.0,70,42,38,15,3,0,46,0.91,.239,https://www.mlb.com/player/429722
Gerrit Cole,PIT,--,--,4.93,--,--,--,--,--,--,76.2,77,43,42,13,2,0,57,1.00,.266,https://www.mlb.com/player/543037
Zack Greinke,ARI,--,--,3.20,--,--,--,--,--,--,76.0,64,29,27,8,0,0,69,0.84,.228,https://www.mlb.com/player/425844
Chris Archer,TB,--,--,3.79,--,--,--,--,--,--,76.0,70,35,32,7,3,0,85,0.92,.238,https://www.mlb.com/player/502042
Tanner Roark,WSH,--,--,5.33,--,--,--,--,--,--,76.0,79,49,45,10,2,0,67,1.04,.266,https://www.mlb.com/player/543699
Rick Porcello,BOS,--,--,4.64,--,--,--,--,--,--,75.2,101,48,39,16,1,0,49,1.33,.322,https://www.mlb.com/player/519144
Gio Gonzalez,WSH,--,--,3.23,--,--,--,--,--,--,75.1,62,27,27,6,2,0,66,0.82,.226,https://www.mlb.com/player/461829
Justin Verlander,HOU,--,--,3.87,--,--,--,--,--,--,74.1,67,35,32,12,1,0,70,0.90,.240,https://www.mlb.com/player/434378
Clayton Richard,SD,--,--,6.48,--,--,--,--,--,--,73.2,99,55,53,14,2,0,37,1.34,.331,https://www.mlb.com/player/453385
Ivan Nova,PIT,--,--,3.58,--,--,--,--,--,--,73.0,76,33,29,15,5,0,28,1.04,.272,https://www.mlb.com/player/467100
Jeremy Hellickson,BAL,--,--,4.90,--,--,--,--,--,--,71.2,61,40,39,11,3,0,36,0.85,.230,https://www.mlb.com/player/476451
Carlos Martinez,STL,--,--,3.53,--,--,--,--,--,--,71.1,54,31,28,7,3,0,55,0.76,.208,https://www.mlb.com/player/593372
Chris Sale,BOS,--,--,4.44,--,--,--,--,--,--,71.0,72,36,35,13,4,0,85,1.01,.260,https://www.mlb.com/player/519242
Zach Davies,MIL,--,--,3.42,--,--,--,--,--,--,71.0,76,30,27,8,0,0,34,1.07,.274,https://www.mlb.com/player/605200
Martin Perez,TEX,--,--,4.48,--,--,--,--,--,--,70.1,74,41,35,9,2,0,43,1.05,.277,https://www.mlb.com/player/527048
Jacob deGrom,NYM,--,--,4.54,--,--,--,--,--,--,69.1,79,38,35,15,0,0,64,1.14,.285,https://www.mlb.com/player/594798
Dan Straily,MIA,--,--,2.87,--,--,--,--,--,--,69.0,60,23,22,9,2,0,51,0.87,.240,https://www.mlb.com/player/573185
Max Scherzer,WSH,--,--,3.13,--,--,--,--,--,--,69.0,46,27,24,9,6,0,70,0.67,.191,https://www.mlb.com/player/453286
Patrick Corbin,ARI,--,--,4.61,--,--,--,--,--,--,68.1,73,38,35,8,2,0,46,1.07,.269,https://www.mlb.com/player/571578
Jason Hammel,KC,--,--,5.19,--,--,--,--,--,--,67.2,81,40,39,9,3,0,51,1.20,.290,https://www.mlb.com/player/434628
Lance Lynn,STL,--,--,2.93,--,--,--,--,--,--,67.2,50,25,22,8,7,0,55,0.74,.210,https://www.mlb.com/player/458681
Marcus Stroman,TOR,--,--,4.39,--,--,--,--,--,--,67.2,77,40,33,9,2,0,40,1.14,.287,https://www.mlb.com/player/573186
Corey Kluber,CLE,--,--,2.82,--,--,--,--,--,--,67.0,51,23,21,7,1,0,70,0.76,.206,https://www.mlb.com/player/446372
Mike Leake,SEA,--,--,4.43,--,--,--,--,--,--,67.0,76,39,33,10,4,0,41,1.13,.291,https://www.mlb.com/player/502190
Michael Wacha,STL,--,--,5.02,--,--,--,--,--,--,66.1,82,40,37,7,2,0,49,1.24,.306,https://www.mlb.com/player/608379
Jon Lester,CHC,--,--,4.77,--,--,--,--,--,--,66.0,61,36,35,8,1,0,68,0.92,.248,https://www.mlb.com/player/452657
Ricky Nolasco,LAA,--,--,4.11,--,--,--,--,--,--,65.2,71,30,30,11,2,0,52,1.08,.274,https://www.mlb.com/player/445060
Drew Pomeranz,BOS,--,--,3.74,--,--,--,--,--,--,65.0,70,30,27,4,1,0,55,1.08,.275,https://www.mlb.com/player/519141
Julio Teheran,ATL,--,--,5.01,--,--,--,--,--,--,64.2,79,38,36,10,2,0,46,1.22,.298,https://www.mlb.com/player/527054
Yu Darvish,LAD,--,--,4.18,--,--,--,--,--,--,64.2,58,30,30,13,1,0,53,0.90,.240,https://www.mlb.com/player/506433
Alex Cobb,TB,--,--,3.92,--,--,--,--,--,--,64.1,59,31,28,8,2,0,40,0.92,.249,https://www.mlb.com/player/502171
Michael Fulmer,DET,--,--,4.12,--,--,--,--,--,--,63.1,62,33,29,2,6,0,37,0.98,.263,https://www.mlb.com/player/605242
Jose Urena,MIA,--,--,3.13,--,--,--,--,--,--,63.1,55,23,22,8,4,0,33,0.87,.237,https://www.mlb.com/player/570632
Luis Severino,NYY,--,--,4.02,--,--,--,--,--,--,62.2,63,32,28,10,3,0,50,1.01,.254,https://www.mlb.com/player/622663
Ty Blach,SF,--,--,4.16,--,--,--,--,--,--,62.2,64,30,29,7,1,0,26,1.02,.270,https://www.mlb.com/player/621389
Clayton Kershaw,LAD,--,--,2.74,--,--,--,--,--,--,62.1,60,21,19,9,0,0,52,0.96,.249,https://www.mlb.com/player/477132
Masahiro Tanaka,NYY,--,--,5.66,--,--,--,--,--,--,62.0,66,39,39,13,5,0,44,1.06,.275,https://www.mlb.com/player/547888
Jhoulys Chacin,SD,--,--,3.92,--,--,--,--,--,--,62.0,52,27,27,6,4,0,34,0.84,.235,https://www.mlb.com/player/468504
Kyle Gibson,MIN,--,--,4.38,--,--,--,--,--,--,61.2,76,31,30,10,3,0,39,1.23,.304,https://www.mlb.com/player/502043
Aaron Nola,PHI,--,--,3.65,--,--,--,--,--,--,61.2,60,26,25,7,0,0,49,0.97,.256,https://www.mlb.com/player/605400
Andrew Cashner,TEX,--,--,3.21,--,--,--,--,--,--,61.2,55,25,22,5,4,0,28,0.89,.239,https://www.mlb.com/player/488768
R.A. Dickey,ATL,--,--,5.28,--,--,--,--,--,--,61.1,71,39,36,7,3,0,37,1.16,.303,https://www.mlb.com/player/285079
Jordan Zimmermann,DET,--,--,7.34,--,--,--,--,--,--,61.1,78,52,50,11,2,0,30,1.27,.311,https://www.mlb.com/player/519455
Stephen Strasburg,WSH,--,--,2.20,--,--,--,--,--,--,61.1,54,18,15,3,5,0,53,0.88,.241,https://www.mlb.com/player/544931
Carlos Carrasco,CLE,--,--,5.16,--,--,--,--,--,--,61.0,71,35,35,8,4,0,56,1.16,.293,https://www.mlb.com/player/471911
Jason Vargas,KC,--,--,6.12,--,--,--,--,--,--,60.1,70,41,41,12,3,0,34,1.16,.297,https://www.mlb.com/player/450306
Chad Kuhl,PIT,--,--,4.77,--,--,--,--,--,--,60.1,61,33,32,7,2,0,46,1.01,.269,https://www.mlb.com/player/641771
Marco Estrada,TOR,--,--,6.90,--,--,--,--,--,--,60.0,80,46,46,13,1,0,49,1.33,.314,https://www.mlb.com/player/462136
Jordan Montgomery,NYY,--,--,2.14,--,--,--,--,--,--,59.0,41,17,14,3,1,0,41,0.69,.196,https://www.mlb.com/player/656756
Trevor Williams,PIT,--,--,3.81,--,--,--,--,--,--,59.0,57,29,25,6,3,0,36,0.97,.257,https://www.mlb.com/player/592866
Mike Fiers,HOU,--,--,5.37,--,--,--,--,--,--,58.2,70,36,35,10,5,0,44,1.19,.302,https://www.mlb.com/player/571666
Ariel Miranda,SEA,--,--,4.30,--,--,--,--,--,--,58.2,58,29,28,14,0,0,29,0.99,.261,https://www.mlb.com/player/664641
Miguel Gonzalez,TEX,--,--,5.86,--,--,--,--,--,--,58.1,65,40,38,12,2,0,32,1.11,.281,https://www.mlb.com/player/456068
Sean Manaea,OAK,--,--,4.19,--,--,--,--,--,--,58.0,58,29,27,6,6,0,35,1.00,.266,https://www.mlb.com/player/640455
Luis Perdomo,SD,--,--,5.15,--,--,--,--,--,--,57.2,72,36,33,6,2,0,36,1.25,.310,https://www.mlb.com/player/606131
Kevin Gausman,BAL,--,--,4.55,--,--,--,--,--,--,57.1,75,30,29,9,4,0,45,1.31,.315,https://www.mlb.com/player/592332
Dallas Keuchel,HOU,--,--,3.47,--,--,--,--,--,--,57.0,52,22,22,7,0,0,42,0.91,.243,https://www.mlb.com/player/572971
Tyler Chatwood,COL,--,--,4.45,--,--,--,--,--,--,56.2,49,29,28,4,1,0,45,0.86,.239,https://www.mlb.com/player/543022
Ian Kennedy,KC,--,--,4.76,--,--,--,--,--,--,56.2,60,32,30,12,0,0,48,1.06,.265,https://www.mlb.com/player/453178
Sonny Gray,NYY,--,--,4.45,--,--,--,--,--,--,56.2,64,31,28,9,0,0,43,1.13,.278,https://www.mlb.com/player/543243
Alex Wood,LAD,--,--,2.40,--,--,--,--,--,--,56.1,46,16,15,5,1,0,36,0.82,.219,https://www.mlb.com/player/622072
Matt Moore,SF,--,--,7.83,--,--,--,--,--,--,56.1,81,51,49,16,3,0,35,1.44,.333,https://www.mlb.com/player/519043
Robbie Ray,ARI,--,--,2.25,--,--,--,--,--,--,56.0,30,15,14,6,2,0,61,0.54,.159,https://www.mlb.com/player/592662
Kyle Freeland,COL,--,--,4.98,--,--,--,--,--,--,56.0,62,36,31,9,5,0,24,1.11,.301,https://www.mlb.com/player/607536
Chase Anderson,MIL,--,--,1.62,--,--,--,--,--,--,55.2,40,11,10,3,2,0,39,0.72,.204,https://www.mlb.com/player/502624
Jake Arrieta,CHC,--,--,3.74,--,--,--,--,--,--,55.1,60,28,23,11,5,0,44,1.08,.271,https://www.mlb.com/player/453562
JC Ramirez,LAA,--,--,3.42,--,--,--,--,--,--,55.1,48,24,21,6,2,0,34,0.87,.238,https://www.mlb.com/player/500724
Wade Miley,BAL,--,--,5.40,--,--,--,--,--,--,55.0,66,37,33,11,2,0,51,1.20,.300,https://www.mlb.com/player/489119
John Lackey,CHC,--,--,6.63,--,--,--,--,--,--,54.1,74,43,40,15,3,0,36,1.36,.325,https://www.mlb.com/player/407793
Jose Berrios,MIN,--,--,4.64,--,--,--,--,--,--,54.1,53,30,28,7,5,0,44,0.98,.260,https://www.mlb.com/player/621244
Trevor Bauer,CLE,--,--,5.83,--,--,--,--,--,--,54.0,71,37,35,12,1,0,59,1.31,.310,https://www.mlb.com/player/545333
Jaime Garcia,NYY,--,--,3.33,--,--,--,--,--,--,54.0,55,22,20,3,1,0,37,1.02,.261,https://www.mlb.com/player/448802
J.A. Happ,TOR,--,--,4.83,--,--,--,--,--,--,54.0,62,33,29,8,0,0,41,1.15,.279,https://www.mlb.com/player/457918
