name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Chris Sale,BOS,--,--,1.20,--,--,--,--,--,--,150.0,58,21,20,8,4,27,307,0.57,.116,https://www.mlb.com/player/519242
Max Scherzer,WSH,--,--,0.83,--,--,--,--,--,--,140.2,44,16,13,5,7,31,268,0.53,.096,https://www.mlb.com/player/453286
Justin Verlander,HOU,--,--,1.81,--,--,--,--,--,--,134.0,67,29,27,9,2,40,219,0.80,.145,https://www.mlb.com/player/434378
Chris Archer,TB,--,--,1.84,--,--,--,--,--,--,132.0,67,31,27,8,2,25,248,0.70,.147,https://www.mlb.com/player/502042
Corey Kluber,CLE,--,--,1.20,--,--,--,--,--,--,128.0,47,17,17,8,2,21,265,0.53,.110,https://www.mlb.com/player/446372
Jeff Samardzija,SF,--,--,2.61,--,--,--,--,--,--,124.1,82,36,36,7,2,13,205,0.76,.183,https://www.mlb.com/player/502188
Jacob deGrom,NYM,--,--,2.51,--,--,--,--,--,--,122.0,73,35,34,11,1,34,239,0.88,.169,https://www.mlb.com/player/594798
Carlos Carrasco,CLE,--,--,1.93,--,--,--,--,--,--,121.0,54,26,26,3,3,27,226,0.67,.133,https://www.mlb.com/player/471911
Zack Greinke,ARI,--,--,2.39,--,--,--,--,--,--,120.2,73,33,32,12,0,24,215,0.80,.172,https://www.mlb.com/player/425844
Luis Severino,NYY,--,--,1.44,--,--,--,--,--,--,118.2,64,24,19,7,2,36,230,0.84,.153,https://www.mlb.com/player/622663
Gio Gonzalez,WSH,--,--,1.52,--,--,--,--,--,--,118.2,55,21,20,5,3,36,188,0.77,.138,https://www.mlb.com/player/461829
Yu Darvish,LAD,--,--,2.22,--,--,--,--,--,--,117.1,65,30,29,5,2,30,209,0.81,.157,https://www.mlb.com/player/506433
Gerrit Cole,PIT,--,--,2.26,--,--,--,--,--,--,115.2,77,29,29,8,0,36,196,0.98,.184,https://www.mlb.com/player/543037
Carlos Martinez,STL,--,--,1.81,--,--,--,--,--,--,114.1,51,26,23,10,5,36,217,0.76,.133,https://www.mlb.com/player/593372
Trevor Bauer,CLE,--,--,3.02,--,--,--,--,--,--,113.1,75,38,38,12,3,32,196,0.94,.188,https://www.mlb.com/player/545333
Rick Porcello,BOS,--,--,2.64,--,--,--,--,--,--,112.2,95,40,33,13,3,34,181,1.14,.221,https://www.mlb.com/player/519144
Kevin Gausman,BAL,--,--,2.48,--,--,--,--,--,--,112.1,90,31,31,8,2,39,178,1.15,.216,https://www.mlb.com/player/592332
Dan Straily,MIA,--,--,2.82,--,--,--,--,--,--,111.2,79,37,35,11,0,34,170,1.01,.193,https://www.mlb.com/player/573185
Stephen Strasburg,WSH,--,--,1.56,--,--,--,--,--,--,109.2,54,21,19,5,0,23,204,0.70,.141,https://www.mlb.com/player/544931
Ervin Santana,MIN,--,--,2.16,--,--,--,--,--,--,108.1,51,30,26,12,2,30,167,0.75,.139,https://www.mlb.com/player/429722
Tanner Roark,WSH,--,--,4.07,--,--,--,--,--,--,108.1,70,54,49,6,4,39,166,1.01,.181,https://www.mlb.com/player/543699
Jose Quintana,CHC,--,--,3.02,--,--,--,--,--,--,107.1,59,40,36,11,6,38,207,0.90,.158,https://www.mlb.com/player/500779
Marco Estrada,TOR,--,--,3.35,--,--,--,--,--,--,107.1,80,41,40,12,1,33,176,1.05,.203,https://www.mlb.com/player/462136
Robbie Ray,ARI,--,--,1.43,--,--,--,--,--,--,106.2,44,20,17,8,2,33,218,0.72,.123,https://www.mlb.com/player/592662
Jimmy Nelson,MIL,--,--,2.21,--,--,--,--,--,--,105.2,71,28,26,3,2,19,199,0.85,.188,https://www.mlb.com/player/519076
Masahiro Tanaka,NYY,--,--,2.47,--,--,--,--,--,--,105.2,57,33,29,10,2,22,194,0.75,.153,https://www.mlb.com/player/547888
Marcus Stroman,TOR,--,--,2.38,--,--,--,--,--,--,105.2,74,31,28,8,5,32,164,1.00,.195,https://www.mlb.com/player/573186
Jon Lester,CHC,--,--,2.82,--,--,--,--,--,--,105.1,71,40,33,12,1,42,180,1.07,.186,https://www.mlb.com/player/452657
Dylan Bundy,BAL,--,--,1.97,--,--,--,--,--,--,105.0,65,23,23,6,1,25,152,0.86,.177,https://www.mlb.com/player/605164
Aaron Nola,PHI,--,--,1.65,--,--,--,--,--,--,103.1,57,19,19,4,1,18,184,0.73,.157,https://www.mlb.com/player/605400
Clayton Kershaw,LAD,--,--,0.79,--,--,--,--,--,--,102.1,55,13,9,5,0,24,202,0.77,.155,https://www.mlb.com/player/477132
