name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Jandel Gustave,SF,--,--,0.00,--,--,--,--,--,--,1.1,1,0,0,0,0,3,2,3.00,.250,https://www.mlb.com/player/594311
Merrill Kelly,ARI,--,--,3.00,--,--,--,--,--,--,24.0,15,8,8,1,0,24,32,1.63,.179,https://www.mlb.com/player/518876
Gregory Soto,DET,--,--,4.50,--,--,--,--,--,--,6.0,7,3,3,0,0,16,6,3.83,.292,https://www.mlb.com/player/642397
Mike Mayers,STL,--,--,0.00,--,--,--,--,--,--,4.1,2,0,0,0,0,8,9,2.31,.133,https://www.mlb.com/player/594577
Mike Shawaryn,BOS,--,--,6.00,--,--,--,--,--,--,3.0,5,2,2,0,2,11,7,5.33,.357,https://www.mlb.com/player/642067
Jon Gray,COL,--,--,5.11,--,--,--,--,--,--,12.1,10,7,7,3,0,34,19,3.57,.208,https://www.mlb.com/player/592351
Tony Barnette,CHC,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,1,0,0,0,3.00,.500,https://www.mlb.com/player/501817
Dan Altavilla,SEA,--,--,6.75,--,--,--,--,--,--,1.1,0,1,1,0,0,7,0,5.25,.000,https://www.mlb.com/player/656186
Steven Matz,NYM,--,--,3.60,--,--,--,--,--,--,15.0,14,7,6,4,0,29,24,2.87,.241,https://www.mlb.com/player/571927
Daniel Zamora,NYM,--,--,0.00,--,--,--,--,--,--,1.1,1,0,0,0,0,1,2,1.50,.200,https://www.mlb.com/player/623354
Tyler Thornburg,LAD,--,--,2.45,--,--,--,--,--,--,3.2,2,1,1,1,0,9,4,3.00,.154,https://www.mlb.com/player/592804
Chad Green,NYY,--,--,4.09,--,--,--,--,--,--,11.0,7,6,5,2,0,13,20,1.82,.175,https://www.mlb.com/player/643338
Yu Darvish,CHC,--,--,1.37,--,--,--,--,--,--,19.2,9,4,3,2,0,28,43,1.88,.130,https://www.mlb.com/player/506433
Randy Dobnak,MIN,--,--,0.00,--,--,--,--,--,--,1.1,3,0,0,0,0,2,1,3.75,.429,https://www.mlb.com/player/677976
Jesus Luzardo,OAK,--,--,0.00,--,--,--,--,--,--,1.0,0,0,0,0,0,2,2,2.00,.000,https://www.mlb.com/player/666200
Richard Urena,TOR,--,--,-.--,--,--,--,--,--,--,0.0,1,3,3,1,0,1,0,-.--,1.000,https://www.mlb.com/player/620446
Jose Urena,MIA,--,--,5.68,--,--,--,--,--,--,6.1,9,4,4,1,0,14,7,3.63,.300,https://www.mlb.com/player/570632
Sam Selman,SF,--,--,4.50,--,--,--,--,--,--,2.0,2,1,1,0,0,4,4,3.00,.250,https://www.mlb.com/player/572125
Michael Lorenzen,CIN,--,--,4.00,--,--,--,--,--,--,9.0,5,4,4,2,0,17,14,2.44,.152,https://www.mlb.com/player/547179
Tyler Olson,CLE,--,--,0.00,--,--,--,--,--,--,3.0,1,0,0,0,0,7,1,2.67,.100,https://www.mlb.com/player/621397
Masahiro Tanaka,NYY,--,--,1.89,--,--,--,--,--,--,19.0,12,4,4,2,0,27,21,2.05,.188,https://www.mlb.com/player/547888
Yefry Ramirez,PIT,--,--,0.00,--,--,--,--,--,--,3.2,2,0,0,0,0,9,7,3.00,.154,https://www.mlb.com/player/606162
Jose Alvarez,PHI,--,--,1.80,--,--,--,--,--,--,5.0,4,1,1,0,0,11,6,3.00,.222,https://www.mlb.com/player/501625
Jorge Alcala,MIN,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,1,0,-.--,1.000,https://www.mlb.com/player/660896
Cody Anderson,CLE,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,4,1,6.00,.000,https://www.mlb.com/player/594736
Alex McRae,PIT,--,--,19.29,--,--,--,--,--,--,2.1,5,5,5,2,0,8,3,5.57,.417,https://www.mlb.com/player/656725
Hector Noesi,MIA,--,--,8.10,--,--,--,--,--,--,3.1,4,3,3,2,0,11,2,4.50,.308,https://www.mlb.com/player/456051
Mike Brosseau,TB,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,0,0,-.--,1.000,https://www.mlb.com/player/670712
Ryan Tepera,TOR,--,--,9.00,--,--,--,--,--,--,2.0,2,2,2,1,0,5,1,3.50,.250,https://www.mlb.com/player/572193
Nate Karns,BAL,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,1,1,1.50,.000,https://www.mlb.com/player/501992
David Price,BOS,--,--,2.93,--,--,--,--,--,--,15.1,10,5,5,0,0,23,26,2.15,.185,https://www.mlb.com/player/456034
Corbin Burnes,MIL,--,--,0.00,--,--,--,--,--,--,4.0,4,1,0,0,0,9,7,3.25,.250,https://www.mlb.com/player/669203
James Bourque,WSH,--,--,0.00,--,--,--,--,--,--,0.2,1,0,0,0,0,1,0,3.00,.500,https://www.mlb.com/player/630263
Grant Dayton,ATL,--,--,0.00,--,--,--,--,--,--,1.1,0,0,0,0,0,2,2,1.50,.000,https://www.mlb.com/player/594795
Stephen Tarpley,NYY,--,--,1.35,--,--,--,--,--,--,6.2,2,1,1,1,0,12,13,2.10,.091,https://www.mlb.com/player/605501
Jhoulys Chacin,BOS,--,--,2.50,--,--,--,--,--,--,18.0,10,5,5,0,1,20,28,1.67,.161,https://www.mlb.com/player/468504
Lucas Giolito,CWS,--,--,2.84,--,--,--,--,--,--,12.2,7,4,4,1,0,37,25,3.47,.159,https://www.mlb.com/player/608337
Sandy Alcantara,MIA,--,--,0.66,--,--,--,--,--,--,13.2,13,3,1,0,0,45,13,4.24,.250,https://www.mlb.com/player/645261
David Hess,BAL,--,--,8.31,--,--,--,--,--,--,8.2,13,10,8,4,0,14,17,3.12,.317,https://www.mlb.com/player/605276
Lewis Thorpe,MIN,--,--,4.50,--,--,--,--,--,--,2.0,4,1,1,0,0,5,5,4.50,.400,https://www.mlb.com/player/626929
Matt Harvey,OAK,--,--,5.06,--,--,--,--,--,--,5.1,7,3,3,1,0,12,5,3.56,.318,https://www.mlb.com/player/518774
Danny Hultzen,CHC,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/543343
Giovanny Gallegos,STL,--,--,1.17,--,--,--,--,--,--,7.2,2,1,1,0,0,9,18,1.43,.080,https://www.mlb.com/player/606149
Spencer Turnbull,DET,--,--,3.27,--,--,--,--,--,--,22.0,18,9,8,0,0,25,32,1.95,.220,https://www.mlb.com/player/605513
Joe Musgrove,PIT,--,--,6.46,--,--,--,--,--,--,15.1,12,15,11,2,1,22,24,2.22,.214,https://www.mlb.com/player/605397
Jesse Biddle,TEX,--,--,0.00,--,--,--,--,--,--,3.1,8,1,0,0,0,8,4,4.80,.500,https://www.mlb.com/player/592145
Michael King,NYY,--,--,-.--,--,--,--,--,--,--,0.0,1,1,0,0,0,0,0,-.--,1.000,https://www.mlb.com/player/650633
Emilio Pagan,TB,--,--,0.00,--,--,--,--,--,--,7.0,0,0,0,0,0,8,15,1.14,.000,https://www.mlb.com/player/641941
Marco Estrada,OAK,--,--,10.80,--,--,--,--,--,--,1.2,3,2,2,1,1,4,3,4.20,.300,https://www.mlb.com/player/462136
Hunter Strickland,WSH,--,--,5.40,--,--,--,--,--,--,3.1,1,2,2,0,0,6,5,2.10,.091,https://www.mlb.com/player/519326
Mike Leake,ARI,--,--,3.77,--,--,--,--,--,--,14.1,10,6,6,2,1,13,16,1.60,.196,https://www.mlb.com/player/502190
Kevin Gausman,CIN,--,--,13.50,--,--,--,--,--,--,7.1,9,11,11,3,0,13,15,3.00,.281,https://www.mlb.com/player/592332
Jacob Webb,ATL,--,--,0.00,--,--,--,--,--,--,4.0,1,1,0,0,0,9,7,2.50,.077,https://www.mlb.com/player/657097
Alex Colome,CWS,--,--,3.86,--,--,--,--,--,--,9.1,5,4,4,2,0,13,13,1.93,.152,https://www.mlb.com/player/517008
Alex Cobb,BAL,--,--,6.75,--,--,--,--,--,--,1.1,2,1,1,1,0,1,2,2.25,.400,https://www.mlb.com/player/502171
Jordan Romano,TOR,--,--,16.20,--,--,--,--,--,--,1.2,2,3,3,2,0,5,5,4.20,.286,https://www.mlb.com/player/605447
Kyle Barraclough,SF,--,--,3.38,--,--,--,--,--,--,5.1,6,2,2,1,0,11,8,3.19,.273,https://www.mlb.com/player/607457
A.J. Minter,ATL,--,--,4.50,--,--,--,--,--,--,2.0,1,1,1,0,0,11,3,6.00,.143,https://www.mlb.com/player/621345
Archie Bradley,ARI,--,--,3.00,--,--,--,--,--,--,9.0,5,4,3,1,0,21,15,2.89,.161,https://www.mlb.com/player/605151
Evan Marshall,CWS,--,--,1.50,--,--,--,--,--,--,6.0,3,1,1,0,0,13,11,2.67,.150,https://www.mlb.com/player/605359
Josh James,HOU,--,--,1.04,--,--,--,--,--,--,8.2,4,2,1,0,0,22,15,3.00,.133,https://www.mlb.com/player/657624
Bryse Wilson,ATL,--,--,0.00,--,--,--,--,--,--,1.1,1,0,0,0,0,7,3,6.00,.200,https://www.mlb.com/player/669060
