name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Taylor Clarke,ARI,--,--,2.20,--,--,--,--,--,--,16.1,12,4,4,2,1,4,14,0.98,.218,https://www.mlb.com/player/664199
Drew Steckenrider,MIA,--,--,10.80,--,--,--,--,--,--,1.2,1,2,2,1,1,0,3,0.60,.167,https://www.mlb.com/player/608716
Aaron Slegers,TB,--,--,0.00,--,--,--,--,--,--,0.2,1,0,0,0,0,0,0,1.50,.333,https://www.mlb.com/player/642083
Tim Hill,KC,--,--,0.00,--,--,--,--,--,--,11.1,3,0,0,0,0,2,12,0.44,.097,https://www.mlb.com/player/657612
Ryne Harper,MIN,--,--,3.24,--,--,--,--,--,--,8.1,7,3,3,1,1,3,7,1.20,.250,https://www.mlb.com/player/607560
Ian Kinsler,SD,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,0,0,-.--,1.000,https://www.mlb.com/player/435079
Yonny Chirinos,TB,--,--,1.88,--,--,--,--,--,--,24.0,18,6,5,1,0,8,20,1.08,.231,https://www.mlb.com/player/630023
Tyler Kinley,MIA,--,--,4.50,--,--,--,--,--,--,8.0,10,4,4,2,0,6,8,2.00,.323,https://www.mlb.com/player/641755
Luke Gregerson,STL,--,--,0.00,--,--,--,--,--,--,2.1,2,0,0,0,0,0,0,0.86,.286,https://www.mlb.com/player/502381
Jake Jewell,LAA,--,--,10.80,--,--,--,--,--,--,5.0,7,6,6,3,0,2,6,1.80,.389,https://www.mlb.com/player/657228
Ryan Feierabend,TOR,--,--,7.71,--,--,--,--,--,--,2.1,2,2,2,1,0,0,3,0.86,.250,https://www.mlb.com/player/456387
Darren O'Day,ATL,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,0,0,-,.000,https://www.mlb.com/player/503285
CC Sabathia,NYY,--,--,5.40,--,--,--,--,--,--,18.1,22,12,11,4,1,7,18,1.58,.306,https://www.mlb.com/player/282332
Aaron Civale,CLE,--,--,0.00,--,--,--,--,--,--,9.1,6,0,0,0,0,5,7,1.18,.207,https://www.mlb.com/player/650644
Cam Bedrosian,LAA,--,--,1.17,--,--,--,--,--,--,15.1,6,2,2,1,0,2,12,0.52,.128,https://www.mlb.com/player/592135
Chris Devenski,HOU,--,--,3.46,--,--,--,--,--,--,13.0,10,5,5,2,1,4,10,1.08,.222,https://www.mlb.com/player/606965
Chandler Shepherd,BAL,--,--,9.00,--,--,--,--,--,--,3.0,5,3,3,1,0,1,0,2.00,.455,https://www.mlb.com/player/605469
Brad Brach,NYM,--,--,2.89,--,--,--,--,--,--,9.1,13,3,3,1,0,3,6,1.71,.371,https://www.mlb.com/player/542960
Dan Jennings,NYY,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,3,0,-.--,.000,https://www.mlb.com/player/543359
Sean Poppen,MIN,--,--,0.00,--,--,--,--,--,--,2.1,2,0,0,0,0,0,1,0.86,.333,https://www.mlb.com/player/664092
Ben Heller,NYY,--,--,0.00,--,--,--,--,--,--,2.2,1,0,0,0,0,0,2,0.38,.200,https://www.mlb.com/player/621294
Brendan McKay,TB,--,--,2.89,--,--,--,--,--,--,9.1,8,5,3,2,0,5,15,1.39,.242,https://www.mlb.com/player/656713
Mike Foltynewicz,ATL,--,--,1.80,--,--,--,--,--,--,25.0,19,5,5,2,0,4,18,0.92,.235,https://www.mlb.com/player/592314
Jeff Samardzija,SF,--,--,2.20,--,--,--,--,--,--,41.0,23,10,10,3,1,6,26,0.71,.176,https://www.mlb.com/player/502188
Kyle Crick,PIT,--,--,3.00,--,--,--,--,--,--,12.0,13,4,4,2,0,1,19,1.17,.283,https://www.mlb.com/player/605195
Chasen Bradford,SEA,--,--,0.00,--,--,--,--,--,--,2.2,3,0,0,0,0,0,0,1.13,.333,https://www.mlb.com/player/607473
Kevin McCarthy,KC,--,--,2.00,--,--,--,--,--,--,9.0,12,2,2,1,1,2,9,1.56,.316,https://www.mlb.com/player/641838
Erasmo Ramirez,BOS,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/541640
Aaron Barrett,WSH,--,--,18.00,--,--,--,--,--,--,1.0,2,2,2,1,0,1,1,3.00,.400,https://www.mlb.com/player/502578
Josh Taylor,BOS,--,--,0.87,--,--,--,--,--,--,10.1,8,1,1,1,0,3,9,1.06,.258,https://www.mlb.com/player/657031
Jay Jackson,MIL,--,--,3.86,--,--,--,--,--,--,4.2,5,2,2,1,1,2,3,1.50,.294,https://www.mlb.com/player/543351
Antonio Senzatela,COL,--,--,4.85,--,--,--,--,--,--,26.0,29,14,14,4,1,12,13,1.58,.315,https://www.mlb.com/player/622608
Josh Rogers,BAL,--,--,3.86,--,--,--,--,--,--,4.2,4,2,2,1,0,0,0,0.86,.250,https://www.mlb.com/player/642028
Mike Soroka,ATL,--,--,1.04,--,--,--,--,--,--,34.2,27,5,4,2,2,6,21,0.95,.239,https://www.mlb.com/player/647336
Corbin Martin,ARI,--,--,3.00,--,--,--,--,--,--,3.0,4,1,1,0,0,2,2,2.00,.308,https://www.mlb.com/player/656686
Aaron Bummer,CWS,--,--,1.42,--,--,--,--,--,--,19.0,7,3,3,1,1,1,13,0.42,.127,https://www.mlb.com/player/607481
Hanser Alberto,BAL,--,--,-.--,--,--,--,--,--,--,0.0,1,2,2,1,0,1,0,-.--,1.000,https://www.mlb.com/player/593643
Emmanuel Clase,TEX,--,--,0.00,--,--,--,--,--,--,4.2,4,0,0,0,0,1,5,1.07,.250,https://www.mlb.com/player/661403
Matt Wotherspoon,DET,--,--,10.80,--,--,--,--,--,--,1.2,2,2,2,1,0,0,1,1.20,.286,https://www.mlb.com/player/642226
Chris Archer,PIT,--,--,2.96,--,--,--,--,--,--,24.1,21,8,8,4,1,10,29,1.27,.253,https://www.mlb.com/player/502042
Miles Mikolas,STL,--,--,2.36,--,--,--,--,--,--,42.0,38,11,11,1,2,4,35,1.00,.268,https://www.mlb.com/player/571945
Austin Adams,SEA,--,--,12.27,--,--,--,--,--,--,3.2,4,5,5,2,0,3,4,1.91,.267,https://www.mlb.com/player/613534
Matt Albers,MIL,--,--,9.31,--,--,--,--,--,--,9.2,14,10,10,3,1,2,5,1.66,.400,https://www.mlb.com/player/458006
Nick Pivetta,PHI,--,--,4.60,--,--,--,--,--,--,15.2,16,8,8,4,1,7,13,1.47,.276,https://www.mlb.com/player/601713
Hector Rondon,HOU,--,--,3.55,--,--,--,--,--,--,12.2,7,5,5,2,0,7,12,1.11,.163,https://www.mlb.com/player/444468
Rowan Wick,CHC,--,--,1.50,--,--,--,--,--,--,6.0,8,1,1,0,1,0,3,1.33,.364,https://www.mlb.com/player/592858
Dakota Hudson,STL,--,--,1.31,--,--,--,--,--,--,34.1,27,6,5,2,3,17,25,1.28,.233,https://www.mlb.com/player/641712
Yacksel Rios,PIT,--,--,13.50,--,--,--,--,--,--,2.2,4,6,4,3,1,1,2,1.88,.364,https://www.mlb.com/player/605441
Andrew Miller,STL,--,--,3.77,--,--,--,--,--,--,14.1,9,6,6,3,1,5,10,0.98,.200,https://www.mlb.com/player/453192
Caleb Ferguson,LAD,--,--,1.00,--,--,--,--,--,--,9.0,8,1,1,0,2,4,12,1.33,.242,https://www.mlb.com/player/657571
Brandon Workman,BOS,--,--,0.00,--,--,--,--,--,--,14.1,4,0,0,0,0,7,20,0.77,.095,https://www.mlb.com/player/519443
Trevor Richards,TB,--,--,4.85,--,--,--,--,--,--,29.2,31,16,16,6,1,7,25,1.28,.298,https://www.mlb.com/player/670950
Brad Wieck,CHC,--,--,3.60,--,--,--,--,--,--,5.0,3,3,2,1,1,2,5,1.00,.188,https://www.mlb.com/player/623364
Chris Martin,ATL,--,--,2.53,--,--,--,--,--,--,10.2,9,3,3,1,0,0,10,0.84,.265,https://www.mlb.com/player/455119
Garrett Richards,SD,--,--,7.71,--,--,--,--,--,--,2.1,2,2,2,1,0,1,1,1.29,.286,https://www.mlb.com/player/572070
Parker Markel,PIT,--,--,0.00,--,--,--,--,--,--,3.2,9,0,0,0,0,1,1,2.73,.500,https://www.mlb.com/player/571917
Daniel Norris,DET,--,--,2.72,--,--,--,--,--,--,36.1,30,12,11,4,0,2,30,0.88,.242,https://www.mlb.com/player/596057
Tyler Bashlor,NYM,--,--,13.50,--,--,--,--,--,--,3.1,6,5,5,2,0,3,3,2.70,.375,https://www.mlb.com/player/641341
Kyle Dowdy,TEX,--,--,4.76,--,--,--,--,--,--,5.2,5,3,3,1,0,7,6,2.12,.250,https://www.mlb.com/player/664871
Phillips Valdez,TEX,--,--,0.00,--,--,--,--,--,--,4.1,2,0,0,0,0,2,8,0.92,.143,https://www.mlb.com/player/570488
Raisel Iglesias,CIN,--,--,2.61,--,--,--,--,--,--,10.1,12,3,3,1,1,3,11,1.45,.316,https://www.mlb.com/player/628452
Eduardo Rodriguez,BOS,--,--,1.50,--,--,--,--,--,--,60.0,45,10,10,3,1,11,57,0.93,.223,https://www.mlb.com/player/593958
Hector Velazquez,BOS,--,--,2.08,--,--,--,--,--,--,8.2,9,2,2,1,1,1,5,1.15,.321,https://www.mlb.com/player/584171
Aaron Loup,SD,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,1,0,3.00,.000,https://www.mlb.com/player/571901
Nick Kingham,TOR,--,--,3.38,--,--,--,--,--,--,13.1,12,5,5,2,0,3,10,1.13,.293,https://www.mlb.com/player/592468
Kenta Maeda,LAD,--,--,2.40,--,--,--,--,--,--,30.0,18,8,8,3,1,8,28,0.87,.184,https://www.mlb.com/player/628317
John Schreiber,DET,--,--,9.82,--,--,--,--,--,--,3.2,6,4,4,2,0,2,6,2.18,.353,https://www.mlb.com/player/670167
Domingo German,NYY,--,--,3.00,--,--,--,--,--,--,27.0,21,9,9,4,1,9,23,1.11,.226,https://www.mlb.com/player/593334
Jeurys Familia,NYM,--,--,1.76,--,--,--,--,--,--,15.1,11,3,3,0,1,11,10,1.43,.229,https://www.mlb.com/player/544727
Ken Giles,TOR,--,--,3.24,--,--,--,--,--,--,8.1,5,3,3,1,0,5,10,1.20,.185,https://www.mlb.com/player/571704
Zach Eflin,PHI,--,--,3.57,--,--,--,--,--,--,35.1,33,14,14,5,0,8,22,1.16,.282,https://www.mlb.com/player/621107
Felipe Vazquez,PIT,--,--,1.84,--,--,--,--,--,--,14.2,11,3,3,1,1,2,18,0.89,.220,https://www.mlb.com/player/553878
Eric Lauer,SD,--,--,5.34,--,--,--,--,--,--,30.1,34,19,18,7,1,4,29,1.25,.301,https://www.mlb.com/player/641778
Justin Verlander,HOU,--,--,2.75,--,--,--,--,--,--,36.0,18,12,11,5,2,7,37,0.69,.159,https://www.mlb.com/player/434378
Jon Lester,CHC,--,--,2.92,--,--,--,--,--,--,37.0,38,15,12,5,1,12,33,1.35,.286,https://www.mlb.com/player/452657
Jason Vargas,PHI,--,--,3.62,--,--,--,--,--,--,32.1,27,13,13,5,1,11,20,1.18,.248,https://www.mlb.com/player/450306
Anthony Bass,TOR,--,--,4.35,--,--,--,--,--,--,10.1,8,5,5,2,0,2,11,0.97,.235,https://www.mlb.com/player/542914
Rookie Davis,PIT,--,--,6.75,--,--,--,--,--,--,2.2,3,2,2,1,0,2,1,1.88,.300,https://www.mlb.com/player/606959
Matt Grace,WSH,--,--,11.00,--,--,--,--,--,--,9.0,13,11,11,6,0,0,6,1.44,.361,https://www.mlb.com/player/594840
Manny Banuelos,CWS,--,--,1.59,--,--,--,--,--,--,11.1,12,2,2,1,0,4,4,1.41,.316,https://www.mlb.com/player/544365
John Brebbia,STL,--,--,0.64,--,--,--,--,--,--,14.0,10,1,1,0,0,6,10,1.14,.200,https://www.mlb.com/player/605154
Art Warren,SEA,--,--,0.00,--,--,--,--,--,--,1.0,1,0,0,0,0,1,0,2.00,.250,https://www.mlb.com/player/605521
Sal Romano,CIN,--,--,6.00,--,--,--,--,--,--,3.0,3,2,2,1,0,1,1,1.33,.333,https://www.mlb.com/player/607219
Jose Alvarado,TB,--,--,1.17,--,--,--,--,--,--,7.2,6,1,1,0,0,6,10,1.57,.240,https://www.mlb.com/player/621237
Luis Escobar,PIT,--,--,7.71,--,--,--,--,--,--,2.1,2,2,2,1,1,0,0,0.86,.333,https://www.mlb.com/player/650813
Chris Rusin,COL,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,0,0,-.--,1.000,https://www.mlb.com/player/543734
Frankie Montas,OAK,--,--,2.04,--,--,--,--,--,--,17.2,16,4,4,2,0,4,19,1.13,.254,https://www.mlb.com/player/593423
Richard Bleier,BAL,--,--,4.09,--,--,--,--,--,--,11.0,12,5,5,2,1,0,2,1.09,.324,https://www.mlb.com/player/542947
Jose Berrios,MIN,--,--,2.06,--,--,--,--,--,--,43.2,45,13,10,5,2,7,37,1.19,.281,https://www.mlb.com/player/621244
Shane Bieber,CLE,--,--,4.06,--,--,--,--,--,--,37.2,35,17,17,7,1,2,40,0.98,.267,https://www.mlb.com/player/669456
Ty Buttrey,LAA,--,--,3.38,--,--,--,--,--,--,10.2,13,4,4,2,2,6,9,1.78,.333,https://www.mlb.com/player/621142
Reynaldo Lopez,CWS,--,--,3.69,--,--,--,--,--,--,46.1,33,19,19,7,1,8,34,0.88,.220,https://www.mlb.com/player/625643
Paul Sewald,NYM,--,--,6.75,--,--,--,--,--,--,2.2,5,2,2,0,0,1,2,2.25,.385,https://www.mlb.com/player/623149
Nick Wittgren,CLE,--,--,3.18,--,--,--,--,--,--,11.1,8,5,4,2,0,3,16,0.97,.205,https://www.mlb.com/player/621295
Jose De Leon,TB,--,--,-.--,--,--,--,--,--,--,0.0,2,0,0,0,0,0,0,-.--,.667,https://www.mlb.com/player/592254
Ranger Suarez,PHI,--,--,4.26,--,--,--,--,--,--,12.2,9,6,6,2,1,2,6,0.87,.225,https://www.mlb.com/player/624133
Shawn Kelley,TEX,--,--,3.52,--,--,--,--,--,--,7.2,8,3,3,0,2,2,7,1.30,.286,https://www.mlb.com/player/518875
Pat Venditte,SF,--,--,0.00,--,--,--,--,--,--,1.0,0,0,0,0,0,1,1,1.00,.000,https://www.mlb.com/player/519381
Brad Hand,CLE,--,--,1.80,--,--,--,--,--,--,15.0,10,3,3,1,0,3,26,0.87,.192,https://www.mlb.com/player/543272
Brent Suter,MIL,--,--,0.00,--,--,--,--,--,--,1.1,1,0,0,0,0,1,0,1.50,.200,https://www.mlb.com/player/608718
Luis Castillo,CIN,--,--,2.36,--,--,--,--,--,--,42.0,28,11,11,4,2,10,37,0.90,.211,https://www.mlb.com/player/622491
Sam Selman,SF,--,--,6.75,--,--,--,--,--,--,2.2,3,2,2,1,0,1,1,1.50,.300,https://www.mlb.com/player/572125
