name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Erik Swanson,SEA,--,--,3.92,--,--,--,--,--,--,20.2,14,9,9,4,1,0,29,0.68,.182,https://www.mlb.com/player/657024
Joel Payamps,ARI,--,--,0.00,--,--,--,--,--,--,1.0,0,0,0,0,0,0,1,0.00,.000,https://www.mlb.com/player/606303
Robbie Ray,ARI,--,--,2.67,--,--,--,--,--,--,70.2,55,22,21,8,2,0,122,0.78,.216,https://www.mlb.com/player/592662
Nestor Cortes,NYY,--,--,4.74,--,--,--,--,--,--,24.2,22,14,13,3,1,0,34,0.89,.237,https://www.mlb.com/player/641482
Joe Musgrove,PIT,--,--,2.26,--,--,--,--,--,--,79.2,55,21,20,4,4,0,102,0.69,.194,https://www.mlb.com/player/605397
Alex Colome,CWS,--,--,2.57,--,--,--,--,--,--,21.0,10,10,6,3,1,0,30,0.48,.135,https://www.mlb.com/player/517008
Caleb Joseph,ARI,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/543376
Spencer Turnbull,DET,--,--,1.92,--,--,--,--,--,--,51.2,34,12,11,1,5,0,66,0.66,.189,https://www.mlb.com/player/605513
Tommy Hunter,PHI,--,--,0.00,--,--,--,--,--,--,2.0,0,0,0,0,0,0,3,0.00,.000,https://www.mlb.com/player/488984
Alex Reyes,STL,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,1,0.00,.000,https://www.mlb.com/player/621052
Jeffrey Springs,TEX,--,--,3.65,--,--,--,--,--,--,12.1,12,5,5,0,0,0,9,0.97,.261,https://www.mlb.com/player/605488
Chris Sale,BOS,--,--,1.67,--,--,--,--,--,--,64.2,35,14,12,3,8,0,127,0.54,.154,https://www.mlb.com/player/519242
Robby Scott,ARI,--,--,4.50,--,--,--,--,--,--,2.0,0,1,1,0,0,0,3,0.00,.000,https://www.mlb.com/player/582494
Sandy Alcantara,MIA,--,--,2.81,--,--,--,--,--,--,80.0,57,25,25,7,1,0,99,0.71,.198,https://www.mlb.com/player/645261
Craig Stammen,SD,--,--,2.08,--,--,--,--,--,--,26.0,24,8,6,2,1,0,34,0.92,.238,https://www.mlb.com/player/489334
Chris Stratton,PIT,--,--,3.24,--,--,--,--,--,--,33.1,23,12,12,3,0,0,40,0.69,.192,https://www.mlb.com/player/608717
Matt Harvey,OAK,--,--,9.64,--,--,--,--,--,--,18.2,25,21,20,7,1,0,22,1.34,.329,https://www.mlb.com/player/518774
Chance Adams,NYY,--,--,4.05,--,--,--,--,--,--,6.2,6,3,3,1,2,0,5,0.90,.240,https://www.mlb.com/player/664856
Yennsy Diaz,TOR,--,--,-.--,--,--,--,--,--,--,0.0,1,0,0,0,0,0,0,-.--,1.000,https://www.mlb.com/player/660546
Seunghwan Oh,COL,--,--,6.30,--,--,--,--,--,--,10.0,15,7,7,2,0,0,10,1.50,.341,https://www.mlb.com/player/493200
Felix Hernandez,SEA,--,--,6.00,--,--,--,--,--,--,24.0,29,17,16,5,3,0,29,1.21,.293,https://www.mlb.com/player/433587
Cody Reed,CIN,--,--,3.86,--,--,--,--,--,--,2.1,2,1,1,0,0,0,4,0.86,.222,https://www.mlb.com/player/642003
Luke Farrell,TEX,--,--,2.08,--,--,--,--,--,--,4.1,2,1,1,1,0,0,4,0.46,.133,https://www.mlb.com/player/608652
Ervin Santana,NYM,--,--,4.50,--,--,--,--,--,--,2.0,2,1,1,0,0,0,1,1.00,.250,https://www.mlb.com/player/429722
Mike Leake,ARI,--,--,2.88,--,--,--,--,--,--,78.0,74,29,25,12,8,0,74,0.95,.247,https://www.mlb.com/player/502190
Alex Cobb,BAL,--,--,9.00,--,--,--,--,--,--,5.0,6,5,5,3,0,0,5,1.20,.286,https://www.mlb.com/player/502171
Nick Goody,CLE,--,--,0.47,--,--,--,--,--,--,19.0,7,3,1,0,0,0,31,0.37,.109,https://www.mlb.com/player/580792
Emilio Pagan,TB,--,--,1.82,--,--,--,--,--,--,34.2,20,7,7,5,1,0,58,0.58,.164,https://www.mlb.com/player/641941
Tanner Scott,BAL,--,--,4.82,--,--,--,--,--,--,9.1,7,7,5,1,0,0,20,0.75,.200,https://www.mlb.com/player/656945
Conner Menez,SF,--,--,5.14,--,--,--,--,--,--,7.0,4,4,4,2,0,0,12,0.57,.182,https://www.mlb.com/player/669214
Tyler Alexander,DET,--,--,3.52,--,--,--,--,--,--,23.0,17,9,9,1,2,0,26,0.74,.205,https://www.mlb.com/player/641302
Jon Edwards,CLE,--,--,3.38,--,--,--,--,--,--,2.2,2,1,1,1,1,0,3,0.75,.200,https://www.mlb.com/player/457754
Rico Garcia,COL,--,--,9.00,--,--,--,--,--,--,1.0,1,1,1,0,0,0,1,1.00,.250,https://www.mlb.com/player/670329
JT Chargois,LAD,--,--,4.09,--,--,--,--,--,--,11.0,4,5,5,2,1,0,18,0.36,.118,https://www.mlb.com/player/608638
Sam Coonrod,SF,--,--,5.40,--,--,--,--,--,--,8.1,7,5,5,2,0,0,10,0.84,.233,https://www.mlb.com/player/656322
Austin Davis,PHI,--,--,5.19,--,--,--,--,--,--,8.2,7,5,5,2,1,0,12,0.81,.219,https://www.mlb.com/player/656354
Sam Freeman,WSH,--,--,0.00,--,--,--,--,--,--,1.0,1,0,0,0,0,0,0,1.00,.250,https://www.mlb.com/player/518693
Edubray Ramos,PHI,--,--,0.00,--,--,--,--,--,--,6.1,1,0,0,0,1,0,8,0.16,.053,https://www.mlb.com/player/591693
Ryan Dull,TOR,--,--,14.73,--,--,--,--,--,--,3.2,8,7,6,2,1,0,9,2.18,.421,https://www.mlb.com/player/623430
Kevin Gausman,CIN,--,--,2.61,--,--,--,--,--,--,48.1,31,16,14,2,3,0,73,0.64,.181,https://www.mlb.com/player/592332
Kyle Bird,TEX,--,--,4.91,--,--,--,--,--,--,3.2,4,2,2,1,1,0,5,1.09,.267,https://www.mlb.com/player/613317
Tyler Mahle,CIN,--,--,3.06,--,--,--,--,--,--,53.0,40,19,18,7,3,0,73,0.75,.206,https://www.mlb.com/player/641816
Rich Hill,LAD,--,--,1.10,--,--,--,--,--,--,32.2,17,5,4,2,3,0,49,0.52,.153,https://www.mlb.com/player/448179
Chasen Shreve,STL,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,0,0,-,.000,https://www.mlb.com/player/592741
Luis Ortiz,BAL,--,--,54.00,--,--,--,--,--,--,0.1,2,2,2,1,0,0,1,6.00,.667,https://www.mlb.com/player/656814
Taylor Rogers,MIN,--,--,1.15,--,--,--,--,--,--,31.1,18,4,4,1,3,0,49,0.57,.162,https://www.mlb.com/player/573124
