name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Aaron Slegers,TB,--,--,6.75,--,--,--,--,--,--,1.1,2,1,1,1,1,0,0,1.50,.333,https://www.mlb.com/player/642083
Taylor Clarke,ARI,--,--,3.00,--,--,--,--,--,--,51.0,58,17,17,17,4,19,39,1.51,.275,https://www.mlb.com/player/664199
Drew Steckenrider,MIA,--,--,2.92,--,--,--,--,--,--,12.1,6,4,4,4,0,5,10,0.89,.140,https://www.mlb.com/player/608716
Tim Hill,KC,--,--,0.63,--,--,--,--,--,--,14.1,13,1,1,1,2,5,14,1.26,.228,https://www.mlb.com/player/657612
Ian Kinsler,SD,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,1,0,0,-,.000,https://www.mlb.com/player/435079
Yonny Chirinos,TB,--,--,1.95,--,--,--,--,--,--,87.2,69,19,19,19,3,15,72,0.96,.206,https://www.mlb.com/player/630023
Tyler Kinley,MIA,--,--,1.03,--,--,--,--,--,--,26.1,22,3,3,3,1,15,25,1.41,.220,https://www.mlb.com/player/641755
Luke Gregerson,STL,--,--,0.00,--,--,--,--,--,--,2.0,4,0,0,0,0,1,1,2.50,.400,https://www.mlb.com/player/502381
Jake Jewell,LAA,--,--,1.93,--,--,--,--,--,--,14.0,16,3,3,3,3,5,10,1.50,.271,https://www.mlb.com/player/657228
Ryan Feierabend,TOR,--,--,4.50,--,--,--,--,--,--,2.0,5,1,1,1,0,1,1,3.00,.417,https://www.mlb.com/player/456387
Darren O'Day,ATL,--,--,0.00,--,--,--,--,--,--,3.1,3,0,0,0,0,1,3,1.20,.231,https://www.mlb.com/player/503285
CC Sabathia,NYY,--,--,2.51,--,--,--,--,--,--,64.2,67,18,18,18,1,25,71,1.42,.255,https://www.mlb.com/player/282332
Aaron Civale,CLE,--,--,0.77,--,--,--,--,--,--,35.0,30,3,3,3,1,9,32,1.11,.219,https://www.mlb.com/player/650644
Cam Bedrosian,LAA,--,--,1.15,--,--,--,--,--,--,31.1,27,4,4,4,1,14,34,1.31,.213,https://www.mlb.com/player/592135
Chris Devenski,HOU,--,--,1.62,--,--,--,--,--,--,39.0,42,7,7,7,1,9,49,1.31,.263,https://www.mlb.com/player/606965
