name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Hunter Harvey,BAL,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,1,0.00,.000,https://www.mlb.com/player/640451
Mike Leake,ARI,--,--,27.00,--,--,--,--,--,--,1.0,1,6,3,0,0,0,0,1.00,1.000,https://www.mlb.com/player/502190
Junior Fernandez,STL,--,--,13.50,--,--,--,--,--,--,0.2,1,1,1,1,0,0,2,1.50,.333,https://www.mlb.com/player/658551
Wandy Peralta,SF,--,--,15.43,--,--,--,--,--,--,2.1,2,4,4,2,0,1,1,1.29,.250,https://www.mlb.com/player/593974
Jeff Samardzija,SF,--,--,30.86,--,--,--,--,--,--,2.1,2,9,8,1,0,0,0,0.86,.250,https://www.mlb.com/player/502188
Andrew Suarez,SF,--,--,7.71,--,--,--,--,--,--,2.1,0,2,2,0,0,0,0,0.00,.000,https://www.mlb.com/player/605498
David McKay,DET,--,--,54.00,--,--,--,--,--,--,1.0,1,7,6,0,0,0,0,1.00,.333,https://www.mlb.com/player/641853
Jon Lester,CHC,--,--,13.50,--,--,--,--,--,--,5.1,2,8,8,0,0,0,6,0.38,.125,https://www.mlb.com/player/452657
Richard Lovelady,KC,--,--,-.--,--,--,--,--,--,--,0.0,1,3,3,0,0,0,0,-.--,1.000,https://www.mlb.com/player/663992
Jose Ruiz,CWS,--,--,5.40,--,--,--,--,--,--,3.1,0,2,2,0,1,2,1,0.60,.000,https://www.mlb.com/player/614179
James Marvel,PIT,--,--,67.50,--,--,--,--,--,--,0.2,1,5,5,0,0,1,0,3.00,.333,https://www.mlb.com/player/621086
Ty Blach,BAL,--,--,-.--,--,--,--,--,--,--,0.0,4,11,11,1,0,0,0,-.--,1.000,https://www.mlb.com/player/621389
Dovydas Neverauskas,PIT,--,--,81.00,--,--,--,--,--,--,0.1,1,3,3,0,1,0,0,3.00,1.000,https://www.mlb.com/player/596720
Craig Stammen,SD,--,--,21.60,--,--,--,--,--,--,1.2,2,5,4,0,0,0,2,1.20,.286,https://www.mlb.com/player/489334
Chris Flexen,NYM,--,--,81.00,--,--,--,--,--,--,0.1,1,3,3,0,0,0,0,3.00,.500,https://www.mlb.com/player/623167
Zack Greinke,HOU,--,--,13.50,--,--,--,--,--,--,1.1,1,3,2,0,0,0,2,0.75,.167,https://www.mlb.com/player/425844
David Carpenter,TEX,--,--,-.--,--,--,--,--,--,--,0.0,1,3,2,0,0,0,0,-.--,.500,https://www.mlb.com/player/502304
Tony Gonsolin,LAD,--,--,9.00,--,--,--,--,--,--,1.0,0,1,1,0,0,0,1,0.00,.000,https://www.mlb.com/player/664062
Andrew Chafin,ARI,--,--,9.00,--,--,--,--,--,--,3.0,2,3,3,0,0,1,5,1.00,.200,https://www.mlb.com/player/605177
Jose Urquidy,HOU,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,0,0,-,.000,https://www.mlb.com/player/664353
Brendan McKay,TB,--,--,-.--,--,--,--,--,--,--,0.0,2,5,5,0,0,0,0,-.--,1.000,https://www.mlb.com/player/656713
Sam Gaviglio,TOR,--,--,94.50,--,--,--,--,--,--,0.2,1,7,7,0,0,1,1,3.00,.333,https://www.mlb.com/player/543208
Jon Gray,COL,--,--,9.00,--,--,--,--,--,--,1.0,0,1,1,0,0,2,0,2.00,.000,https://www.mlb.com/player/592351
Freddy Peralta,MIL,--,--,43.20,--,--,--,--,--,--,1.2,3,8,8,0,0,0,1,1.80,.429,https://www.mlb.com/player/642547
Joakim Soria,OAK,--,--,54.00,--,--,--,--,--,--,0.2,0,4,4,0,0,0,0,0.00,.000,https://www.mlb.com/player/465657
Dennis Santana,LAD,--,--,54.00,--,--,--,--,--,--,0.1,1,2,2,0,0,0,1,3.00,.500,https://www.mlb.com/player/642701
Eric Yardley,SD,--,--,27.00,--,--,--,--,--,--,0.1,0,2,1,0,0,0,0,0.00,.000,https://www.mlb.com/player/642233
Roman Quinn,PHI,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/596451
Alex Wilson,CHC,--,--,45.00,--,--,--,--,--,--,1.0,1,5,5,0,0,1,2,2.00,.250,https://www.mlb.com/player/543935
Odrisamer Despaigne,CWS,--,--,108.00,--,--,--,--,--,--,0.1,2,4,4,0,0,0,0,6.00,.667,https://www.mlb.com/player/628333
Daniel Zamora,NYM,--,--,27.00,--,--,--,--,--,--,1.0,0,3,3,0,1,0,1,0.00,.000,https://www.mlb.com/player/623354
Reggie McClain,SEA,--,--,54.00,--,--,--,--,--,--,0.2,2,4,4,0,0,0,0,3.00,.500,https://www.mlb.com/player/596035
Jalen Beeks,TB,--,--,15.43,--,--,--,--,--,--,2.1,1,6,4,0,1,0,1,0.43,.200,https://www.mlb.com/player/656222
Joe Biagini,HOU,--,--,3.38,--,--,--,--,--,--,2.2,3,1,1,0,0,0,2,1.13,.300,https://www.mlb.com/player/607352
Matt Barnes,BOS,--,--,30.00,--,--,--,--,--,--,3.0,5,10,10,0,0,1,7,2.00,.357,https://www.mlb.com/player/598264
