name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Aaron Brooks,BAL,--,--,7.33,--,--,--,--,--,--,43.0,49,37,35,10,6,15,31,1.49,.282,https://www.mlb.com/player/605156
Jacob Waguespack,TOR,--,--,3.96,--,--,--,--,--,--,25.0,27,16,11,3,2,8,23,1.40,.267,https://www.mlb.com/player/621097
Anthony Swarzak,ATL,--,--,4.91,--,--,--,--,--,--,18.1,21,13,10,4,0,11,20,1.75,.280,https://www.mlb.com/player/461872
Jon Gray,COL,--,--,4.11,--,--,--,--,--,--,35.0,37,20,16,4,0,9,32,1.31,.285,https://www.mlb.com/player/592351
Danny Salazar,CLE,--,--,2.25,--,--,--,--,--,--,4.0,3,1,1,1,0,3,2,1.50,.231,https://www.mlb.com/player/517593
Mike Clevinger,CLE,--,--,6.23,--,--,--,--,--,--,21.2,21,15,15,1,0,11,22,1.48,.263,https://www.mlb.com/player/605182
Bryan Holaday,MIA,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/592407
Josh D. Smith,CIN,--,--,6.55,--,--,--,--,--,--,11.0,10,8,8,0,3,10,13,1.82,.233,https://www.mlb.com/player/605479
Jake Faria,MIL,--,--,7.62,--,--,--,--,--,--,13.0,20,11,11,3,1,7,14,2.08,.351,https://www.mlb.com/player/607188
Genesis Cabrera,STL,--,--,7.56,--,--,--,--,--,--,8.1,8,8,7,2,1,6,8,1.68,.250,https://www.mlb.com/player/650893
Jorge Alcala,MIN,--,--,0.00,--,--,--,--,--,--,0.2,1,0,0,0,0,1,0,3.00,.333,https://www.mlb.com/player/660896
CC Sabathia,NYY,--,--,4.62,--,--,--,--,--,--,39.0,40,23,20,8,0,18,37,1.49,.265,https://www.mlb.com/player/282332
Aaron Sanchez,HOU,--,--,6.47,--,--,--,--,--,--,48.2,54,36,35,9,5,19,37,1.50,.281,https://www.mlb.com/player/592717
Cole Hamels,CHC,--,--,5.61,--,--,--,--,--,--,25.2,30,16,16,2,1,8,21,1.48,.291,https://www.mlb.com/player/430935
Adam Warren,SD,--,--,5.79,--,--,--,--,--,--,18.2,22,13,12,7,0,8,16,1.61,.289,https://www.mlb.com/player/476589
Cody Anderson,CLE,--,--,4.76,--,--,--,--,--,--,5.2,6,3,3,0,0,4,7,1.76,.286,https://www.mlb.com/player/594736
Clayton Richard,TOR,--,--,6.75,--,--,--,--,--,--,17.1,23,15,13,4,1,4,7,1.56,.324,https://www.mlb.com/player/453385
Madison Bumgarner,SF,--,--,2.89,--,--,--,--,--,--,65.1,53,27,21,5,2,9,65,0.95,.221,https://www.mlb.com/player/518516
Stephen Tarpley,NYY,--,--,11.42,--,--,--,--,--,--,8.2,14,12,11,3,1,8,7,2.54,.368,https://www.mlb.com/player/605501
Fernando Abad,SF,--,--,2.84,--,--,--,--,--,--,6.1,3,2,2,2,0,1,3,0.63,.143,https://www.mlb.com/player/472551
Brian Flynn,KC,--,--,3.57,--,--,--,--,--,--,22.2,23,10,9,1,1,12,16,1.54,.280,https://www.mlb.com/player/543169
Huascar Ynoa,ATL,--,--,54.00,--,--,--,--,--,--,1.0,5,6,6,1,0,1,1,6.00,.625,https://www.mlb.com/player/660623
Carlos Torres,SF,--,--,7.50,--,--,--,--,--,--,6.0,9,5,5,2,1,1,8,1.67,.333,https://www.mlb.com/player/448614
Masahiro Tanaka,NYY,--,--,5.73,--,--,--,--,--,--,37.2,47,25,24,4,2,9,36,1.49,.299,https://www.mlb.com/player/547888
Fernando Salas,PHI,--,--,5.40,--,--,--,--,--,--,1.2,5,1,1,0,0,0,2,3.00,.500,https://www.mlb.com/player/477569
Jeremy Walker,ATL,--,--,2.45,--,--,--,--,--,--,7.1,8,2,2,0,0,4,5,1.64,.286,https://www.mlb.com/player/668683
Steven Brault,PIT,--,--,5.52,--,--,--,--,--,--,45.2,42,31,28,6,1,20,41,1.36,.241,https://www.mlb.com/player/643230
Evan Marshall,CWS,--,--,0.64,--,--,--,--,--,--,14.0,13,2,1,0,0,9,11,1.57,.250,https://www.mlb.com/player/605359
