player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Donny Lucy,C,CWS,--,1,1,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/455113
Brandon Lyon,P,HOU,--,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/407193
Adron Chambers,CF,STL,--,2,2,2,0,1,0,4,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/518545
Jose Arredondo,P,CIN,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/461766
Jeremy Horst,P,CIN,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/456662
Josh Tomlin,P,CLE,--,2,1,2,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/458708
Dan Haren,P,LAA,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/429717
Cedric Hunter,CF,OAK,--,1,1,1,0,0,0,0,0,0,0,1,1.000,1.000,1.000,2.000,https://www.mlb.com/player/501986
Ricky Romero,P,TOR,--,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/460069
Tommy Milone,P,WSH,--,3,1,1,0,0,1,3,0,0,0,0,.333,.333,1.333,1.667,https://www.mlb.com/player/543548
Zach Duke,P,ARI,--,10,3,4,0,0,2,6,1,2,0,0,.400,.455,1.000,1.455,https://www.mlb.com/player/435043
Cole Gillespie,LF,ARI,--,4,2,1,0,0,1,4,1,1,0,0,.250,.400,1.000,1.400,https://www.mlb.com/player/502261
Jai Miller,CF,OAK,--,5,2,2,0,0,1,2,0,3,0,0,.400,.400,1.000,1.400,https://www.mlb.com/player/455687
Alex Liddi,3B,SEA,--,14,7,4,0,0,3,6,2,4,1,0,.286,.412,.929,1.340,https://www.mlb.com/player/499926
Miguel Cabrera,1B,DET,--,277,97,105,25,0,16,91,60,34,2,1,.379,.485,.643,1.128,https://www.mlb.com/player/408234
Luis Montanez,LF,CHC,--,21,6,8,3,0,1,9,2,1,0,1,.381,.435,.667,1.101,https://www.mlb.com/player/428642
Matt Downs,2B,HOU,--,99,25,35,13,0,6,37,8,23,0,0,.354,.420,.667,1.086,https://www.mlb.com/player/453303
Jose Bautista,RF,TOR,--,225,78,71,15,0,16,76,77,54,9,5,.316,.489,.596,1.084,https://www.mlb.com/player/430832
Brett Pill,1B,SF,--,27,6,9,3,2,1,8,2,3,0,1,.333,.367,.704,1.070,https://www.mlb.com/player/489209
Justin Ruggiano,LF,TB,--,41,10,16,2,0,3,12,2,8,1,1,.390,.409,.659,1.068,https://www.mlb.com/player/448605
Mike Baxter,LF,NYM,--,18,6,6,1,1,1,4,2,5,0,0,.333,.400,.667,1.067,https://www.mlb.com/player/488689
Matt Kemp,CF,LAD,--,294,97,101,14,3,21,108,42,75,40,11,.344,.424,.626,1.049,https://www.mlb.com/player/461314
Victor Martinez,C,DET,--,270,74,109,22,0,10,101,22,22,1,0,.404,.440,.596,1.036,https://www.mlb.com/player/400121
Alejandro De Aza,CF,CWS,--,56,27,20,4,2,2,21,6,12,12,5,.357,.429,.607,1.036,https://www.mlb.com/player/457477
Jason Giambi,1B,COL,--,64,15,16,3,0,8,27,11,24,0,0,.250,.364,.672,1.036,https://www.mlb.com/player/114739
